source	destinations_disconnected_to
ACE	WDR52	AQP8
KAPCA	WDR52	AQP8
NTKL	WDR52	AQP8
CALM	WDR52	AQP8
ACHA4	WDR52	AQP8
ANXA2	WDR52	AQP8
AURKB	WDR52	AQP8
GNAT3	WDR52	AQP8
CA2D1	WDR52	AQP8
CAH4	WDR52	AQP8
AK1C1	WDR52	AQP8
ROCK1	WDR52	AQP8
CHLE	WDR52	AQP8
J3QK85	WDR52	AQP8
ZAP70	WDR52	AQP8
UD14	WDR52	AQP8
S12A2	WDR52	AQP8
EST1A	WDR52	AQP8
VKOR1	WDR52	AQP8
XDH	WDR52	AQP8
ACHB4	WDR52	AQP8
RLP24	WDR52	AQP8
EDN1	WDR52	AQP8
GBRB3	WDR52	AQP8
TKT	WDR52	AQP8
NEU2	WDR52	AQP8
3HAO	WDR52	AQP8
RL10L	WDR52	AQP8
ADA1D	WDR52	AQP8
CANB2	WDR52	AQP8
KAP3	WDR52	AQP8
PANX1	WDR52	AQP8
ST2A1	WDR52	AQP8
UPP2	WDR52	AQP8
AK1D1	WDR52	AQP8
CAC1A	WDR52	AQP8
CUBN	WDR52	AQP8
THA	WDR52	AQP8
TBB5	WDR52	AQP8
CATA	WDR52	AQP8
RL3	WDR52	AQP8
PA2GE	WDR52	AQP8
HRH2	WDR52	AQP8
ATTY	WDR52	AQP8
S29A2	WDR52	AQP8
GBRT	WDR52	AQP8
ACHA3	WDR52	AQP8
CDK6	WDR52	AQP8
5HT7R	WDR52	AQP8
ADRB1	WDR52	AQP8
CP11A	WDR52	AQP8
CSK	WDR52	AQP8
5HT3A	WDR52	AQP8
AT12A	WDR52	AQP8
IOD3	WDR52	AQP8
PGFRA	WDR52	AQP8
A1AG1	WDR52	AQP8
TNFA	WDR52	AQP8
NFAC2	WDR52	AQP8
NOS2	WDR52	AQP8
5HT2B	WDR52	AQP8
HS90A	WDR52	AQP8
LCK	WDR52	AQP8
ADCYA	WDR52	AQP8
HS90B	WDR52	AQP8
ADA2A	WDR52	AQP8
CACP	WDR52	AQP8
RARA	WDR52	AQP8
PYC	WDR52	AQP8
CATL1	WDR52	AQP8
ACHA9	WDR52	AQP8
NH2L1	WDR52	AQP8
AAKB2	WDR52	AQP8
DCXR	WDR52	AQP8
CXCL7	WDR52	AQP8
KCNE1	WDR52	AQP8
B3GT4	WDR52	AQP8
ACES	WDR52	AQP8
SCNNG	WDR52	AQP8
HASP	WDR52	AQP8
MMP3	WDR52	AQP8
MET	WDR52	AQP8
AA2BR	WDR52	AQP8
PDE8A	WDR52	AQP8
5HT2C	WDR52	AQP8
AK1C3	WDR52	AQP8
OSTCN	WDR52	AQP8
NMD3B	WDR52	AQP8
CDK5	WDR52	AQP8
PPARA	WDR52	AQP8
DRD2	WDR52	AQP8
VGFR2	WDR52	AQP8
CP1A2	WDR52	AQP8
NGF	WDR52	AQP8
GBRA6	WDR52	AQP8
ACHA7	WDR52	AQP8
CP2C9	WDR52	AQP8
TBA1A	WDR52	AQP8
IL2RA	WDR52	AQP8
PPB1	WDR52	AQP8
PD2R	WDR52	AQP8
Q71TU5	WDR52	AQP8
DCE1	WDR52	AQP8
GBRG1	WDR52	AQP8
FGFR2	WDR52	AQP8
IMPA1	WDR52	AQP8
ACM2	WDR52	AQP8
IL8	WDR52	AQP8
5HT6R	WDR52	AQP8
KPCT	WDR52	AQP8
AOC1	WDR52	AQP8
PCNA	WDR52	AQP8
KSYK	WDR52	AQP8
CAH9	WDR52	AQP8
RL11	WDR52	AQP8
CACB3	WDR52	AQP8
HMDH	WDR52	AQP8
GBRA4	WDR52	AQP8
KIT	WDR52	AQP8
AOFA	WDR52	AQP8
NEP	WDR52	AQP8
GLYC	WDR52	AQP8
NCOA2	WDR52	AQP8
5HT1E	WDR52	AQP8
TBA4A	WDR52	AQP8
METH	WDR52	AQP8
LDHA	WDR52	AQP8
MK08	WDR52	AQP8
IGHG4	WDR52	AQP8
CP2CJ	WDR52	AQP8
RXRA	WDR52	AQP8
PA2GA	WDR52	AQP8
CP131	WDR52	AQP8
ACACB	WDR52	AQP8
PTHY	WDR52	AQP8
IL10	WDR52	AQP8
CAH2	WDR52	AQP8
OPRD	WDR52	AQP8
AAPK1	WDR52	AQP8
PDPK1	WDR52	AQP8
ADRB3	WDR52	AQP8
C11B1	WDR52	AQP8
GBRP	WDR52	AQP8
ROCK2	WDR52	AQP8
RL8	WDR52	AQP8
ADCY2	WDR52	AQP8
PHOP2	WDR52	AQP8
CAH12	WDR52	AQP8
S10A4	WDR52	AQP8
GRIK1	WDR52	AQP8
CBG	WDR52	AQP8
PRGR	WDR52	AQP8
HCAR2	WDR52	AQP8
DNMT1	WDR52	AQP8
PGH2	WDR52	AQP8
CAC1F	WDR52	AQP8
ADA2C	WDR52	AQP8
S15A1	WDR52	AQP8
ADA1A	WDR52	AQP8
A1AG2	WDR52	AQP8
OX1R	WDR52	AQP8
KCMA1	WDR52	AQP8
NMDE3	WDR52	AQP8
HIBCH	WDR52	AQP8
IPKA	WDR52	AQP8
S22AI	WDR52	AQP8
S29A1	WDR52	AQP8
HDAC1	WDR52	AQP8
PNPH	WDR52	AQP8
ADA2B	WDR52	AQP8
TRFL	WDR52	AQP8
ALBU	WDR52	AQP8
FMO3	WDR52	AQP8
PLK1	WDR52	AQP8
SGMR1	WDR52	AQP8
GUAA	WDR52	AQP8
QOR	WDR52	AQP8
GCR	WDR52	AQP8
CATD	WDR52	AQP8
MIF	WDR52	AQP8
HPGDS	WDR52	AQP8
MKNK1	WDR52	AQP8
P2RY2	WDR52	AQP8
S12A4	WDR52	AQP8
EGFR	WDR52	AQP8
NFKB1	WDR52	AQP8
PGFRB	WDR52	AQP8
ANT3	WDR52	AQP8
GTR1	WDR52	AQP8
MK10	WDR52	AQP8
CAMLG	WDR52	AQP8
HEMH	WDR52	AQP8
MTRR	WDR52	AQP8
NQO1	WDR52	AQP8
ACH10	WDR52	AQP8
FMO4	WDR52	AQP8
DRD5	WDR52	AQP8
TRY1	WDR52	AQP8
SCNAA	WDR52	AQP8
GBRG3	WDR52	AQP8
PDE8B	WDR52	AQP8
KCNA2	WDR52	AQP8
IFNA2	WDR52	AQP8
AA1R	WDR52	AQP8
MAPK2	WDR52	AQP8
PK3CD	WDR52	AQP8
HRH4	WDR52	AQP8
GBRB1	WDR52	AQP8
HCN2	WDR52	AQP8
RL26L	WDR52	AQP8
DMTA2	WDR52	AQP8
6PGD	WDR52	AQP8
GRP78	WDR52	AQP8
PSIP1	WDR52	AQP8
AT1A4	WDR52	AQP8
GLR	WDR52	AQP8
OPRK	WDR52	AQP8
ATPB	WDR52	AQP8
STMN4	WDR52	AQP8
