source	destinations_disconnected_to
ACE	EFHD2	CRNN
KAPCA	EFHD2	CRNN
NTKL	EFHD2	CRNN
CALM	EFHD2	CRNN
ACHA4	EFHD2	CRNN
ANXA2	EFHD2	CRNN
AURKB	EFHD2	CRNN
GNAT3	EFHD2	CRNN
CA2D1	EFHD2	CRNN
CAH4	EFHD2	CRNN
AK1C1	EFHD2	CRNN
ROCK1	EFHD2	CRNN
CHLE	EFHD2	CRNN
J3QK85	EFHD2	CRNN
ZAP70	EFHD2	CRNN
UD14	EFHD2	CRNN
S12A2	EFHD2	CRNN
EST1A	EFHD2	CRNN
VKOR1	EFHD2	CRNN
XDH	EFHD2	CRNN
ACHB4	EFHD2	CRNN
RLP24	EFHD2	CRNN
EDN1	EFHD2	CRNN
GBRB3	EFHD2	CRNN
TKT	EFHD2	CRNN
NEU2	EFHD2	CRNN
3HAO	EFHD2	CRNN
RL10L	EFHD2	CRNN
ADA1D	EFHD2	CRNN
CANB2	EFHD2	CRNN
KAP3	EFHD2	CRNN
PANX1	EFHD2	CRNN
ST2A1	EFHD2	CRNN
UPP2	EFHD2	CRNN
AK1D1	EFHD2	CRNN
CAC1A	EFHD2	CRNN
CUBN	EFHD2	CRNN
THA	EFHD2	CRNN
TBB5	EFHD2	CRNN
CATA	EFHD2	CRNN
RL3	EFHD2	CRNN
PA2GE	EFHD2	CRNN
HRH2	EFHD2	CRNN
ATTY	EFHD2	CRNN
S29A2	EFHD2	CRNN
GBRT	EFHD2	CRNN
ACHA3	EFHD2	CRNN
CDK6	EFHD2	CRNN
5HT7R	EFHD2	CRNN
ADRB1	EFHD2	CRNN
CP11A	EFHD2	CRNN
CSK	EFHD2	CRNN
5HT3A	EFHD2	CRNN
AT12A	EFHD2	CRNN
IOD3	EFHD2	CRNN
PGFRA	EFHD2	CRNN
A1AG1	EFHD2	CRNN
TNFA	EFHD2	CRNN
NFAC2	EFHD2	CRNN
NOS2	EFHD2	CRNN
5HT2B	EFHD2	CRNN
HS90A	EFHD2	CRNN
LCK	EFHD2	CRNN
ADCYA	EFHD2	CRNN
HS90B	EFHD2	CRNN
ADA2A	EFHD2	CRNN
CACP	EFHD2	CRNN
RARA	EFHD2	CRNN
PYC	EFHD2	CRNN
CATL1	EFHD2	CRNN
ACHA9	EFHD2	CRNN
NH2L1	EFHD2	CRNN
AAKB2	EFHD2	CRNN
DCXR	EFHD2	CRNN
CXCL7	EFHD2	CRNN
KCNE1	EFHD2	CRNN
B3GT4	EFHD2	CRNN
ACES	EFHD2	CRNN
SCNNG	EFHD2	CRNN
HASP	EFHD2	CRNN
MMP3	EFHD2	CRNN
MET	EFHD2	CRNN
AA2BR	EFHD2	CRNN
PDE8A	EFHD2	CRNN
5HT2C	EFHD2	CRNN
AK1C3	EFHD2	CRNN
OSTCN	EFHD2	CRNN
NMD3B	EFHD2	CRNN
CDK5	EFHD2	CRNN
PPARA	EFHD2	CRNN
DRD2	EFHD2	CRNN
VGFR2	EFHD2	CRNN
CP1A2	EFHD2	CRNN
NGF	EFHD2	CRNN
GBRA6	EFHD2	CRNN
ACHA7	EFHD2	CRNN
CP2C9	EFHD2	CRNN
TBA1A	EFHD2	CRNN
IL2RA	EFHD2	CRNN
PPB1	EFHD2	CRNN
PD2R	EFHD2	CRNN
Q71TU5	EFHD2	CRNN
DCE1	EFHD2	CRNN
GBRG1	EFHD2	CRNN
FGFR2	EFHD2	CRNN
IMPA1	EFHD2	CRNN
ACM2	EFHD2	CRNN
IL8	EFHD2	CRNN
5HT6R	EFHD2	CRNN
KPCT	EFHD2	CRNN
AOC1	EFHD2	CRNN
PCNA	EFHD2	CRNN
KSYK	EFHD2	CRNN
CAH9	EFHD2	CRNN
RL11	EFHD2	CRNN
CACB3	EFHD2	CRNN
HMDH	EFHD2	CRNN
GBRA4	EFHD2	CRNN
KIT	EFHD2	CRNN
AOFA	EFHD2	CRNN
NEP	EFHD2	CRNN
GLYC	EFHD2	CRNN
NCOA2	EFHD2	CRNN
5HT1E	EFHD2	CRNN
TBA4A	EFHD2	CRNN
