source	destinations_disconnected_to
ACE	TOR3A	BRD9
KAPCA	TOR3A	BRD9
NTKL	TOR3A	BRD9
CALM	TOR3A	BRD9
ACHA4	TOR3A	BRD9
ANXA2	TOR3A	BRD9
AURKB	TOR3A	BRD9
GNAT3	TOR3A	BRD9
CA2D1	TOR3A	BRD9
CAH4	TOR3A	BRD9
AK1C1	TOR3A	BRD9
ROCK1	TOR3A	BRD9
CHLE	TOR3A	BRD9
J3QK85	TOR3A	BRD9
ZAP70	TOR3A	BRD9
UD14	TOR3A	BRD9
S12A2	TOR3A	BRD9
EST1A	TOR3A	BRD9
VKOR1	TOR3A	BRD9
XDH	TOR3A	BRD9
ACHB4	TOR3A	BRD9
RLP24	TOR3A	BRD9
EDN1	TOR3A	BRD9
GBRB3	TOR3A	BRD9
TKT	TOR3A	BRD9
NEU2	TOR3A	BRD9
3HAO	TOR3A	BRD9
RL10L	TOR3A	BRD9
ADA1D	TOR3A	BRD9
CANB2	TOR3A	BRD9
KAP3	TOR3A	BRD9
PANX1	TOR3A	BRD9
ST2A1	TOR3A	BRD9
UPP2	TOR3A	BRD9
AK1D1	TOR3A	BRD9
CAC1A	TOR3A	BRD9
CUBN	TOR3A	BRD9
THA	TOR3A	BRD9
TBB5	TOR3A	BRD9
CATA	TOR3A	BRD9
RL3	TOR3A	BRD9
PA2GE	TOR3A	BRD9
HRH2	TOR3A	BRD9
ATTY	TOR3A	BRD9
S29A2	TOR3A	BRD9
GBRT	TOR3A	BRD9
ACHA3	TOR3A	BRD9
CDK6	TOR3A	BRD9
5HT7R	TOR3A	BRD9
ADRB1	TOR3A	BRD9
CP11A	TOR3A	BRD9
CSK	TOR3A	BRD9
5HT3A	TOR3A	BRD9
AT12A	TOR3A	BRD9
IOD3	TOR3A	BRD9
PGFRA	TOR3A	BRD9
A1AG1	TOR3A	BRD9
TNFA	TOR3A	BRD9
NFAC2	TOR3A	BRD9
NOS2	TOR3A	BRD9
5HT2B	TOR3A	BRD9
HS90A	TOR3A	BRD9
LCK	TOR3A	BRD9
ADCYA	TOR3A	BRD9
HS90B	TOR3A	BRD9
ADA2A	TOR3A	BRD9
CACP	TOR3A	BRD9
RARA	TOR3A	BRD9
PYC	TOR3A	BRD9
CATL1	TOR3A	BRD9
ACHA9	TOR3A	BRD9
NH2L1	TOR3A	BRD9
AAKB2	TOR3A	BRD9
DCXR	TOR3A	BRD9
CXCL7	TOR3A	BRD9
KCNE1	TOR3A	BRD9
B3GT4	TOR3A	BRD9
ACES	TOR3A	BRD9
SCNNG	TOR3A	BRD9
HASP	TOR3A	BRD9
MMP3	TOR3A	BRD9
MET	TOR3A	BRD9
AA2BR	TOR3A	BRD9
PDE8A	TOR3A	BRD9
5HT2C	TOR3A	BRD9
AK1C3	TOR3A	BRD9
OSTCN	TOR3A	BRD9
NMD3B	TOR3A	BRD9
CDK5	TOR3A	BRD9
PPARA	TOR3A	BRD9
DRD2	TOR3A	BRD9
VGFR2	TOR3A	BRD9
CP1A2	TOR3A	BRD9
NGF	TOR3A	BRD9
GBRA6	TOR3A	BRD9
ACHA7	TOR3A	BRD9
CP2C9	TOR3A	BRD9
TBA1A	TOR3A	BRD9
IL2RA	TOR3A	BRD9
PPB1	TOR3A	BRD9
PD2R	TOR3A	BRD9
Q71TU5	TOR3A	BRD9
DCE1	TOR3A	BRD9
GBRG1	TOR3A	BRD9
FGFR2	TOR3A	BRD9
IMPA1	TOR3A	BRD9
ACM2	TOR3A	BRD9
IL8	TOR3A	BRD9
5HT6R	TOR3A	BRD9
KPCT	TOR3A	BRD9
AOC1	TOR3A	BRD9
PCNA	TOR3A	BRD9
KSYK	TOR3A	BRD9
CAH9	TOR3A	BRD9
RL11	TOR3A	BRD9
CACB3	TOR3A	BRD9
HMDH	TOR3A	BRD9
GBRA4	TOR3A	BRD9
KIT	TOR3A	BRD9
AOFA	TOR3A	BRD9
NEP	TOR3A	BRD9
GLYC	TOR3A	BRD9
