source	destinations_disconnected_to
ACE	UFSP2	TOR3A
KAPCA	UFSP2	TOR3A
NTKL	UFSP2	TOR3A
CALM	UFSP2	TOR3A
ACHA4	UFSP2	TOR3A
ANXA2	UFSP2	TOR3A
AURKB	UFSP2	TOR3A
GNAT3	UFSP2	TOR3A
CA2D1	UFSP2	TOR3A
CAH4	UFSP2	TOR3A
AK1C1	UFSP2	TOR3A
ROCK1	UFSP2	TOR3A
CHLE	UFSP2	TOR3A
J3QK85	UFSP2	TOR3A
ZAP70	UFSP2	TOR3A
UD14	UFSP2	TOR3A
S12A2	UFSP2	TOR3A
EST1A	UFSP2	TOR3A
VKOR1	UFSP2	TOR3A
XDH	UFSP2	TOR3A
ACHB4	UFSP2	TOR3A
RLP24	UFSP2	TOR3A
EDN1	UFSP2	TOR3A
GBRB3	UFSP2	TOR3A
TKT	UFSP2	TOR3A
NEU2	UFSP2	TOR3A
3HAO	UFSP2	TOR3A
RL10L	UFSP2	TOR3A
ADA1D	UFSP2	TOR3A
CANB2	UFSP2	TOR3A
KAP3	UFSP2	TOR3A
PANX1	UFSP2	TOR3A
ST2A1	UFSP2	TOR3A
UPP2	UFSP2	TOR3A
AK1D1	UFSP2	TOR3A
CAC1A	UFSP2	TOR3A
CUBN	UFSP2	TOR3A
THA	UFSP2	TOR3A
TBB5	UFSP2	TOR3A
CATA	UFSP2	TOR3A
RL3	UFSP2	TOR3A
PA2GE	UFSP2	TOR3A
HRH2	UFSP2	TOR3A
ATTY	UFSP2	TOR3A
S29A2	UFSP2	TOR3A
GBRT	UFSP2	TOR3A
ACHA3	UFSP2	TOR3A
CDK6	UFSP2	TOR3A
5HT7R	UFSP2	TOR3A
ADRB1	UFSP2	TOR3A
CP11A	UFSP2	TOR3A
CSK	UFSP2	TOR3A
5HT3A	UFSP2	TOR3A
AT12A	UFSP2	TOR3A
IOD3	UFSP2	TOR3A
PGFRA	UFSP2	TOR3A
A1AG1	UFSP2	TOR3A
TNFA	UFSP2	TOR3A
NFAC2	UFSP2	TOR3A
NOS2	UFSP2	TOR3A
5HT2B	UFSP2	TOR3A
HS90A	UFSP2	TOR3A
LCK	UFSP2	TOR3A
ADCYA	UFSP2	TOR3A
HS90B	UFSP2	TOR3A
ADA2A	UFSP2	TOR3A
CACP	UFSP2	TOR3A
RARA	UFSP2	TOR3A
PYC	UFSP2	TOR3A
CATL1	UFSP2	TOR3A
ACHA9	UFSP2	TOR3A
NH2L1	UFSP2	TOR3A
AAKB2	UFSP2	TOR3A
DCXR	UFSP2	TOR3A
CXCL7	UFSP2	TOR3A
KCNE1	UFSP2	TOR3A
B3GT4	UFSP2	TOR3A
ACES	UFSP2	TOR3A
SCNNG	UFSP2	TOR3A
HASP	UFSP2	TOR3A
MMP3	UFSP2	TOR3A
MET	UFSP2	TOR3A
AA2BR	UFSP2	TOR3A
PDE8A	UFSP2	TOR3A
5HT2C	UFSP2	TOR3A
AK1C3	UFSP2	TOR3A
OSTCN	UFSP2	TOR3A
NMD3B	UFSP2	TOR3A
CDK5	UFSP2	TOR3A
PPARA	UFSP2	TOR3A
DRD2	UFSP2	TOR3A
VGFR2	UFSP2	TOR3A
CP1A2	UFSP2	TOR3A
NGF	UFSP2	TOR3A
GBRA6	UFSP2	TOR3A
ACHA7	UFSP2	TOR3A
CP2C9	UFSP2	TOR3A
TBA1A	UFSP2	TOR3A
IL2RA	UFSP2	TOR3A
PPB1	UFSP2	TOR3A
PD2R	UFSP2	TOR3A
Q71TU5	UFSP2	TOR3A
DCE1	UFSP2	TOR3A
GBRG1	UFSP2	TOR3A
FGFR2	UFSP2	TOR3A
IMPA1	UFSP2	TOR3A
ACM2	UFSP2	TOR3A
IL8	UFSP2	TOR3A
5HT6R	UFSP2	TOR3A
KPCT	UFSP2	TOR3A
AOC1	UFSP2	TOR3A
PCNA	UFSP2	TOR3A
KSYK	UFSP2	TOR3A
CAH9	UFSP2	TOR3A
RL11	UFSP2	TOR3A
CACB3	UFSP2	TOR3A
HMDH	UFSP2	TOR3A
GBRA4	UFSP2	TOR3A
KIT	UFSP2	TOR3A
AOFA	UFSP2	TOR3A
NEP	UFSP2	TOR3A
GLYC	UFSP2	TOR3A
NCOA2	UFSP2	TOR3A
5HT1E	UFSP2	TOR3A
TBA4A	UFSP2	TOR3A
METH	UFSP2	TOR3A
LDHA	UFSP2	TOR3A
MK08	UFSP2	TOR3A
IGHG4	UFSP2	TOR3A
CP2CJ	UFSP2	TOR3A
RXRA	UFSP2	TOR3A
PA2GA	UFSP2	TOR3A
CP131	UFSP2	TOR3A
ACACB	UFSP2	TOR3A
PTHY	UFSP2	TOR3A
IL10	UFSP2	TOR3A
CAH2	UFSP2	TOR3A
OPRD	UFSP2	TOR3A
AAPK1	UFSP2	TOR3A
PDPK1	UFSP2	TOR3A
ADRB3	UFSP2	TOR3A
C11B1	UFSP2	TOR3A
GBRP	UFSP2	TOR3A
ROCK2	UFSP2	TOR3A
RL8	UFSP2	TOR3A
ADCY2	UFSP2	TOR3A
PHOP2	UFSP2	TOR3A
CAH12	UFSP2	TOR3A
S10A4	UFSP2	TOR3A
GRIK1	UFSP2	TOR3A
CBG	UFSP2	TOR3A
PRGR	UFSP2	TOR3A
HCAR2	UFSP2	TOR3A
DNMT1	UFSP2	TOR3A
PGH2	UFSP2	TOR3A
CAC1F	UFSP2	TOR3A
ADA2C	UFSP2	TOR3A
S15A1	UFSP2	TOR3A
ADA1A	UFSP2	TOR3A
A1AG2	UFSP2	TOR3A
OX1R	UFSP2	TOR3A
KCMA1	UFSP2	TOR3A
NMDE3	UFSP2	TOR3A
HIBCH	UFSP2	TOR3A
IPKA	UFSP2	TOR3A
S22AI	UFSP2	TOR3A
S29A1	UFSP2	TOR3A
HDAC1	UFSP2	TOR3A
PNPH	UFSP2	TOR3A
ADA2B	UFSP2	TOR3A
TRFL	UFSP2	TOR3A
ALBU	UFSP2	TOR3A
FMO3	UFSP2	TOR3A
PLK1	UFSP2	TOR3A
SGMR1	UFSP2	TOR3A
GUAA	UFSP2	TOR3A
QOR	UFSP2	TOR3A
GCR	UFSP2	TOR3A
CATD	UFSP2	TOR3A
MIF	UFSP2	TOR3A
HPGDS	UFSP2	TOR3A
MKNK1	UFSP2	TOR3A
P2RY2	UFSP2	TOR3A
S12A4	UFSP2	TOR3A
EGFR	UFSP2	TOR3A
NFKB1	UFSP2	TOR3A
PGFRB	UFSP2	TOR3A
ANT3	UFSP2	TOR3A
GTR1	UFSP2	TOR3A
MK10	UFSP2	TOR3A
CAMLG	UFSP2	TOR3A
HEMH	UFSP2	TOR3A
MTRR	UFSP2	TOR3A
NQO1	UFSP2	TOR3A
ACH10	UFSP2	TOR3A
FMO4	UFSP2	TOR3A
DRD5	UFSP2	TOR3A
TRY1	UFSP2	TOR3A
SCNAA	UFSP2	TOR3A
GBRG3	UFSP2	TOR3A
PDE8B	UFSP2	TOR3A
KCNA2	UFSP2	TOR3A
IFNA2	UFSP2	TOR3A
AA1R	UFSP2	TOR3A
MAPK2	UFSP2	TOR3A
PK3CD	UFSP2	TOR3A
HRH4	UFSP2	TOR3A
GBRB1	UFSP2	TOR3A
HCN2	UFSP2	TOR3A
RL26L	UFSP2	TOR3A
DMTA2	UFSP2	TOR3A
6PGD	UFSP2	TOR3A
GRP78	UFSP2	TOR3A
PSIP1	UFSP2	TOR3A
AT1A4	UFSP2	TOR3A
GLR	UFSP2	TOR3A
OPRK	UFSP2	TOR3A
