source	destinations_disconnected_to
ACE	ERMP1	WDR52
KAPCA	ERMP1	WDR52
NTKL	ERMP1	WDR52
CALM	ERMP1	WDR52
ACHA4	ERMP1	WDR52
ANXA2	ERMP1	WDR52
AURKB	ERMP1	WDR52
GNAT3	ERMP1	WDR52
CA2D1	ERMP1	WDR52
CAH4	ERMP1	WDR52
AK1C1	ERMP1	WDR52
ROCK1	ERMP1	WDR52
CHLE	ERMP1	WDR52
J3QK85	ERMP1	WDR52
ZAP70	ERMP1	WDR52
UD14	ERMP1	WDR52
S12A2	ERMP1	WDR52
EST1A	ERMP1	WDR52
VKOR1	ERMP1	WDR52
XDH	ERMP1	WDR52
ACHB4	ERMP1	WDR52
RLP24	ERMP1	WDR52
EDN1	ERMP1	WDR52
GBRB3	ERMP1	WDR52
TKT	ERMP1	WDR52
NEU2	ERMP1	WDR52
3HAO	ERMP1	WDR52
RL10L	ERMP1	WDR52
ADA1D	ERMP1	WDR52
CANB2	ERMP1	WDR52
KAP3	ERMP1	WDR52
PANX1	ERMP1	WDR52
ST2A1	ERMP1	WDR52
UPP2	ERMP1	WDR52
AK1D1	ERMP1	WDR52
CAC1A	ERMP1	WDR52
CUBN	ERMP1	WDR52
THA	ERMP1	WDR52
TBB5	ERMP1	WDR52
CATA	ERMP1	WDR52
RL3	ERMP1	WDR52
PA2GE	ERMP1	WDR52
HRH2	ERMP1	WDR52
ATTY	ERMP1	WDR52
S29A2	ERMP1	WDR52
GBRT	ERMP1	WDR52
ACHA3	ERMP1	WDR52
CDK6	ERMP1	WDR52
5HT7R	ERMP1	WDR52
ADRB1	ERMP1	WDR52
CP11A	ERMP1	WDR52
CSK	ERMP1	WDR52
5HT3A	ERMP1	WDR52
AT12A	ERMP1	WDR52
IOD3	ERMP1	WDR52
PGFRA	ERMP1	WDR52
A1AG1	ERMP1	WDR52
TNFA	ERMP1	WDR52
NFAC2	ERMP1	WDR52
NOS2	ERMP1	WDR52
5HT2B	ERMP1	WDR52
HS90A	ERMP1	WDR52
LCK	ERMP1	WDR52
ADCYA	ERMP1	WDR52
HS90B	ERMP1	WDR52
ADA2A	ERMP1	WDR52
CACP	ERMP1	WDR52
RARA	ERMP1	WDR52
PYC	ERMP1	WDR52
CATL1	ERMP1	WDR52
ACHA9	ERMP1	WDR52
NH2L1	ERMP1	WDR52
AAKB2	ERMP1	WDR52
DCXR	ERMP1	WDR52
CXCL7	ERMP1	WDR52
KCNE1	ERMP1	WDR52
B3GT4	ERMP1	WDR52
ACES	ERMP1	WDR52
SCNNG	ERMP1	WDR52
HASP	ERMP1	WDR52
MMP3	ERMP1	WDR52
MET	ERMP1	WDR52
AA2BR	ERMP1	WDR52
PDE8A	ERMP1	WDR52
5HT2C	ERMP1	WDR52
AK1C3	ERMP1	WDR52
OSTCN	ERMP1	WDR52
NMD3B	ERMP1	WDR52
CDK5	ERMP1	WDR52
PPARA	ERMP1	WDR52
DRD2	ERMP1	WDR52
VGFR2	ERMP1	WDR52
CP1A2	ERMP1	WDR52
NGF	ERMP1	WDR52
GBRA6	ERMP1	WDR52
ACHA7	ERMP1	WDR52
CP2C9	ERMP1	WDR52
TBA1A	ERMP1	WDR52
IL2RA	ERMP1	WDR52
PPB1	ERMP1	WDR52
PD2R	ERMP1	WDR52
Q71TU5	ERMP1	WDR52
DCE1	ERMP1	WDR52
GBRG1	ERMP1	WDR52
FGFR2	ERMP1	WDR52
IMPA1	ERMP1	WDR52
ACM2	ERMP1	WDR52
IL8	ERMP1	WDR52
5HT6R	ERMP1	WDR52
KPCT	ERMP1	WDR52
AOC1	ERMP1	WDR52
PCNA	ERMP1	WDR52
KSYK	ERMP1	WDR52
CAH9	ERMP1	WDR52
RL11	ERMP1	WDR52
CACB3	ERMP1	WDR52
HMDH	ERMP1	WDR52
GBRA4	ERMP1	WDR52
KIT	ERMP1	WDR52
AOFA	ERMP1	WDR52
NEP	ERMP1	WDR52
GLYC	ERMP1	WDR52
NCOA2	ERMP1	WDR52
5HT1E	ERMP1	WDR52
TBA4A	ERMP1	WDR52
METH	ERMP1	WDR52
LDHA	ERMP1	WDR52
MK08	ERMP1	WDR52
IGHG4	ERMP1	WDR52
CP2CJ	ERMP1	WDR52
RXRA	ERMP1	WDR52
PA2GA	ERMP1	WDR52
CP131	ERMP1	WDR52
ACACB	ERMP1	WDR52
