source	dest	edges	cum_dist	avg_dist_per_edge
ACE	CETN2	6	0.152	0.0253333333333333
ACE	RIN2	4	0.456	0.114
ACE	AMELY	4	0.483	0.12075
ACE	FUT1	4	0.373	0.09325
ACE	HABP2	2	0.368	0.184
ACE	GHR	3	0.151	0.0503333333333333
ACE	GPX7	6	0.21	0.035
ACE	MAST3	6	0.564	0.094
ACE	IGLL1	6	0.988	0.164666666666667
ACE	TENC1	4	0.479	0.11975
ACE	RFX3	6	0.894	0.149
ACE	MYH3	4	0.788	0.197
ACE	RHOA	5	0.052	0.0104
ACE	SDC3	3	0.475	0.158333333333333
ACE	IMPA2	4	0.183	0.04575
ACE	SCO2	3	0.274	0.0913333333333333
ACE	CCR3	2	0.118	0.059
KAPCA	CETN2	4	0.138	0.0345
KAPCA	RIN2	5	0.413	0.0826
KAPCA	AMELY	6	0.749	0.124833333333333
KAPCA	FUT1	5	0.364	0.0728
KAPCA	HABP2	4	0.661	0.16525
KAPCA	GHR	4	0.123	0.03075
KAPCA	GPX7	7	0.208	0.0297142857142857
KAPCA	MAST3	2	0.426	0.213
KAPCA	IGLL1	7	0.622	0.0888571428571429
KAPCA	TENC1	4	0.61	0.1525
KAPCA	RFX3	3	0.665	0.221666666666667
KAPCA	MYH3	2	0.394	0.197
KAPCA	RHOA	3	0.038	0.0126666666666667
KAPCA	SDC3	4	0.432	0.108
KAPCA	IMPA2	7	0.213	0.0304285714285714
KAPCA	SCO2	3	0.259	0.0863333333333333
KAPCA	CCR3	2	0.175	0.0875
NTKL	CETN2	9	0.295	0.0327777777777778
NTKL	RIN2	4	0.283	0.07075
NTKL	AMELY	6	0.478	0.0796666666666667
NTKL	FUT1	8	0.493	0.061625
NTKL	HABP2	5	0.627	0.1254
NTKL	GHR	4	0.223	0.05575
NTKL	GPX7	7	0.341	0.0487142857142857
NTKL	MAST3	6	0.65	0.108333333333333
NTKL	IGLL1	6	0.982	0.163666666666667
NTKL	TENC1	6	0.563	0.0938333333333333
NTKL	RFX3	4	0.764	0.191
NTKL	MYH3	6	0.637	0.106166666666667
NTKL	RHOA	4	0.207	0.05175
NTKL	SDC3	3	0.302	0.100666666666667
NTKL	IMPA2	4	0.304	0.076
NTKL	SCO2	4	0.371	0.09275
NTKL	CCR3	5	0.37	0.074
CALM	CETN2	3	0.129	0.043
CALM	RIN2	3	0.163	0.0543333333333333
CALM	AMELY	6	0.618	0.103
CALM	FUT1	5	0.365	0.073
CALM	HABP2	4	0.602	0.1505
CALM	GHR	3	0.103	0.0343333333333333
CALM	GPX7	6	0.2	0.0333333333333333
CALM	MAST3	5	0.53	0.106
CALM	IGLL1	5	0.965	0.193
CALM	TENC1	4	0.444	0.111
CALM	RFX3	3	0.666	0.222
CALM	MYH3	1	0.178	0.178
CALM	RHOA	5	0.042	0.0084
CALM	SDC3	2	0.182	0.091
CALM	IMPA2	2	0.166	0.083
CALM	SCO2	3	0.251	0.0836666666666667
CALM	CCR3	2	0.138	0.069
ACHA4	CETN2	6	0.262	0.0436666666666667
ACHA4	RIN2	4	0.317	0.07925
ACHA4	AMELY	7	0.716	0.102285714285714
ACHA4	FUT1	5	0.447	0.0894
ACHA4	HABP2	4	0.604	0.151
ACHA4	GHR	2	0.149	0.0745
ACHA4	GPX7	7	0.301	0.043
ACHA4	MAST3	6	0.626	0.104333333333333
ACHA4	IGLL1	6	0.695	0.115833333333333
ACHA4	TENC1	4	0.536	0.134
ACHA4	RFX3	4	0.825	0.20625
ACHA4	MYH3	6	0.735	0.1225
ACHA4	RHOA	5	0.162	0.0324
ACHA4	SDC3	3	0.336	0.112
ACHA4	IMPA2	6	0.286	0.0476666666666667
ACHA4	SCO2	5	0.348	0.0696
ACHA4	CCR3	4	0.294	0.0735
ANXA2	CETN2	5	0.16	0.032
ANXA2	RIN2	4	0.373	0.09325
ANXA2	AMELY	5	0.672	0.1344
ANXA2	FUT1	3	0.419	0.139666666666667
ANXA2	HABP2	5	0.775	0.155
ANXA2	GHR	3	0.22	0.0733333333333333
ANXA2	GPX7	6	0.237	0.0395
ANXA2	MAST3	6	0.575	0.0958333333333333
ANXA2	IGLL1	2	0.801	0.4005
ANXA2	TENC1	4	0.627	0.15675
ANXA2	RFX3	6	0.918	0.153
ANXA2	MYH3	3	0.495	0.165
ANXA2	RHOA	4	0.06	0.015
ANXA2	SDC3	3	0.392	0.130666666666667
ANXA2	IMPA2	4	0.19	0.0475
ANXA2	SCO2	2	0.308	0.154
ANXA2	CCR3	5	0.294	0.0588
AURKB	CETN2	3	0.077	0.0256666666666667
AURKB	RIN2	7	0.372	0.0531428571428571
AURKB	AMELY	8	0.708	0.0885
AURKB	FUT1	6	0.385	0.0641666666666667
AURKB	HABP2	6	0.62	0.103333333333333
AURKB	GHR	4	0.169	0.04225
AURKB	GPX7	3	0.208	0.0693333333333333
AURKB	MAST3	6	0.596	0.0993333333333333
AURKB	IGLL1	4	0.955	0.23875
AURKB	TENC1	5	0.566	0.1132
AURKB	RFX3	6	0.738	0.123
AURKB	MYH3	6	0.721	0.120166666666667
AURKB	RHOA	2	0.01	0.005
AURKB	SDC3	6	0.391	0.0651666666666667
AURKB	IMPA2	5	0.159	0.0318
AURKB	SCO2	3	0.247	0.0823333333333333
AURKB	CCR3	4	0.253	0.06325
GNAT3	CETN2	6	0.25	0.0416666666666667
GNAT3	RIN2	5	0.779	0.1558
GNAT3	AMELY	7	0.793	0.113285714285714
GNAT3	FUT1	5	0.513	0.1026
GNAT3	HABP2	7	0.896	0.128
GNAT3	GHR	4	0.306	0.0765
GNAT3	GPX7	4	0.364	0.091
GNAT3	MAST3	4	0.626	0.1565
GNAT3	IGLL1	6	0.982	0.163666666666667
GNAT3	TENC1	4	0.585	0.14625
GNAT3	RFX3	6	0.955	0.159166666666667
GNAT3	MYH3	4	0.773	0.19325
GNAT3	RHOA	5	0.15	0.03
GNAT3	SDC3	5	0.882	0.1764
GNAT3	IMPA2	2	0.179	0.0895
GNAT3	SCO2	5	0.462	0.0924
GNAT3	CCR3	2	0.201	0.1005
CA2D1	CETN2	6	0.27	0.045
CA2D1	RIN2	6	0.679	0.113166666666667
CA2D1	AMELY	6	0.918	0.153
CA2D1	FUT1	6	0.661	0.110166666666667
CA2D1	HABP2	4	0.645	0.16125
CA2D1	GHR	4	0.472	0.118
CA2D1	GPX7	4	0.34	0.085
CA2D1	MAST3	4	0.558	0.1395
CA2D1	IGLL1	6	0.829	0.138166666666667
CA2D1	TENC1	4	0.819	0.20475
CA2D1	RFX3	6	0.93	0.155
CA2D1	MYH3	4	0.45	0.1125
CA2D1	RHOA	5	0.17	0.034
CA2D1	SDC3	4	0.603	0.15075
CA2D1	IMPA2	6	0.42	0.07
CA2D1	SCO2	4	0.595	0.14875
CA2D1	CCR3	5	0.48	0.096
CAH4	CETN2	5	0.431	0.0862
CAH4	RIN2	10	0.921	0.0921
CAH4	AMELY	5	0.855	0.171
CAH4	FUT1	6	0.927	0.1545
