source	destinations_disconnected_to
ACE	VN1R1
KAPCA	VN1R1
NTKL	VN1R1
CALM	VN1R1
ACHA4	VN1R1
ANXA2	VN1R1
AURKB	VN1R1
GNAT3	VN1R1
CA2D1	VN1R1
CAH4	VN1R1
AK1C1	VN1R1
ROCK1	VN1R1
CHLE	VN1R1
J3QK85	VN1R1
ZAP70	VN1R1
UD14	VN1R1
S12A2	VN1R1
EST1A	VN1R1
VKOR1	VN1R1
XDH	VN1R1
ACHB4	VN1R1
RLP24	VN1R1
EDN1	VN1R1
GBRB3	VN1R1
TKT	VN1R1
NEU2	VN1R1
3HAO	VN1R1
RL10L	VN1R1
ADA1D	VN1R1
CANB2	VN1R1
KAP3	VN1R1
PANX1	VN1R1
ST2A1	VN1R1
UPP2	VN1R1
AK1D1	VN1R1
CAC1A	VN1R1
CUBN	VN1R1
THA	VN1R1
TBB5	VN1R1
CATA	VN1R1
RL3	VN1R1
PA2GE	VN1R1
HRH2	VN1R1
ATTY	VN1R1
S29A2	VN1R1
GBRT	VN1R1
ACHA3	VN1R1
CDK6	VN1R1
5HT7R	VN1R1
ADRB1	VN1R1
CP11A	VN1R1
CSK	VN1R1
5HT3A	VN1R1
AT12A	VN1R1
IOD3	VN1R1
PGFRA	VN1R1
A1AG1	VN1R1
TNFA	VN1R1
NFAC2	VN1R1
NOS2	VN1R1
5HT2B	VN1R1
HS90A	VN1R1
LCK	VN1R1
ADCYA	VN1R1
HS90B	VN1R1
ADA2A	VN1R1
CACP	VN1R1
RARA	VN1R1
PYC	VN1R1
CATL1	VN1R1
ACHA9	VN1R1
NH2L1	VN1R1
AAKB2	VN1R1
DCXR	VN1R1
CXCL7	VN1R1
KCNE1	VN1R1
B3GT4	VN1R1
ACES	VN1R1
SCNNG	VN1R1
HASP	VN1R1
MMP3	VN1R1
MET	VN1R1
AA2BR	VN1R1
PDE8A	VN1R1
5HT2C	VN1R1
AK1C3	VN1R1
OSTCN	VN1R1
NMD3B	VN1R1
CDK5	VN1R1
PPARA	VN1R1
DRD2	VN1R1
VGFR2	VN1R1
CP1A2	VN1R1
NGF	VN1R1
GBRA6	VN1R1
ACHA7	VN1R1
CP2C9	VN1R1
TBA1A	VN1R1
IL2RA	VN1R1
PPB1	VN1R1
PD2R	VN1R1
Q71TU5	VN1R1
DCE1	VN1R1
GBRG1	VN1R1
FGFR2	VN1R1
IMPA1	VN1R1
ACM2	VN1R1
IL8	VN1R1
5HT6R	VN1R1
KPCT	VN1R1
AOC1	VN1R1
PCNA	VN1R1
KSYK	VN1R1
CAH9	VN1R1
RL11	VN1R1
CACB3	VN1R1
HMDH	VN1R1
GBRA4	VN1R1
KIT	VN1R1
AOFA	VN1R1
NEP	VN1R1
GLYC	VN1R1
NCOA2	VN1R1
5HT1E	VN1R1
TBA4A	VN1R1
METH	VN1R1
LDHA	VN1R1
MK08	VN1R1
IGHG4	VN1R1
CP2CJ	VN1R1
RXRA	VN1R1
PA2GA	VN1R1
CP131	VN1R1
ACACB	VN1R1
PTHY	VN1R1
IL10	VN1R1
CAH2	VN1R1
OPRD	VN1R1
AAPK1	VN1R1
PDPK1	VN1R1
ADRB3	VN1R1
C11B1	VN1R1
GBRP	VN1R1
ROCK2	VN1R1
RL8	VN1R1
ADCY2	VN1R1
PHOP2	VN1R1
CAH12	VN1R1
S10A4	VN1R1
GRIK1	VN1R1
CBG	VN1R1
PRGR	VN1R1
HCAR2	VN1R1
DNMT1	VN1R1
PGH2	VN1R1
CAC1F	VN1R1
ADA2C	VN1R1
S15A1	VN1R1
ADA1A	VN1R1
A1AG2	VN1R1
OX1R	VN1R1
KCMA1	VN1R1
NMDE3	VN1R1
HIBCH	VN1R1
IPKA	VN1R1
S22AI	VN1R1
S29A1	VN1R1
HDAC1	VN1R1
PNPH	VN1R1
ADA2B	VN1R1
TRFL	VN1R1
ALBU	VN1R1
FMO3	VN1R1
PLK1	VN1R1
SGMR1	VN1R1
GUAA	VN1R1
QOR	VN1R1
GCR	VN1R1
CATD	VN1R1
MIF	VN1R1
HPGDS	VN1R1
MKNK1	VN1R1
P2RY2	VN1R1
S12A4	VN1R1
EGFR	VN1R1
NFKB1	VN1R1
PGFRB	VN1R1
ANT3	VN1R1
GTR1	VN1R1
MK10	VN1R1
CAMLG	VN1R1
HEMH	VN1R1
MTRR	VN1R1
NQO1	VN1R1
ACH10	VN1R1
FMO4	VN1R1
DRD5	VN1R1
TRY1	VN1R1
SCNAA	VN1R1
GBRG3	VN1R1
PDE8B	VN1R1
KCNA2	VN1R1
IFNA2	VN1R1
AA1R	VN1R1
MAPK2	VN1R1
PK3CD	VN1R1
HRH4	VN1R1
GBRB1	VN1R1
HCN2	VN1R1
RL26L	VN1R1
DMTA2	VN1R1
6PGD	VN1R1
GRP78	VN1R1
PSIP1	VN1R1
AT1A4	VN1R1
GLR	VN1R1
OPRK	VN1R1
ATPB	VN1R1
STMN4	VN1R1
CACB2	VN1R1
NMDZ1	VN1R1
SC6A3	VN1R1
ST2B1	VN1R1
