source	destinations_disconnected_to
ACE	AQP8	TBRG4
KAPCA	AQP8	TBRG4
NTKL	AQP8	TBRG4
CALM	AQP8	TBRG4
ACHA4	AQP8	TBRG4
ANXA2	AQP8	TBRG4
AURKB	AQP8	TBRG4
GNAT3	AQP8	TBRG4
CA2D1	AQP8	TBRG4
CAH4	AQP8	TBRG4
AK1C1	AQP8	TBRG4
ROCK1	AQP8	TBRG4
CHLE	AQP8	TBRG4
J3QK85	AQP8	TBRG4
ZAP70	AQP8	TBRG4
UD14	AQP8	TBRG4
S12A2	AQP8	TBRG4
EST1A	AQP8	TBRG4
VKOR1	AQP8	TBRG4
XDH	AQP8	TBRG4
ACHB4	AQP8	TBRG4
RLP24	AQP8	TBRG4
EDN1	AQP8	TBRG4
GBRB3	AQP8	TBRG4
TKT	AQP8	TBRG4
NEU2	AQP8	TBRG4
3HAO	AQP8	TBRG4
RL10L	AQP8	TBRG4
ADA1D	AQP8	TBRG4
CANB2	AQP8	TBRG4
KAP3	AQP8	TBRG4
PANX1	AQP8	TBRG4
ST2A1	AQP8	TBRG4
UPP2	AQP8	TBRG4
AK1D1	AQP8	TBRG4
CAC1A	AQP8	TBRG4
CUBN	AQP8	TBRG4
THA	AQP8	TBRG4
TBB5	AQP8	TBRG4
CATA	AQP8	TBRG4
RL3	AQP8	TBRG4
PA2GE	AQP8	TBRG4
HRH2	AQP8	TBRG4
ATTY	AQP8	TBRG4
S29A2	AQP8	TBRG4
GBRT	AQP8	TBRG4
ACHA3	AQP8	TBRG4
CDK6	AQP8	TBRG4
5HT7R	AQP8	TBRG4
ADRB1	AQP8	TBRG4
CP11A	AQP8	TBRG4
CSK	AQP8	TBRG4
5HT3A	AQP8	TBRG4
AT12A	AQP8	TBRG4
IOD3	AQP8	TBRG4
PGFRA	AQP8	TBRG4
A1AG1	AQP8	TBRG4
TNFA	AQP8	TBRG4
NFAC2	AQP8	TBRG4
NOS2	AQP8	TBRG4
5HT2B	AQP8	TBRG4
HS90A	AQP8	TBRG4
LCK	AQP8	TBRG4
ADCYA	AQP8	TBRG4
HS90B	AQP8	TBRG4
ADA2A	AQP8	TBRG4
CACP	AQP8	TBRG4
RARA	AQP8	TBRG4
PYC	AQP8	TBRG4
CATL1	AQP8	TBRG4
ACHA9	AQP8	TBRG4
NH2L1	AQP8	TBRG4
AAKB2	AQP8	TBRG4
DCXR	AQP8	TBRG4
CXCL7	AQP8	TBRG4
KCNE1	AQP8	TBRG4
B3GT4	AQP8	TBRG4
ACES	AQP8	TBRG4
SCNNG	AQP8	TBRG4
HASP	AQP8	TBRG4
MMP3	AQP8	TBRG4
MET	AQP8	TBRG4
AA2BR	AQP8	TBRG4
PDE8A	AQP8	TBRG4
5HT2C	AQP8	TBRG4
AK1C3	AQP8	TBRG4
OSTCN	AQP8	TBRG4
NMD3B	AQP8	TBRG4
CDK5	AQP8	TBRG4
PPARA	AQP8	TBRG4
DRD2	AQP8	TBRG4
VGFR2	AQP8	TBRG4
CP1A2	AQP8	TBRG4
NGF	AQP8	TBRG4
GBRA6	AQP8	TBRG4
ACHA7	AQP8	TBRG4
CP2C9	AQP8	TBRG4
TBA1A	AQP8	TBRG4
IL2RA	AQP8	TBRG4
PPB1	AQP8	TBRG4
PD2R	AQP8	TBRG4
Q71TU5	AQP8	TBRG4
DCE1	AQP8	TBRG4
GBRG1	AQP8	TBRG4
FGFR2	AQP8	TBRG4
IMPA1	AQP8	TBRG4
ACM2	AQP8	TBRG4
IL8	AQP8	TBRG4
5HT6R	AQP8	TBRG4
KPCT	AQP8	TBRG4
AOC1	AQP8	TBRG4
PCNA	AQP8	TBRG4
KSYK	AQP8	TBRG4
CAH9	AQP8	TBRG4
RL11	AQP8	TBRG4
CACB3	AQP8	TBRG4
HMDH	AQP8	TBRG4
GBRA4	AQP8	TBRG4
KIT	AQP8	TBRG4
AOFA	AQP8	TBRG4
NEP	AQP8	TBRG4
GLYC	AQP8	TBRG4
NCOA2	AQP8	TBRG4
5HT1E	AQP8	TBRG4
TBA4A	AQP8	TBRG4
METH	AQP8	TBRG4
LDHA	AQP8	TBRG4
MK08	AQP8	TBRG4
IGHG4	AQP8	TBRG4
CP2CJ	AQP8	TBRG4
RXRA	AQP8	TBRG4
PA2GA	AQP8	TBRG4
CP131	AQP8	TBRG4
ACACB	AQP8	TBRG4
PTHY	AQP8	TBRG4
IL10	AQP8	TBRG4
CAH2	AQP8	TBRG4
OPRD	AQP8	TBRG4
AAPK1	AQP8	TBRG4
PDPK1	AQP8	TBRG4
ADRB3	AQP8	TBRG4
C11B1	AQP8	TBRG4
GBRP	AQP8	TBRG4
ROCK2	AQP8	TBRG4
RL8	AQP8	TBRG4
ADCY2	AQP8	TBRG4
PHOP2	AQP8	TBRG4
CAH12	AQP8	TBRG4
S10A4	AQP8	TBRG4
GRIK1	AQP8	TBRG4
CBG	AQP8	TBRG4
PRGR	AQP8	TBRG4
HCAR2	AQP8	TBRG4
DNMT1	AQP8	TBRG4
PGH2	AQP8	TBRG4
CAC1F	AQP8	TBRG4
ADA2C	AQP8	TBRG4
S15A1	AQP8	TBRG4
ADA1A	AQP8	TBRG4
A1AG2	AQP8	TBRG4
OX1R	AQP8	TBRG4
KCMA1	AQP8	TBRG4
NMDE3	AQP8	TBRG4
HIBCH	AQP8	TBRG4
IPKA	AQP8	TBRG4
S22AI	AQP8	TBRG4
S29A1	AQP8	TBRG4
HDAC1	AQP8	TBRG4
PNPH	AQP8	TBRG4
ADA2B	AQP8	TBRG4
TRFL	AQP8	TBRG4
ALBU	AQP8	TBRG4
FMO3	AQP8	TBRG4
PLK1	AQP8	TBRG4
SGMR1	AQP8	TBRG4
GUAA	AQP8	TBRG4
QOR	AQP8	TBRG4
GCR	AQP8	TBRG4
CATD	AQP8	TBRG4
MIF	AQP8	TBRG4
HPGDS	AQP8	TBRG4
MKNK1	AQP8	TBRG4
P2RY2	AQP8	TBRG4
S12A4	AQP8	TBRG4
EGFR	AQP8	TBRG4
NFKB1	AQP8	TBRG4
PGFRB	AQP8	TBRG4
ANT3	AQP8	TBRG4
GTR1	AQP8	TBRG4
MK10	AQP8	TBRG4
CAMLG	AQP8	TBRG4
HEMH	AQP8	TBRG4
MTRR	AQP8	TBRG4
NQO1	AQP8	TBRG4
ACH10	AQP8	TBRG4
FMO4	AQP8	TBRG4
DRD5	AQP8	TBRG4
TRY1	AQP8	TBRG4
SCNAA	AQP8	TBRG4
GBRG3	AQP8	TBRG4
PDE8B	AQP8	TBRG4
KCNA2	AQP8	TBRG4
IFNA2	AQP8	TBRG4
AA1R	AQP8	TBRG4
MAPK2	AQP8	TBRG4
PK3CD	AQP8	TBRG4
HRH4	AQP8	TBRG4
GBRB1	AQP8	TBRG4
HCN2	AQP8	TBRG4
RL26L	AQP8	TBRG4
DMTA2	AQP8	TBRG4
6PGD	AQP8	TBRG4
GRP78	AQP8	TBRG4
PSIP1	AQP8	TBRG4
AT1A4	AQP8	TBRG4
GLR	AQP8	TBRG4
OPRK	AQP8	TBRG4
ATPB	AQP8	TBRG4
STMN4	AQP8	TBRG4
CACB2	AQP8	TBRG4
NMDZ1	AQP8	TBRG4
SC6A3	AQP8	TBRG4
ST2B1	AQP8	TBRG4
TBG1	AQP8	TBRG4
ESR1	AQP8	TBRG4
CREB1	AQP8	TBRG4
5HT1B	AQP8	TBRG4
ERBB2	AQP8	TBRG4
HDAC7	AQP8	TBRG4
KCC1B	AQP8	TBRG4
TBD	AQP8	TBRG4
TOP2B	AQP8	TBRG4
3BHS1	AQP8	TBRG4
ATP4A	AQP8	TBRG4
LOX5	AQP8	TBRG4
UD3A1	AQP8	TBRG4
BDNF	AQP8	TBRG4
GBRA1	AQP8	TBRG4
FOS	AQP8	TBRG4
SHBG	AQP8	TBRG4
ODP2	AQP8	TBRG4
ABCA1	AQP8	TBRG4
DYR	AQP8	TBRG4
P85A	AQP8	TBRG4
SIR1	AQP8	TBRG4
MTHR	AQP8	TBRG4
ADCL2	AQP8	TBRG4
IBP3	AQP8	TBRG4
DDR1	AQP8	TBRG4
CP46A	AQP8	TBRG4
SCN2A	AQP8	TBRG4
IL4	AQP8	TBRG4
NPS	AQP8	TBRG4
NMDE1	AQP8	TBRG4
AOFB	AQP8	TBRG4
RL13A	AQP8	TBRG4
S22A2	AQP8	TBRG4
CALY	AQP8	TBRG4
S12A5	AQP8	TBRG4
PK3CA	AQP8	TBRG4
PDE4D	AQP8	TBRG4
KIF11	AQP8	TBRG4
NR1I2	AQP8	TBRG4
NISCH	AQP8	TBRG4
NFKB2	AQP8	TBRG4
ITK	AQP8	TBRG4
PPIA	AQP8	TBRG4
MMAA	AQP8	TBRG4
PA24A	AQP8	TBRG4
HYES	AQP8	TBRG4
CP2C8	AQP8	TBRG4
CAC1D	AQP8	TBRG4
SCNNA	AQP8	TBRG4
DRD3	AQP8	TBRG4
IOD1	AQP8	TBRG4
AAKB1	AQP8	TBRG4
ARY2	AQP8	TBRG4
DOPO	AQP8	TBRG4
PDE3A	AQP8	TBRG4
TR10B	AQP8	TBRG4
ADA1B	AQP8	TBRG4
C9JK77	AQP8	TBRG4
MYLK3	AQP8	TBRG4
PDE1B	AQP8	TBRG4
MYH9	AQP8	TBRG4
TRI15	AQP8	TBRG4
HPRT	AQP8	TBRG4
ADRB2	AQP8	TBRG4
LIPL	AQP8	TBRG4
