source	destinations_disconnected_to
ACE	KRCC1	IFT46
KAPCA	KRCC1	IFT46
NTKL	KRCC1	IFT46
CALM	KRCC1	IFT46
ACHA4	KRCC1	IFT46
ANXA2	KRCC1	IFT46
AURKB	KRCC1	IFT46
GNAT3	KRCC1	IFT46
CA2D1	KRCC1	IFT46
CAH4	KRCC1	IFT46
AK1C1	KRCC1	IFT46
ROCK1	KRCC1	IFT46
CHLE	KRCC1	IFT46
J3QK85	KRCC1	IFT46
ZAP70	KRCC1	IFT46
UD14	KRCC1	IFT46
S12A2	KRCC1	IFT46
EST1A	KRCC1	IFT46
VKOR1	KRCC1	IFT46
XDH	KRCC1	IFT46
ACHB4	KRCC1	IFT46
RLP24	KRCC1	IFT46
EDN1	KRCC1	IFT46
GBRB3	KRCC1	IFT46
TKT	KRCC1	IFT46
NEU2	KRCC1	IFT46
3HAO	KRCC1	IFT46
RL10L	KRCC1	IFT46
ADA1D	KRCC1	IFT46
CANB2	KRCC1	IFT46
KAP3	KRCC1	IFT46
PANX1	KRCC1	IFT46
ST2A1	KRCC1	IFT46
UPP2	KRCC1	IFT46
AK1D1	KRCC1	IFT46
CAC1A	KRCC1	IFT46
CUBN	KRCC1	IFT46
THA	KRCC1	IFT46
TBB5	KRCC1	IFT46
CATA	KRCC1	IFT46
RL3	KRCC1	IFT46
PA2GE	KRCC1	IFT46
HRH2	KRCC1	IFT46
ATTY	KRCC1	IFT46
S29A2	KRCC1	IFT46
GBRT	KRCC1	IFT46
ACHA3	KRCC1	IFT46
CDK6	KRCC1	IFT46
5HT7R	KRCC1	IFT46
ADRB1	KRCC1	IFT46
CP11A	KRCC1	IFT46
CSK	KRCC1	IFT46
5HT3A	KRCC1	IFT46
AT12A	KRCC1	IFT46
IOD3	KRCC1	IFT46
PGFRA	KRCC1	IFT46
A1AG1	KRCC1	IFT46
TNFA	KRCC1	IFT46
NFAC2	KRCC1	IFT46
NOS2	KRCC1	IFT46
5HT2B	KRCC1	IFT46
HS90A	KRCC1	IFT46
LCK	KRCC1	IFT46
ADCYA	KRCC1	IFT46
HS90B	KRCC1	IFT46
ADA2A	KRCC1	IFT46
CACP	KRCC1	IFT46
RARA	KRCC1	IFT46
PYC	KRCC1	IFT46
CATL1	KRCC1	IFT46
ACHA9	KRCC1	IFT46
NH2L1	KRCC1	IFT46
AAKB2	KRCC1	IFT46
DCXR	KRCC1	IFT46
CXCL7	KRCC1	IFT46
KCNE1	KRCC1	IFT46
B3GT4	KRCC1	IFT46
ACES	KRCC1	IFT46
SCNNG	KRCC1	IFT46
HASP	KRCC1	IFT46
MMP3	KRCC1	IFT46
MET	KRCC1	IFT46
AA2BR	KRCC1	IFT46
PDE8A	KRCC1	IFT46
5HT2C	KRCC1	IFT46
AK1C3	KRCC1	IFT46
OSTCN	KRCC1	IFT46
NMD3B	KRCC1	IFT46
CDK5	KRCC1	IFT46
PPARA	KRCC1	IFT46
DRD2	KRCC1	IFT46
VGFR2	KRCC1	IFT46
CP1A2	KRCC1	IFT46
NGF	KRCC1	IFT46
GBRA6	KRCC1	IFT46
ACHA7	KRCC1	IFT46
CP2C9	KRCC1	IFT46
TBA1A	KRCC1	IFT46
IL2RA	KRCC1	IFT46
PPB1	KRCC1	IFT46
PD2R	KRCC1	IFT46
Q71TU5	KRCC1	IFT46
DCE1	KRCC1	IFT46
GBRG1	KRCC1	IFT46
FGFR2	KRCC1	IFT46
IMPA1	KRCC1	IFT46
ACM2	KRCC1	IFT46
IL8	KRCC1	IFT46
5HT6R	KRCC1	IFT46
KPCT	KRCC1	IFT46
AOC1	KRCC1	IFT46
PCNA	KRCC1	IFT46
KSYK	KRCC1	IFT46
CAH9	KRCC1	IFT46
RL11	KRCC1	IFT46
CACB3	KRCC1	IFT46
HMDH	KRCC1	IFT46
GBRA4	KRCC1	IFT46
KIT	KRCC1	IFT46
AOFA	KRCC1	IFT46
NEP	KRCC1	IFT46
GLYC	KRCC1	IFT46
NCOA2	KRCC1	IFT46
5HT1E	KRCC1	IFT46
TBA4A	KRCC1	IFT46
METH	KRCC1	IFT46
LDHA	KRCC1	IFT46
MK08	KRCC1	IFT46
IGHG4	KRCC1	IFT46
CP2CJ	KRCC1	IFT46
RXRA	KRCC1	IFT46
PA2GA	KRCC1	IFT46
CP131	KRCC1	IFT46
ACACB	KRCC1	IFT46
PTHY	KRCC1	IFT46
IL10	KRCC1	IFT46
CAH2	KRCC1	IFT46
