source	dest	edges	cum_dist	avg_dist_per_edge
ACE	ESRP1	4	0.567	0.14175
ACE	ERCC5	4	0.681	0.17025
ACE	FKBP6	3	0.636	0.212
ACE	MFF	4	0.761	0.19025
ACE	ABCF1	4	0.325	0.08125
ACE	SV2A	5	0.409	0.0818
ACE	GALR1	2	0.123	0.0615
ACE	PLIN2	4	0.139	0.03475
ACE	OVOL1	4	0.276	0.069
ACE	NDOR1	4	0.65	0.1625
ACE	THAP1	6	0.283	0.0471666666666667
ACE	XPO4	4	0.398	0.0995
ACE	KCNQ4	5	0.9	0.18
ACE	TIMP4	3	0.49	0.163333333333333
ACE	TAF7L	4	0.359	0.08975
ACE	WNT3	6	0.596	0.0993333333333333
ACE	SMYD3	4	0.498	0.1245
KAPCA	ESRP1	4	0.624	0.156
KAPCA	ERCC5	5	0.638	0.1276
KAPCA	FKBP6	4	0.78	0.195
KAPCA	MFF	5	0.752	0.1504
KAPCA	ABCF1	2	0.478	0.239
KAPCA	SV2A	5	0.394	0.0788
KAPCA	GALR1	2	0.145	0.0725
KAPCA	PLIN2	5	0.163	0.0326
KAPCA	OVOL1	5	0.274	0.0548
KAPCA	NDOR1	3	0.465	0.155
KAPCA	THAP1	5	0.212	0.0424
KAPCA	XPO4	4	0.349	0.08725
KAPCA	KCNQ4	4	0.578	0.1445
KAPCA	TIMP4	4	0.447	0.11175
KAPCA	TAF7L	4	0.344	0.086
KAPCA	WNT3	4	0.497	0.12425
KAPCA	SMYD3	4	0.946	0.2365
NTKL	ESRP1	6	0.633	0.1055
NTKL	ERCC5	6	0.604	0.100666666666667
NTKL	FKBP6	5	0.769	0.1538
NTKL	MFF	6	0.876	0.146
NTKL	ABCF1	7	0.572	0.0817142857142857
NTKL	SV2A	6	0.506	0.0843333333333333
NTKL	GALR1	5	0.37	0.074
NTKL	PLIN2	6	0.297	0.0495
NTKL	OVOL1	5	0.407	0.0814
NTKL	NDOR1	6	0.672	0.112
NTKL	THAP1	9	0.4	0.0444444444444444
NTKL	XPO4	2	0.235	0.1175
NTKL	KCNQ4	7	0.785	0.112142857142857
NTKL	TIMP4	4	0.7	0.175
NTKL	TAF7L	5	0.456	0.0912
NTKL	WNT3	6	0.626	0.104333333333333
NTKL	SMYD3	6	0.587	0.0978333333333333
CALM	ESRP1	4	0.532	0.133
CALM	ERCC5	4	0.458	0.1145
CALM	FKBP6	4	0.649	0.16225
CALM	MFF	4	0.74	0.185
CALM	ABCF1	4	0.31	0.0775
CALM	SV2A	2	0.276	0.138
CALM	GALR1	2	0.108	0.054
CALM	PLIN2	4	0.129	0.03225
CALM	OVOL1	4	0.266	0.0665
CALM	NDOR1	3	0.466	0.155333333333333
CALM	THAP1	5	0.213	0.0426
CALM	XPO4	5	0.337	0.0674
CALM	KCNQ4	4	0.579	0.14475
CALM	TIMP4	3	0.65	0.216666666666667
CALM	TAF7L	4	0.336	0.084
CALM	WNT3	5	0.506	0.1012
CALM	SMYD3	3	0.838	0.279333333333333
ACHA4	ESRP1	4	0.624	0.156
ACHA4	ERCC5	5	0.581	0.1162
ACHA4	FKBP6	5	0.747	0.1494
ACHA4	MFF	4	0.824	0.206
ACHA4	ABCF1	6	0.549	0.0915
ACHA4	SV2A	7	0.483	0.069
ACHA4	GALR1	4	0.347	0.08675
ACHA4	PLIN2	6	0.257	0.0428333333333333
ACHA4	OVOL1	5	0.367	0.0734
ACHA4	NDOR1	4	0.625	0.15625
ACHA4	THAP1	4	0.354	0.0885
ACHA4	XPO4	6	0.483	0.0805
ACHA4	KCNQ4	5	0.738	0.1476
ACHA4	TIMP4	4	0.39	0.0975
ACHA4	TAF7L	6	0.433	0.0721666666666667
ACHA4	WNT3	6	0.653	0.108833333333333
ACHA4	SMYD3	6	0.572	0.0953333333333333
ANXA2	ESRP1	3	0.642	0.214
ANXA2	ERCC5	4	0.698	0.1745
ANXA2	FKBP6	3	0.705	0.235
ANXA2	MFF	6	0.755	0.125833333333333
ANXA2	ABCF1	5	0.551	0.1102
ANXA2	SV2A	4	0.443	0.11075
ANXA2	GALR1	3	0.349	0.116333333333333
ANXA2	PLIN2	4	0.151	0.03775
ANXA2	OVOL1	4	0.303	0.07575
ANXA2	NDOR1	3	0.684	0.228
ANXA2	THAP1	4	0.258	0.0645
ANXA2	XPO4	4	0.399	0.09975
ANXA2	KCNQ4	4	0.682	0.1705
ANXA2	TIMP4	6	0.967	0.161166666666667
ANXA2	TAF7L	3	0.393	0.131
ANXA2	WNT3	4	0.648	0.162
ANXA2	SMYD3	5	0.819	0.1638
AURKB	ESRP1	4	0.606	0.1515
AURKB	ERCC5	7	0.597	0.0852857142857143
AURKB	FKBP6	6	0.739	0.123166666666667
AURKB	MFF	7	0.764	0.109142857142857
AURKB	ABCF1	8	0.565	0.070625
AURKB	SV2A	5	0.382	0.0764
AURKB	GALR1	6	0.363	0.0605
AURKB	PLIN2	5	0.152	0.0304
