source	destinations_disconnected_to
ACE	PRRC1
KAPCA	PRRC1
NTKL	PRRC1
CALM	PRRC1
ACHA4	PRRC1
ANXA2	PRRC1
AURKB	PRRC1
GNAT3	PRRC1
CA2D1	PRRC1
CAH4	PRRC1
AK1C1	PRRC1
ROCK1	PRRC1
CHLE	PRRC1
J3QK85	PRRC1
ZAP70	PRRC1
UD14	PRRC1
S12A2	PRRC1
EST1A	PRRC1
VKOR1	PRRC1
XDH	PRRC1
ACHB4	PRRC1
RLP24	PRRC1
EDN1	PRRC1
GBRB3	PRRC1
TKT	PRRC1
NEU2	PRRC1
3HAO	PRRC1
RL10L	PRRC1
ADA1D	PRRC1
CANB2	PRRC1
KAP3	PRRC1
PANX1	PRRC1
ST2A1	PRRC1
UPP2	PRRC1
AK1D1	PRRC1
CAC1A	PRRC1
CUBN	PRRC1
THA	PRRC1
TBB5	PRRC1
CATA	PRRC1
RL3	PRRC1
PA2GE	PRRC1
HRH2	PRRC1
ATTY	PRRC1
S29A2	PRRC1
GBRT	PRRC1
ACHA3	PRRC1
CDK6	PRRC1
5HT7R	PRRC1
ADRB1	PRRC1
CP11A	PRRC1
CSK	PRRC1
5HT3A	PRRC1
AT12A	PRRC1
IOD3	PRRC1
PGFRA	PRRC1
A1AG1	PRRC1
TNFA	PRRC1
NFAC2	PRRC1
NOS2	PRRC1
5HT2B	PRRC1
HS90A	PRRC1
LCK	PRRC1
ADCYA	PRRC1
HS90B	PRRC1
ADA2A	PRRC1
CACP	PRRC1
RARA	PRRC1
PYC	PRRC1
CATL1	PRRC1
ACHA9	PRRC1
NH2L1	PRRC1
AAKB2	PRRC1
DCXR	PRRC1
CXCL7	PRRC1
KCNE1	PRRC1
B3GT4	PRRC1
ACES	PRRC1
SCNNG	PRRC1
HASP	PRRC1
MMP3	PRRC1
MET	PRRC1
AA2BR	PRRC1
PDE8A	PRRC1
5HT2C	PRRC1
AK1C3	PRRC1
OSTCN	PRRC1
NMD3B	PRRC1
CDK5	PRRC1
PPARA	PRRC1
DRD2	PRRC1
VGFR2	PRRC1
CP1A2	PRRC1
NGF	PRRC1
GBRA6	PRRC1
ACHA7	PRRC1
CP2C9	PRRC1
TBA1A	PRRC1
IL2RA	PRRC1
PPB1	PRRC1
PD2R	PRRC1
Q71TU5	PRRC1
DCE1	PRRC1
GBRG1	PRRC1
FGFR2	PRRC1
IMPA1	PRRC1
ACM2	PRRC1
IL8	PRRC1
5HT6R	PRRC1
KPCT	PRRC1
AOC1	PRRC1
PCNA	PRRC1
KSYK	PRRC1
CAH9	PRRC1
RL11	PRRC1
CACB3	PRRC1
HMDH	PRRC1
GBRA4	PRRC1
KIT	PRRC1
AOFA	PRRC1
NEP	PRRC1
GLYC	PRRC1
NCOA2	PRRC1
5HT1E	PRRC1
TBA4A	PRRC1
METH	PRRC1
LDHA	PRRC1
MK08	PRRC1
IGHG4	PRRC1
CP2CJ	PRRC1
RXRA	PRRC1
PA2GA	PRRC1
CP131	PRRC1
ACACB	PRRC1
PTHY	PRRC1
IL10	PRRC1
CAH2	PRRC1
OPRD	PRRC1
AAPK1	PRRC1
PDPK1	PRRC1
ADRB3	PRRC1
C11B1	PRRC1
GBRP	PRRC1
ROCK2	PRRC1
RL8	PRRC1
ADCY2	PRRC1
PHOP2	PRRC1
CAH12	PRRC1
S10A4	PRRC1
GRIK1	PRRC1
CBG	PRRC1
PRGR	PRRC1
HCAR2	PRRC1
DNMT1	PRRC1
PGH2	PRRC1
CAC1F	PRRC1
ADA2C	PRRC1
S15A1	PRRC1
ADA1A	PRRC1
A1AG2	PRRC1
OX1R	PRRC1
KCMA1	PRRC1
NMDE3	PRRC1
HIBCH	PRRC1
IPKA	PRRC1
S22AI	PRRC1
S29A1	PRRC1
HDAC1	PRRC1
PNPH	PRRC1
ADA2B	PRRC1
TRFL	PRRC1
ALBU	PRRC1
FMO3	PRRC1
PLK1	PRRC1
SGMR1	PRRC1
GUAA	PRRC1
QOR	PRRC1
GCR	PRRC1
CATD	PRRC1
MIF	PRRC1
HPGDS	PRRC1
MKNK1	PRRC1
P2RY2	PRRC1
S12A4	PRRC1
EGFR	PRRC1
NFKB1	PRRC1
PGFRB	PRRC1
ANT3	PRRC1
GTR1	PRRC1
MK10	PRRC1
CAMLG	PRRC1
HEMH	PRRC1
MTRR	PRRC1
NQO1	PRRC1
ACH10	PRRC1
FMO4	PRRC1
DRD5	PRRC1
TRY1	PRRC1
SCNAA	PRRC1
GBRG3	PRRC1
PDE8B	PRRC1
KCNA2	PRRC1
IFNA2	PRRC1
AA1R	PRRC1
MAPK2	PRRC1
PK3CD	PRRC1
HRH4	PRRC1
GBRB1	PRRC1
HCN2	PRRC1
RL26L	PRRC1
DMTA2	PRRC1
6PGD	PRRC1
GRP78	PRRC1
PSIP1	PRRC1
AT1A4	PRRC1
GLR	PRRC1
OPRK	PRRC1
ATPB	PRRC1
STMN4	PRRC1
CACB2	PRRC1
NMDZ1	PRRC1
SC6A3	PRRC1
ST2B1	PRRC1
TBG1	PRRC1
ESR1	PRRC1
CREB1	PRRC1
5HT1B	PRRC1
ERBB2	PRRC1
HDAC7	PRRC1
KCC1B	PRRC1
TBD	PRRC1
TOP2B	PRRC1
3BHS1	PRRC1
ATP4A	PRRC1
LOX5	PRRC1
UD3A1	PRRC1
BDNF	PRRC1
GBRA1	PRRC1
FOS	PRRC1
SHBG	PRRC1
ODP2	PRRC1
ABCA1	PRRC1
DYR	PRRC1
P85A	PRRC1
SIR1	PRRC1
MTHR	PRRC1
ADCL2	PRRC1
IBP3	PRRC1
DDR1	PRRC1
CP46A	PRRC1
SCN2A	PRRC1
IL4	PRRC1
NPS	PRRC1
NMDE1	PRRC1
AOFB	PRRC1
RL13A	PRRC1
S22A2	PRRC1
CALY	PRRC1
S12A5	PRRC1
PK3CA	PRRC1
PDE4D	PRRC1
KIF11	PRRC1
NR1I2	PRRC1
NISCH	PRRC1
NFKB2	PRRC1
ITK	PRRC1
PPIA	PRRC1
MMAA	PRRC1
PA24A	PRRC1
HYES	PRRC1
CP2C8	PRRC1
CAC1D	PRRC1
SCNNA	PRRC1
DRD3	PRRC1
IOD1	PRRC1
AAKB1	PRRC1
ARY2	PRRC1
DOPO	PRRC1
PDE3A	PRRC1
TR10B	PRRC1
ADA1B	PRRC1
C9JK77	PRRC1
MYLK3	PRRC1
PDE1B	PRRC1
MYH9	PRRC1
TRI15	PRRC1
HPRT	PRRC1
ADRB2	PRRC1
LIPL	PRRC1
MDR1	PRRC1
5HT1A	PRRC1
CP19A	PRRC1
ARY1	PRRC1
5HT2A	PRRC1
G6PD	PRRC1
PYRD	PRRC1
GBRB2	PRRC1
IKBA	PRRC1
THRB	PRRC1
GPX1	PRRC1
TNNC2	PRRC1
S22AB	PRRC1
PDE5A	PRRC1
TGFB1	PRRC1
TOP2A	PRRC1
RL23	PRRC1
PDK3	PRRC1
EDNRA	PRRC1
TF65	PRRC1
KAP0	PRRC1
PPIF	PRRC1
RL15	PRRC1
KCNH2	PRRC1
PDE4C	PRRC1
ABCC8	PRRC1
J3KPA4	PRRC1
HDAC8	PRRC1
GBRD	PRRC1
CCKN	PRRC1
ADCY5	PRRC1
ATPA	PRRC1
ATPG	PRRC1
CAC1G	PRRC1
LDHB	PRRC1
JUN	PRRC1
CSF1R	PRRC1
UD19	PRRC1
ATF6A	PRRC1
RL19	PRRC1
ST17B	PRRC1
ABL1	PRRC1
PHOP1	PRRC1
SC6A4	PRRC1
S22A6	PRRC1
GRIK2	PRRC1
ACM3	PRRC1
RYR1	PRRC1
S23IP	PRRC1
CRBN	PRRC1
MUTA	PRRC1
ARGI1	PRRC1
AA3R	PRRC1
GBRA5	PRRC1
CAH6	PRRC1
FAK1	PRRC1
SCNND	PRRC1
CASP8	PRRC1
SYRC	PRRC1
CP3A4	PRRC1
A4	PRRC1
MRP1	PRRC1
KCNN4	PRRC1
PDE7A	PRRC1
SCN4A	PRRC1
CACB1	PRRC1
DHI1	PRRC1
PDIA1	PRRC1
LRP2	PRRC1
ESR2	PRRC1
SCNNB	PRRC1
NMDE4	PRRC1
TY3H	PRRC1
SOAT1	PRRC1
NMD3A	PRRC1
ASM	PRRC1
S12A1	PRRC1
CP1A1	PRRC1
INSR2	PRRC1
NCOA1	PRRC1
TBE	PRRC1
ITAL	PRRC1
PPARG	PRRC1
GSK3B	PRRC1
CAC1I	PRRC1
THB	PRRC1
KLK3	PRRC1
GBRA2	PRRC1
TBB4B	PRRC1
DRD4	PRRC1
CLIC1	PRRC1
GBRE	PRRC1
RHOA	PRRC1
TERT	PRRC1
RL23A	PRRC1
KITH	PRRC1
HIF1A	PRRC1
TEBP	PRRC1
PERM	PRRC1
TYSY	PRRC1
PAR10	PRRC1
NNMT	PRRC1
RARB	PRRC1
PK3CG	PRRC1
CAC1C	PRRC1
PLPL9	PRRC1
OPRM	PRRC1
PLMN	PRRC1
ADA	PRRC1
TNNC1	PRRC1
J3KN87	PRRC1
GBRG2	PRRC1
FAD1	PRRC1
PDE1A	PRRC1
GLUC	PRRC1
EST1	PRRC1
P2RX2	PRRC1
NOS3	PRRC1
GSTP1	PRRC1
CAH7	PRRC1
IL6	PRRC1
UD13	PRRC1
PDE4A	PRRC1
CBPB2	PRRC1
KCJ11	PRRC1
SCN5A	PRRC1
CP21A	PRRC1
CFTR	PRRC1
ACM1	PRRC1
GRIA2	PRRC1
CPT2	PRRC1
COMT	PRRC1
P53	PRRC1
CNGA1	PRRC1
HDAC9	PRRC1
KCNQ1	PRRC1
PGH1	PRRC1
CP2R1	PRRC1
CAC1H	PRRC1
CAB45	PRRC1
CDK2	PRRC1
SC6A2	PRRC1
AK1C2	PRRC1
CA2D2	PRRC1
S22A8	PRRC1
EBP	PRRC1
NADC	PRRC1
5HT5A	PRRC1
AHR	PRRC1
HDAC6	PRRC1
MRP2	PRRC1
PDE4B	PRRC1
AA2AR	PRRC1
PDE7B	PRRC1
FAK2	PRRC1
CASP3	PRRC1
CATB	PRRC1
CAC1S	PRRC1
TA2R	PRRC1
TPMT	PRRC1
5HT1D	PRRC1
PIM1	PRRC1
AT1A1	PRRC1
MMP9	PRRC1
RL37	PRRC1
PARP1	PRRC1
RENR	PRRC1
ENPL	PRRC1
NR1I3	PRRC1
CAH1	PRRC1
SL9A7	PRRC1
ACM4	PRRC1
TOP1	PRRC1
DHB8	PRRC1
FABP6	PRRC1
GABR1	PRRC1
LY66C	PRRC1
GLNA	PRRC1
SCN1A	PRRC1
HDAC3	PRRC1
RENI	PRRC1
