source	dest	edges	cum_dist	avg_dist_per_edge
ACE	MMP13	3	0.2	0.0666666666666667
ACE	RRN3	3	0.204	0.068
ACE	TWF2	3	0.334	0.111333333333333
ACE	SFXN1	5	0.962	0.1924
ACE	FAT4	6	1.054	0.175666666666667
ACE	SMG9	4	0.37	0.0925
ACE	P4HA1	5	0.681	0.1362
ACE	CNTN2	3	0.582	0.194
ACE	SIK1	4	0.214	0.0535
ACE	STAT4	4	0.14	0.035
ACE	NUBPL	4	0.889	0.22225
ACE	KCNJ9	4	0.474	0.1185
ACE	WDR37	4	0.369	0.09225
ACE	KCNH1	6	0.304	0.0506666666666667
KAPCA	MMP13	3	0.275	0.0916666666666667
KAPCA	RRN3	4	0.195	0.04875
KAPCA	TWF2	4	0.478	0.1195
KAPCA	SFXN1	6	0.934	0.155666666666667
KAPCA	FAT4	3	0.972	0.324
KAPCA	SMG9	4	0.355	0.08875
KAPCA	P4HA1	6	0.685	0.114166666666667
KAPCA	CNTN2	2	0.337	0.1685
KAPCA	SIK1	2	0.193	0.0965
KAPCA	STAT4	3	0.108	0.036
KAPCA	NUBPL	6	0.974	0.162333333333333
KAPCA	KCNJ9	3	0.491	0.163666666666667
KAPCA	WDR37	6	0.42	0.07
KAPCA	KCNH1	2	0.222	0.111
NTKL	MMP13	5	0.333	0.0666
NTKL	RRN3	5	0.322	0.0644
NTKL	TWF2	5	0.467	0.0934
NTKL	SFXN1	6	0.678	0.113
NTKL	FAT4	8	1.131	0.141375
NTKL	SMG9	4	0.341	0.08525
NTKL	P4HA1	7	0.79	0.112857142857143
NTKL	CNTN2	5	0.505	0.101
NTKL	SIK1	6	0.298	0.0496666666666667
NTKL	STAT4	4	0.243	0.06075
NTKL	NUBPL	7	0.995	0.142142857142857
NTKL	KCNJ9	5	0.678	0.1356
NTKL	WDR37	10	0.518	0.0518
NTKL	KCNH1	6	0.432	0.072
CALM	MMP13	4	0.213	0.05325
CALM	RRN3	4	0.196	0.049
CALM	TWF2	4	0.347	0.08675
CALM	SFXN1	5	0.914	0.1828
CALM	FAT4	5	1.01	0.202
CALM	SMG9	3	0.221	0.0736666666666667
CALM	P4HA1	6	0.67	0.111666666666667
CALM	CNTN2	3	0.742	0.247333333333333
CALM	SIK1	4	0.179	0.04475
CALM	STAT4	3	0.109	0.0363333333333333
CALM	NUBPL	5	0.945	0.189
CALM	KCNJ9	3	0.454	0.151333333333333
CALM	WDR37	7	0.397	0.0567142857142857
CALM	KCNH1	1	0.138	0.138
ACHA4	MMP13	5	0.311	0.0622
ACHA4	RRN3	4	0.278	0.0695
ACHA4	TWF2	5	0.445	0.089
ACHA4	SFXN1	7	0.641	0.0915714285714286
ACHA4	FAT4	8	1.128	0.141
ACHA4	SMG9	4	0.324	0.081
ACHA4	P4HA1	7	0.766	0.109428571428571
ACHA4	CNTN2	4	0.482	0.1205
ACHA4	SIK1	4	0.271	0.06775
ACHA4	STAT4	2	0.206	0.103
ACHA4	NUBPL	8	0.979	0.122375
ACHA4	KCNJ9	6	0.641	0.106833333333333
ACHA4	WDR37	8	0.509	0.063625
ACHA4	KCNH1	7	0.395	0.0564285714285714
ANXA2	MMP13	3	0.269	0.0896666666666667
ANXA2	RRN3	3	0.259	0.0863333333333333
ANXA2	TWF2	3	0.403	0.134333333333333
ANXA2	SFXN1	4	0.525	0.13125
ANXA2	FAT4	5	1.088	0.2176
ANXA2	SMG9	3	0.404	0.134666666666667
ANXA2	P4HA1	3	0.664	0.221333333333333
ANXA2	CNTN2	2	0.783	0.3915
ANXA2	SIK1	2	0.256	0.128
ANXA2	STAT4	4	0.167	0.04175
ANXA2	NUBPL	3	0.947	0.315666666666667
ANXA2	KCNJ9	3	0.525	0.175
ANXA2	WDR37	4	0.342	0.0855
ANXA2	KCNH1	4	0.279	0.06975
AURKB	MMP13	3	0.263	0.0876666666666667
AURKB	RRN3	4	0.198	0.0495
AURKB	TWF2	4	0.441	0.11025
AURKB	SFXN1	6	0.98	0.163333333333333
AURKB	FAT4	4	1.003	0.25075
AURKB	SMG9	2	0.163	0.0815
AURKB	P4HA1	7	0.736	0.105142857142857
AURKB	CNTN2	2	0.525	0.2625
AURKB	SIK1	3	0.195	0.065
AURKB	STAT4	4	0.139	0.03475
AURKB	NUBPL	4	0.887	0.22175
AURKB	KCNJ9	7	0.579	0.0827142857142857
AURKB	WDR37	4	0.309	0.07725
AURKB	KCNH1	8	0.333	0.041625
GNAT3	MMP13	5	0.388	0.0776
GNAT3	RRN3	4	0.369	0.09225
GNAT3	TWF2	5	0.522	0.1044
GNAT3	SFXN1	6	0.704	0.117333333333333
GNAT3	FAT4	6	1.196	0.199333333333333
GNAT3	SMG9	7	0.413	0.059
GNAT3	P4HA1	6	0.857	0.142833333333333
GNAT3	CNTN2	5	0.985	0.197
GNAT3	SIK1	4	0.32	0.08
GNAT3	STAT4	4	0.307	0.07675
GNAT3	NUBPL	6	0.916	0.152666666666667
GNAT3	KCNJ9	4	0.535	0.13375
GNAT3	WDR37	6	0.614	0.102333333333333
GNAT3	KCNH1	6	0.438	0.073
CA2D1	MMP13	4	0.521	0.13025
CA2D1	RRN3	7	0.501	0.0715714285714286
CA2D1	TWF2	4	0.655	0.16375
CA2D1	SFXN1	5	0.691	0.1382
CA2D1	FAT4	3	0.816	0.272
CA2D1	SMG9	6	0.67	0.111666666666667
CA2D1	P4HA1	6	0.914	0.152333333333333
CA2D1	CNTN2	3	0.587	0.195666666666667
CA2D1	SIK1	4	0.543	0.13575
CA2D1	STAT4	7	0.428	0.0611428571428571
CA2D1	NUBPL	7	0.985	0.140714285714286
CA2D1	KCNJ9	3	0.888	0.296
CA2D1	WDR37	5	0.71	0.142
CA2D1	KCNH1	6	0.489	0.0815
CAH4	MMP13	5	0.89	0.178
CAH4	RRN3	6	0.79	0.131666666666667
CAH4	TWF2	5	0.89	0.178
CAH4	SFXN1	5	1.134	0.2268
CAH4	FAT4	4	1.25	0.3125
CAH4	SMG9	7	0.876	0.125142857142857
CAH4	P4HA1	4	1.067	0.26675
CAH4	CNTN2	5	0.828	0.1656
CAH4	SIK1	4	0.946	0.2365
CAH4	STAT4	5	0.808	0.1616
CAH4	NUBPL	7	1.121	0.160142857142857
CAH4	KCNJ9	6	0.723	0.1205
CAH4	WDR37	6	0.881	0.146833333333333
CAH4	KCNH1	2	0.584	0.292
AK1C1	MMP13	5	0.733	0.1466
AK1C1	RRN3	6	0.51	0.085
AK1C1	TWF2	5	0.867	0.1734
AK1C1	SFXN1	4	0.805	0.20125
AK1C1	FAT4	8	1.453	0.181625
AK1C1	SMG9	6	0.787	0.131166666666667
AK1C1	P4HA1	4	0.9	0.225
AK1C1	CNTN2	5	0.885	0.177
AK1C1	SIK1	5	0.755	0.151
AK1C1	STAT4	7	0.459	0.0655714285714286
AK1C1	NUBPL	8	1.003	0.125375
AK1C1	KCNJ9	7	0.906	0.129428571428571
AK1C1	WDR37	4	0.346	0.0865
AK1C1	KCNH1	8	0.64	0.08
ROCK1	MMP13	6	0.843	0.1405
ROCK1	RRN3	4	0.317	0.07925
ROCK1	TWF2	6	0.977	0.162833333333333
ROCK1	SFXN1	6	0.738	0.123
ROCK1	FAT4	5	1.214	0.2428
ROCK1	SMG9	4	0.413	0.10325
ROCK1	P4HA1	6	0.739	0.123166666666667
ROCK1	CNTN2	5	0.909	0.1818
ROCK1	SIK1	3	0.359	0.119666666666667
ROCK1	STAT4	3	0.197	0.0656666666666667
ROCK1	NUBPL	8	0.962	0.12025
ROCK1	KCNJ9	5	0.703	0.1406
ROCK1	WDR37	5	0.576	0.1152
ROCK1	KCNH1	7	0.525	0.075
CHLE	MMP13	3	0.71	0.236666666666667
CHLE	RRN3	7	0.304	0.0434285714285714
CHLE	TWF2	4	0.512	0.128
CHLE	SFXN1	6	0.558	0.093
CHLE	FAT4	6	1.105	0.184166666666667
CHLE	SMG9	6	0.473	0.0788333333333333
