source	destinations_disconnected_to
ACE	ARL4D	PAQR4
KAPCA	ARL4D	PAQR4
NTKL	ARL4D	PAQR4
CALM	ARL4D	PAQR4
ACHA4	ARL4D	PAQR4
ANXA2	ARL4D	PAQR4
AURKB	ARL4D	PAQR4
GNAT3	ARL4D	PAQR4
CA2D1	ARL4D	PAQR4
CAH4	ARL4D	PAQR4
AK1C1	ARL4D	PAQR4
ROCK1	ARL4D	PAQR4
CHLE	ARL4D	PAQR4
J3QK85	ARL4D	PAQR4
ZAP70	ARL4D	PAQR4
UD14	ARL4D	PAQR4
S12A2	ARL4D	PAQR4
EST1A	ARL4D	PAQR4
VKOR1	ARL4D	PAQR4
XDH	ARL4D	PAQR4
ACHB4	ARL4D	PAQR4
RLP24	ARL4D	PAQR4
EDN1	ARL4D	PAQR4
GBRB3	ARL4D	PAQR4
TKT	ARL4D	PAQR4
NEU2	ARL4D	PAQR4
3HAO	ARL4D	PAQR4
RL10L	ARL4D	PAQR4
ADA1D	ARL4D	PAQR4
CANB2	ARL4D	PAQR4
KAP3	ARL4D	PAQR4
PANX1	ARL4D	PAQR4
ST2A1	ARL4D	PAQR4
UPP2	ARL4D	PAQR4
AK1D1	ARL4D	PAQR4
CAC1A	ARL4D	PAQR4
CUBN	ARL4D	PAQR4
THA	ARL4D	PAQR4
TBB5	ARL4D	PAQR4
CATA	ARL4D	PAQR4
RL3	ARL4D	PAQR4
PA2GE	ARL4D	PAQR4
HRH2	ARL4D	PAQR4
ATTY	ARL4D	PAQR4
S29A2	ARL4D	PAQR4
GBRT	ARL4D	PAQR4
ACHA3	ARL4D	PAQR4
CDK6	ARL4D	PAQR4
5HT7R	ARL4D	PAQR4
ADRB1	ARL4D	PAQR4
CP11A	ARL4D	PAQR4
CSK	ARL4D	PAQR4
5HT3A	ARL4D	PAQR4
AT12A	ARL4D	PAQR4
IOD3	ARL4D	PAQR4
PGFRA	ARL4D	PAQR4
A1AG1	ARL4D	PAQR4
TNFA	ARL4D	PAQR4
NFAC2	ARL4D	PAQR4
NOS2	ARL4D	PAQR4
5HT2B	ARL4D	PAQR4
HS90A	ARL4D	PAQR4
LCK	ARL4D	PAQR4
ADCYA	ARL4D	PAQR4
HS90B	ARL4D	PAQR4
ADA2A	ARL4D	PAQR4
CACP	ARL4D	PAQR4
RARA	ARL4D	PAQR4
PYC	ARL4D	PAQR4
CATL1	ARL4D	PAQR4
ACHA9	ARL4D	PAQR4
NH2L1	ARL4D	PAQR4
AAKB2	ARL4D	PAQR4
DCXR	ARL4D	PAQR4
CXCL7	ARL4D	PAQR4
KCNE1	ARL4D	PAQR4
B3GT4	ARL4D	PAQR4
ACES	ARL4D	PAQR4
SCNNG	ARL4D	PAQR4
HASP	ARL4D	PAQR4
MMP3	ARL4D	PAQR4
MET	ARL4D	PAQR4
AA2BR	ARL4D	PAQR4
PDE8A	ARL4D	PAQR4
5HT2C	ARL4D	PAQR4
AK1C3	ARL4D	PAQR4
OSTCN	ARL4D	PAQR4
NMD3B	ARL4D	PAQR4
CDK5	ARL4D	PAQR4
PPARA	ARL4D	PAQR4
DRD2	ARL4D	PAQR4
VGFR2	ARL4D	PAQR4
CP1A2	ARL4D	PAQR4
NGF	ARL4D	PAQR4
GBRA6	ARL4D	PAQR4
ACHA7	ARL4D	PAQR4
CP2C9	ARL4D	PAQR4
TBA1A	ARL4D	PAQR4
IL2RA	ARL4D	PAQR4
PPB1	ARL4D	PAQR4
PD2R	ARL4D	PAQR4
Q71TU5	ARL4D	PAQR4
DCE1	ARL4D	PAQR4
GBRG1	ARL4D	PAQR4
FGFR2	ARL4D	PAQR4
IMPA1	ARL4D	PAQR4
ACM2	ARL4D	PAQR4
IL8	ARL4D	PAQR4
5HT6R	ARL4D	PAQR4
KPCT	ARL4D	PAQR4
AOC1	ARL4D	PAQR4
PCNA	ARL4D	PAQR4
KSYK	ARL4D	PAQR4
CAH9	ARL4D	PAQR4
RL11	ARL4D	PAQR4
CACB3	ARL4D	PAQR4
HMDH	ARL4D	PAQR4
GBRA4	ARL4D	PAQR4
KIT	ARL4D	PAQR4
AOFA	ARL4D	PAQR4
NEP	ARL4D	PAQR4
GLYC	ARL4D	PAQR4
NCOA2	ARL4D	PAQR4
5HT1E	ARL4D	PAQR4
TBA4A	ARL4D	PAQR4
METH	ARL4D	PAQR4
LDHA	ARL4D	PAQR4
MK08	ARL4D	PAQR4
IGHG4	ARL4D	PAQR4
CP2CJ	ARL4D	PAQR4
RXRA	ARL4D	PAQR4
PA2GA	ARL4D	PAQR4
CP131	ARL4D	PAQR4
ACACB	ARL4D	PAQR4
PTHY	ARL4D	PAQR4
IL10	ARL4D	PAQR4
CAH2	ARL4D	PAQR4
OPRD	ARL4D	PAQR4
AAPK1	ARL4D	PAQR4
PDPK1	ARL4D	PAQR4
ADRB3	ARL4D	PAQR4
C11B1	ARL4D	PAQR4
GBRP	ARL4D	PAQR4
ROCK2	ARL4D	PAQR4
RL8	ARL4D	PAQR4
ADCY2	ARL4D	PAQR4
PHOP2	ARL4D	PAQR4
CAH12	ARL4D	PAQR4
S10A4	ARL4D	PAQR4
GRIK1	ARL4D	PAQR4
CBG	ARL4D	PAQR4
PRGR	ARL4D	PAQR4
HCAR2	ARL4D	PAQR4
DNMT1	ARL4D	PAQR4
PGH2	ARL4D	PAQR4
CAC1F	ARL4D	PAQR4
ADA2C	ARL4D	PAQR4
S15A1	ARL4D	PAQR4
ADA1A	ARL4D	PAQR4
A1AG2	ARL4D	PAQR4
OX1R	ARL4D	PAQR4
KCMA1	ARL4D	PAQR4
NMDE3	ARL4D	PAQR4
HIBCH	ARL4D	PAQR4
IPKA	ARL4D	PAQR4
S22AI	ARL4D	PAQR4
S29A1	ARL4D	PAQR4
HDAC1	ARL4D	PAQR4
PNPH	ARL4D	PAQR4
ADA2B	ARL4D	PAQR4
TRFL	ARL4D	PAQR4
ALBU	ARL4D	PAQR4
FMO3	ARL4D	PAQR4
PLK1	ARL4D	PAQR4
SGMR1	ARL4D	PAQR4
GUAA	ARL4D	PAQR4
QOR	ARL4D	PAQR4
GCR	ARL4D	PAQR4
CATD	ARL4D	PAQR4
MIF	ARL4D	PAQR4
HPGDS	ARL4D	PAQR4
MKNK1	ARL4D	PAQR4
P2RY2	ARL4D	PAQR4
S12A4	ARL4D	PAQR4
EGFR	ARL4D	PAQR4
NFKB1	ARL4D	PAQR4
PGFRB	ARL4D	PAQR4
ANT3	ARL4D	PAQR4
GTR1	ARL4D	PAQR4
MK10	ARL4D	PAQR4
CAMLG	ARL4D	PAQR4
HEMH	ARL4D	PAQR4
MTRR	ARL4D	PAQR4
NQO1	ARL4D	PAQR4
ACH10	ARL4D	PAQR4
FMO4	ARL4D	PAQR4
DRD5	ARL4D	PAQR4
TRY1	ARL4D	PAQR4
SCNAA	ARL4D	PAQR4
GBRG3	ARL4D	PAQR4
PDE8B	ARL4D	PAQR4
KCNA2	ARL4D	PAQR4
IFNA2	ARL4D	PAQR4
AA1R	ARL4D	PAQR4
MAPK2	ARL4D	PAQR4
PK3CD	ARL4D	PAQR4
HRH4	ARL4D	PAQR4
GBRB1	ARL4D	PAQR4
HCN2	ARL4D	PAQR4
RL26L	ARL4D	PAQR4
DMTA2	ARL4D	PAQR4
