source	dest	edges	cum_dist	avg_dist_per_edge
ACE	KLC2	5	0.94	0.188
ACE	COCH	3	0.343	0.114333333333333
ACE	PADI3	4	0.647	0.16175
ACE	IHH	3	0.225	0.075
ACE	BCAS3	3	0.21	0.07
ACE	FLRT1	4	0.333	0.08325
ACE	VPS54	5	0.734	0.1468
ACE	LHX6	4	0.246	0.0615
ACE	RBM42	4	0.65	0.1625
ACE	GSTM5	2	0.21	0.105
ACE	ZBBX	5	1.039	0.2078
ACE	KLK6	3	0.37	0.123333333333333
ACE	SNAI2	6	0.14	0.0233333333333333
ACE	MYOM2	5	0.909	0.1818
ACE	MMP26	4	0.513	0.12825
KAPCA	KLC2	4	0.695	0.17375
KAPCA	COCH	4	0.334	0.0835
KAPCA	PADI3	4	0.759	0.18975
KAPCA	IHH	4	0.233	0.05825
KAPCA	BCAS3	4	0.208	0.052
KAPCA	FLRT1	4	0.488	0.122
KAPCA	VPS54	4	0.751	0.18775
KAPCA	LHX6	3	0.263	0.0876666666666667
KAPCA	RBM42	4	0.635	0.15875
KAPCA	GSTM5	5	0.54	0.108
KAPCA	ZBBX	7	1.096	0.156571428571429
KAPCA	KLK6	3	0.482	0.160666666666667
KAPCA	SNAI2	4	0.127	0.03175
KAPCA	MYOM2	3	0.831	0.277
KAPCA	MMP26	6	0.598	0.0996666666666667
NTKL	KLC2	7	0.863	0.123285714285714
NTKL	COCH	5	0.475	0.095
NTKL	PADI3	7	0.884	0.126285714285714
NTKL	IHH	5	0.358	0.0716
NTKL	BCAS3	4	0.341	0.08525
NTKL	FLRT1	6	0.417	0.0695
NTKL	VPS54	6	0.887	0.147833333333333
NTKL	LHX6	6	0.488	0.0813333333333333
NTKL	RBM42	5	0.747	0.1494
NTKL	GSTM5	5	0.385	0.077
NTKL	ZBBX	8	1.201	0.150125
NTKL	KLK6	6	0.607	0.101166666666667
NTKL	SNAI2	5	0.272	0.0544
NTKL	MYOM2	7	0.932	0.133142857142857
NTKL	MMP26	7	0.703	0.100428571428571
CALM	KLC2	2	0.467	0.2335
CALM	COCH	2	0.231	0.1155
CALM	PADI3	4	0.722	0.1805
CALM	IHH	4	0.228	0.057
CALM	BCAS3	3	0.2	0.0666666666666667
