source	destinations_disconnected_to
ACE	VN1R1	PRR7
KAPCA	VN1R1	PRR7
NTKL	VN1R1	PRR7
CALM	VN1R1	PRR7
ACHA4	VN1R1	PRR7
ANXA2	VN1R1	PRR7
AURKB	VN1R1	PRR7
GNAT3	VN1R1	PRR7
CA2D1	VN1R1	PRR7
CAH4	VN1R1	PRR7
AK1C1	VN1R1	PRR7
ROCK1	VN1R1	PRR7
CHLE	VN1R1	PRR7
J3QK85	VN1R1	PRR7
ZAP70	VN1R1	PRR7
UD14	VN1R1	PRR7
S12A2	VN1R1	PRR7
EST1A	VN1R1	PRR7
VKOR1	VN1R1	PRR7
XDH	VN1R1	PRR7
ACHB4	VN1R1	PRR7
RLP24	VN1R1	PRR7
EDN1	VN1R1	PRR7
GBRB3	VN1R1	PRR7
TKT	VN1R1	PRR7
NEU2	VN1R1	PRR7
3HAO	VN1R1	PRR7
RL10L	VN1R1	PRR7
ADA1D	VN1R1	PRR7
CANB2	VN1R1	PRR7
KAP3	VN1R1	PRR7
PANX1	VN1R1	PRR7
ST2A1	VN1R1	PRR7
UPP2	VN1R1	PRR7
AK1D1	VN1R1	PRR7
CAC1A	VN1R1	PRR7
CUBN	VN1R1	PRR7
THA	VN1R1	PRR7
TBB5	VN1R1	PRR7
CATA	VN1R1	PRR7
RL3	VN1R1	PRR7
PA2GE	VN1R1	PRR7
HRH2	VN1R1	PRR7
ATTY	VN1R1	PRR7
S29A2	VN1R1	PRR7
GBRT	VN1R1	PRR7
ACHA3	VN1R1	PRR7
CDK6	VN1R1	PRR7
5HT7R	VN1R1	PRR7
ADRB1	VN1R1	PRR7
CP11A	VN1R1	PRR7
CSK	VN1R1	PRR7
5HT3A	VN1R1	PRR7
AT12A	VN1R1	PRR7
IOD3	VN1R1	PRR7
PGFRA	VN1R1	PRR7
A1AG1	VN1R1	PRR7
TNFA	VN1R1	PRR7
NFAC2	VN1R1	PRR7
NOS2	VN1R1	PRR7
5HT2B	VN1R1	PRR7
HS90A	VN1R1	PRR7
LCK	VN1R1	PRR7
ADCYA	VN1R1	PRR7
HS90B	VN1R1	PRR7
ADA2A	VN1R1	PRR7
CACP	VN1R1	PRR7
RARA	VN1R1	PRR7
PYC	VN1R1	PRR7
CATL1	VN1R1	PRR7
ACHA9	VN1R1	PRR7
NH2L1	VN1R1	PRR7
AAKB2	VN1R1	PRR7
DCXR	VN1R1	PRR7
CXCL7	VN1R1	PRR7
