source	destinations_disconnected_to
ACE	BAZ2B	BRD9
KAPCA	BAZ2B	BRD9
NTKL	BAZ2B	BRD9
CALM	BAZ2B	BRD9
ACHA4	BAZ2B	BRD9
ANXA2	BAZ2B	BRD9
AURKB	BAZ2B	BRD9
GNAT3	BAZ2B	BRD9
CA2D1	BAZ2B	BRD9
CAH4	BAZ2B	BRD9
AK1C1	BAZ2B	BRD9
ROCK1	BAZ2B	BRD9
CHLE	BAZ2B	BRD9
J3QK85	BAZ2B	BRD9
ZAP70	BAZ2B	BRD9
UD14	BAZ2B	BRD9
S12A2	BAZ2B	BRD9
EST1A	BAZ2B	BRD9
VKOR1	BAZ2B	BRD9
XDH	BAZ2B	BRD9
ACHB4	BAZ2B	BRD9
RLP24	BAZ2B	BRD9
EDN1	BAZ2B	BRD9
GBRB3	BAZ2B	BRD9
TKT	BAZ2B	BRD9
NEU2	BAZ2B	BRD9
3HAO	BAZ2B	BRD9
RL10L	BAZ2B	BRD9
ADA1D	BAZ2B	BRD9
CANB2	BAZ2B	BRD9
KAP3	BAZ2B	BRD9
PANX1	BAZ2B	BRD9
ST2A1	BAZ2B	BRD9
UPP2	BAZ2B	BRD9
AK1D1	BAZ2B	BRD9
CAC1A	BAZ2B	BRD9
CUBN	BAZ2B	BRD9
THA	BAZ2B	BRD9
TBB5	BAZ2B	BRD9
CATA	BAZ2B	BRD9
RL3	BAZ2B	BRD9
PA2GE	BAZ2B	BRD9
HRH2	BAZ2B	BRD9
ATTY	BAZ2B	BRD9
S29A2	BAZ2B	BRD9
GBRT	BAZ2B	BRD9
ACHA3	BAZ2B	BRD9
CDK6	BAZ2B	BRD9
5HT7R	BAZ2B	BRD9
ADRB1	BAZ2B	BRD9
CP11A	BAZ2B	BRD9
CSK	BAZ2B	BRD9
5HT3A	BAZ2B	BRD9
AT12A	BAZ2B	BRD9
IOD3	BAZ2B	BRD9
PGFRA	BAZ2B	BRD9
A1AG1	BAZ2B	BRD9
TNFA	BAZ2B	BRD9
NFAC2	BAZ2B	BRD9
NOS2	BAZ2B	BRD9
5HT2B	BAZ2B	BRD9
HS90A	BAZ2B	BRD9
LCK	BAZ2B	BRD9
ADCYA	BAZ2B	BRD9
HS90B	BAZ2B	BRD9
ADA2A	BAZ2B	BRD9
CACP	BAZ2B	BRD9
RARA	BAZ2B	BRD9
PYC	BAZ2B	BRD9
CATL1	BAZ2B	BRD9
ACHA9	BAZ2B	BRD9
NH2L1	BAZ2B	BRD9
AAKB2	BAZ2B	BRD9
DCXR	BAZ2B	BRD9
CXCL7	BAZ2B	BRD9
KCNE1	BAZ2B	BRD9
B3GT4	BAZ2B	BRD9
ACES	BAZ2B	BRD9
SCNNG	BAZ2B	BRD9
HASP	BAZ2B	BRD9
MMP3	BAZ2B	BRD9
MET	BAZ2B	BRD9
AA2BR	BAZ2B	BRD9
PDE8A	BAZ2B	BRD9
5HT2C	BAZ2B	BRD9
AK1C3	BAZ2B	BRD9
OSTCN	BAZ2B	BRD9
NMD3B	BAZ2B	BRD9
CDK5	BAZ2B	BRD9
PPARA	BAZ2B	BRD9
DRD2	BAZ2B	BRD9
VGFR2	BAZ2B	BRD9
CP1A2	BAZ2B	BRD9
NGF	BAZ2B	BRD9
GBRA6	BAZ2B	BRD9
ACHA7	BAZ2B	BRD9
CP2C9	BAZ2B	BRD9
TBA1A	BAZ2B	BRD9
IL2RA	BAZ2B	BRD9
PPB1	BAZ2B	BRD9
PD2R	BAZ2B	BRD9
Q71TU5	BAZ2B	BRD9
DCE1	BAZ2B	BRD9
GBRG1	BAZ2B	BRD9
FGFR2	BAZ2B	BRD9
IMPA1	BAZ2B	BRD9
ACM2	BAZ2B	BRD9
IL8	BAZ2B	BRD9
5HT6R	BAZ2B	BRD9
KPCT	BAZ2B	BRD9
AOC1	BAZ2B	BRD9
PCNA	BAZ2B	BRD9
KSYK	BAZ2B	BRD9
CAH9	BAZ2B	BRD9
RL11	BAZ2B	BRD9
CACB3	BAZ2B	BRD9
HMDH	BAZ2B	BRD9
GBRA4	BAZ2B	BRD9
KIT	BAZ2B	BRD9
AOFA	BAZ2B	BRD9
NEP	BAZ2B	BRD9
GLYC	BAZ2B	BRD9
NCOA2	BAZ2B	BRD9
5HT1E	BAZ2B	BRD9
TBA4A	BAZ2B	BRD9
METH	BAZ2B	BRD9
LDHA	BAZ2B	BRD9
MK08	BAZ2B	BRD9
IGHG4	BAZ2B	BRD9
CP2CJ	BAZ2B	BRD9
RXRA	BAZ2B	BRD9
PA2GA	BAZ2B	BRD9
CP131	BAZ2B	BRD9
ACACB	BAZ2B	BRD9
PTHY	BAZ2B	BRD9
IL10	BAZ2B	BRD9
CAH2	BAZ2B	BRD9
OPRD	BAZ2B	BRD9
AAPK1	BAZ2B	BRD9
PDPK1	BAZ2B	BRD9
ADRB3	BAZ2B	BRD9
C11B1	BAZ2B	BRD9
GBRP	BAZ2B	BRD9
ROCK2	BAZ2B	BRD9
RL8	BAZ2B	BRD9
ADCY2	BAZ2B	BRD9
