source	destinations_disconnected_to
ACE	TEX2	ARL4D
KAPCA	TEX2	ARL4D
NTKL	TEX2	ARL4D
CALM	TEX2	ARL4D
ACHA4	TEX2	ARL4D
ANXA2	TEX2	ARL4D
AURKB	TEX2	ARL4D
GNAT3	TEX2	ARL4D
CA2D1	TEX2	ARL4D
CAH4	TEX2	ARL4D
AK1C1	TEX2	ARL4D
ROCK1	TEX2	ARL4D
CHLE	TEX2	ARL4D
J3QK85	TEX2	ARL4D
ZAP70	TEX2	ARL4D
UD14	TEX2	ARL4D
S12A2	TEX2	ARL4D
EST1A	TEX2	ARL4D
VKOR1	TEX2	ARL4D
XDH	TEX2	ARL4D
ACHB4	TEX2	ARL4D
RLP24	TEX2	ARL4D
EDN1	TEX2	ARL4D
GBRB3	TEX2	ARL4D
TKT	TEX2	ARL4D
NEU2	TEX2	ARL4D
3HAO	TEX2	ARL4D
RL10L	TEX2	ARL4D
ADA1D	TEX2	ARL4D
CANB2	TEX2	ARL4D
KAP3	TEX2	ARL4D
PANX1	TEX2	ARL4D
ST2A1	TEX2	ARL4D
UPP2	TEX2	ARL4D
AK1D1	TEX2	ARL4D
CAC1A	TEX2	ARL4D
CUBN	TEX2	ARL4D
THA	TEX2	ARL4D
TBB5	TEX2	ARL4D
CATA	TEX2	ARL4D
RL3	TEX2	ARL4D
PA2GE	TEX2	ARL4D
HRH2	TEX2	ARL4D
ATTY	TEX2	ARL4D
S29A2	TEX2	ARL4D
GBRT	TEX2	ARL4D
ACHA3	TEX2	ARL4D
CDK6	TEX2	ARL4D
5HT7R	TEX2	ARL4D
ADRB1	TEX2	ARL4D
CP11A	TEX2	ARL4D
CSK	TEX2	ARL4D
5HT3A	TEX2	ARL4D
AT12A	TEX2	ARL4D
IOD3	TEX2	ARL4D
PGFRA	TEX2	ARL4D
A1AG1	TEX2	ARL4D
TNFA	TEX2	ARL4D
NFAC2	TEX2	ARL4D
NOS2	TEX2	ARL4D
5HT2B	TEX2	ARL4D
HS90A	TEX2	ARL4D
LCK	TEX2	ARL4D
ADCYA	TEX2	ARL4D
HS90B	TEX2	ARL4D
ADA2A	TEX2	ARL4D
CACP	TEX2	ARL4D
RARA	TEX2	ARL4D
PYC	TEX2	ARL4D
CATL1	TEX2	ARL4D
ACHA9	TEX2	ARL4D
NH2L1	TEX2	ARL4D
AAKB2	TEX2	ARL4D
DCXR	TEX2	ARL4D
CXCL7	TEX2	ARL4D
KCNE1	TEX2	ARL4D
B3GT4	TEX2	ARL4D
ACES	TEX2	ARL4D
SCNNG	TEX2	ARL4D
HASP	TEX2	ARL4D
MMP3	TEX2	ARL4D
MET	TEX2	ARL4D
AA2BR	TEX2	ARL4D
PDE8A	TEX2	ARL4D
5HT2C	TEX2	ARL4D
AK1C3	TEX2	ARL4D
OSTCN	TEX2	ARL4D
NMD3B	TEX2	ARL4D
CDK5	TEX2	ARL4D
PPARA	TEX2	ARL4D
DRD2	TEX2	ARL4D
VGFR2	TEX2	ARL4D
CP1A2	TEX2	ARL4D
NGF	TEX2	ARL4D
GBRA6	TEX2	ARL4D
ACHA7	TEX2	ARL4D
CP2C9	TEX2	ARL4D
TBA1A	TEX2	ARL4D
IL2RA	TEX2	ARL4D
PPB1	TEX2	ARL4D
PD2R	TEX2	ARL4D
Q71TU5	TEX2	ARL4D
DCE1	TEX2	ARL4D
GBRG1	TEX2	ARL4D
FGFR2	TEX2	ARL4D
IMPA1	TEX2	ARL4D
ACM2	TEX2	ARL4D
IL8	TEX2	ARL4D
5HT6R	TEX2	ARL4D
KPCT	TEX2	ARL4D
AOC1	TEX2	ARL4D
PCNA	TEX2	ARL4D
KSYK	TEX2	ARL4D
CAH9	TEX2	ARL4D
RL11	TEX2	ARL4D
CACB3	TEX2	ARL4D
HMDH	TEX2	ARL4D
GBRA4	TEX2	ARL4D
KIT	TEX2	ARL4D
AOFA	TEX2	ARL4D
NEP	TEX2	ARL4D
GLYC	TEX2	ARL4D
NCOA2	TEX2	ARL4D
5HT1E	TEX2	ARL4D
TBA4A	TEX2	ARL4D
METH	TEX2	ARL4D
LDHA	TEX2	ARL4D
MK08	TEX2	ARL4D
IGHG4	TEX2	ARL4D
CP2CJ	TEX2	ARL4D
RXRA	TEX2	ARL4D
PA2GA	TEX2	ARL4D
CP131	TEX2	ARL4D
ACACB	TEX2	ARL4D
PTHY	TEX2	ARL4D
IL10	TEX2	ARL4D
CAH2	TEX2	ARL4D
OPRD	TEX2	ARL4D
AAPK1	TEX2	ARL4D
PDPK1	TEX2	ARL4D
ADRB3	TEX2	ARL4D
C11B1	TEX2	ARL4D
GBRP	TEX2	ARL4D
ROCK2	TEX2	ARL4D
RL8	TEX2	ARL4D
ADCY2	TEX2	ARL4D
PHOP2	TEX2	ARL4D
CAH12	TEX2	ARL4D
S10A4	TEX2	ARL4D
GRIK1	TEX2	ARL4D
CBG	TEX2	ARL4D
PRGR	TEX2	ARL4D
HCAR2	TEX2	ARL4D
DNMT1	TEX2	ARL4D
PGH2	TEX2	ARL4D
CAC1F	TEX2	ARL4D
ADA2C	TEX2	ARL4D
S15A1	TEX2	ARL4D
ADA1A	TEX2	ARL4D
A1AG2	TEX2	ARL4D
OX1R	TEX2	ARL4D
KCMA1	TEX2	ARL4D
NMDE3	TEX2	ARL4D
HIBCH	TEX2	ARL4D
IPKA	TEX2	ARL4D
S22AI	TEX2	ARL4D
S29A1	TEX2	ARL4D
HDAC1	TEX2	ARL4D
PNPH	TEX2	ARL4D
ADA2B	TEX2	ARL4D
TRFL	TEX2	ARL4D
ALBU	TEX2	ARL4D
FMO3	TEX2	ARL4D
PLK1	TEX2	ARL4D
SGMR1	TEX2	ARL4D
GUAA	TEX2	ARL4D
QOR	TEX2	ARL4D
GCR	TEX2	ARL4D
CATD	TEX2	ARL4D
MIF	TEX2	ARL4D
HPGDS	TEX2	ARL4D
MKNK1	TEX2	ARL4D
P2RY2	TEX2	ARL4D
S12A4	TEX2	ARL4D
EGFR	TEX2	ARL4D
NFKB1	TEX2	ARL4D
PGFRB	TEX2	ARL4D
ANT3	TEX2	ARL4D
GTR1	TEX2	ARL4D
MK10	TEX2	ARL4D
CAMLG	TEX2	ARL4D
HEMH	TEX2	ARL4D
MTRR	TEX2	ARL4D
NQO1	TEX2	ARL4D
ACH10	TEX2	ARL4D
FMO4	TEX2	ARL4D
DRD5	TEX2	ARL4D
TRY1	TEX2	ARL4D
SCNAA	TEX2	ARL4D
GBRG3	TEX2	ARL4D
PDE8B	TEX2	ARL4D
KCNA2	TEX2	ARL4D
IFNA2	TEX2	ARL4D
AA1R	TEX2	ARL4D
MAPK2	TEX2	ARL4D
PK3CD	TEX2	ARL4D
HRH4	TEX2	ARL4D
GBRB1	TEX2	ARL4D
HCN2	TEX2	ARL4D
RL26L	TEX2	ARL4D
DMTA2	TEX2	ARL4D
6PGD	TEX2	ARL4D
GRP78	TEX2	ARL4D
PSIP1	TEX2	ARL4D
AT1A4	TEX2	ARL4D
GLR	TEX2	ARL4D
OPRK	TEX2	ARL4D
ATPB	TEX2	ARL4D
STMN4	TEX2	ARL4D
CACB2	TEX2	ARL4D
NMDZ1	TEX2	ARL4D
SC6A3	TEX2	ARL4D
ST2B1	TEX2	ARL4D
TBG1	TEX2	ARL4D
ESR1	TEX2	ARL4D
CREB1	TEX2	ARL4D
5HT1B	TEX2	ARL4D
ERBB2	TEX2	ARL4D
HDAC7	TEX2	ARL4D
KCC1B	TEX2	ARL4D
TBD	TEX2	ARL4D
TOP2B	TEX2	ARL4D
3BHS1	TEX2	ARL4D
ATP4A	TEX2	ARL4D
LOX5	TEX2	ARL4D
UD3A1	TEX2	ARL4D
BDNF	TEX2	ARL4D
GBRA1	TEX2	ARL4D
FOS	TEX2	ARL4D
SHBG	TEX2	ARL4D
ODP2	TEX2	ARL4D
ABCA1	TEX2	ARL4D
DYR	TEX2	ARL4D
P85A	TEX2	ARL4D
SIR1	TEX2	ARL4D
MTHR	TEX2	ARL4D
ADCL2	TEX2	ARL4D
IBP3	TEX2	ARL4D
DDR1	TEX2	ARL4D
CP46A	TEX2	ARL4D
SCN2A	TEX2	ARL4D
IL4	TEX2	ARL4D
NPS	TEX2	ARL4D
NMDE1	TEX2	ARL4D
AOFB	TEX2	ARL4D
RL13A	TEX2	ARL4D
S22A2	TEX2	ARL4D
CALY	TEX2	ARL4D
S12A5	TEX2	ARL4D
PK3CA	TEX2	ARL4D
PDE4D	TEX2	ARL4D
KIF11	TEX2	ARL4D
NR1I2	TEX2	ARL4D
NISCH	TEX2	ARL4D
NFKB2	TEX2	ARL4D
ITK	TEX2	ARL4D
PPIA	TEX2	ARL4D
MMAA	TEX2	ARL4D
PA24A	TEX2	ARL4D
HYES	TEX2	ARL4D
CP2C8	TEX2	ARL4D
CAC1D	TEX2	ARL4D
SCNNA	TEX2	ARL4D
DRD3	TEX2	ARL4D
IOD1	TEX2	ARL4D
AAKB1	TEX2	ARL4D
ARY2	TEX2	ARL4D
DOPO	TEX2	ARL4D
PDE3A	TEX2	ARL4D
TR10B	TEX2	ARL4D
ADA1B	TEX2	ARL4D
C9JK77	TEX2	ARL4D
MYLK3	TEX2	ARL4D
PDE1B	TEX2	ARL4D
MYH9	TEX2	ARL4D
TRI15	TEX2	ARL4D
HPRT	TEX2	ARL4D
ADRB2	TEX2	ARL4D
LIPL	TEX2	ARL4D
MDR1	TEX2	ARL4D
5HT1A	TEX2	ARL4D
CP19A	TEX2	ARL4D
ARY1	TEX2	ARL4D
5HT2A	TEX2	ARL4D
G6PD	TEX2	ARL4D
PYRD	TEX2	ARL4D
GBRB2	TEX2	ARL4D
IKBA	TEX2	ARL4D
THRB	TEX2	ARL4D
GPX1	TEX2	ARL4D
TNNC2	TEX2	ARL4D
S22AB	TEX2	ARL4D
PDE5A	TEX2	ARL4D
TGFB1	TEX2	ARL4D
TOP2A	TEX2	ARL4D
RL23	TEX2	ARL4D
PDK3	TEX2	ARL4D
EDNRA	TEX2	ARL4D
TF65	TEX2	ARL4D
KAP0	TEX2	ARL4D
PPIF	TEX2	ARL4D
RL15	TEX2	ARL4D
KCNH2	TEX2	ARL4D
PDE4C	TEX2	ARL4D
ABCC8	TEX2	ARL4D
J3KPA4	TEX2	ARL4D
HDAC8	TEX2	ARL4D
GBRD	TEX2	ARL4D
CCKN	TEX2	ARL4D
ADCY5	TEX2	ARL4D
ATPA	TEX2	ARL4D
ATPG	TEX2	ARL4D
CAC1G	TEX2	ARL4D
LDHB	TEX2	ARL4D
JUN	TEX2	ARL4D
CSF1R	TEX2	ARL4D
UD19	TEX2	ARL4D
ATF6A	TEX2	ARL4D
RL19	TEX2	ARL4D
ST17B	TEX2	ARL4D
ABL1	TEX2	ARL4D
PHOP1	TEX2	ARL4D
SC6A4	TEX2	ARL4D
S22A6	TEX2	ARL4D
GRIK2	TEX2	ARL4D
ACM3	TEX2	ARL4D
RYR1	TEX2	ARL4D
S23IP	TEX2	ARL4D
CRBN	TEX2	ARL4D
MUTA	TEX2	ARL4D
ARGI1	TEX2	ARL4D
AA3R	TEX2	ARL4D
GBRA5	TEX2	ARL4D
CAH6	TEX2	ARL4D
FAK1	TEX2	ARL4D
SCNND	TEX2	ARL4D
CASP8	TEX2	ARL4D
SYRC	TEX2	ARL4D
CP3A4	TEX2	ARL4D
A4	TEX2	ARL4D
MRP1	TEX2	ARL4D
KCNN4	TEX2	ARL4D
PDE7A	TEX2	ARL4D
SCN4A	TEX2	ARL4D
CACB1	TEX2	ARL4D
DHI1	TEX2	ARL4D
PDIA1	TEX2	ARL4D
LRP2	TEX2	ARL4D
ESR2	TEX2	ARL4D
SCNNB	TEX2	ARL4D
NMDE4	TEX2	ARL4D
TY3H	TEX2	ARL4D
SOAT1	TEX2	ARL4D
NMD3A	TEX2	ARL4D
ASM	TEX2	ARL4D
S12A1	TEX2	ARL4D
CP1A1	TEX2	ARL4D
INSR2	TEX2	ARL4D
NCOA1	TEX2	ARL4D
TBE	TEX2	ARL4D
ITAL	TEX2	ARL4D
PPARG	TEX2	ARL4D
GSK3B	TEX2	ARL4D
CAC1I	TEX2	ARL4D
THB	TEX2	ARL4D
KLK3	TEX2	ARL4D
GBRA2	TEX2	ARL4D
TBB4B	TEX2	ARL4D
DRD4	TEX2	ARL4D
CLIC1	TEX2	ARL4D
GBRE	TEX2	ARL4D
RHOA	TEX2	ARL4D
