source	destinations_disconnected_to
ACE	ULK4
KAPCA	ULK4
NTKL	ULK4
CALM	ULK4
ACHA4	ULK4
ANXA2	ULK4
AURKB	ULK4
GNAT3	ULK4
CA2D1	ULK4
CAH4	ULK4
AK1C1	ULK4
ROCK1	ULK4
CHLE	ULK4
J3QK85	ULK4
ZAP70	ULK4
UD14	ULK4
S12A2	ULK4
EST1A	ULK4
VKOR1	ULK4
XDH	ULK4
ACHB4	ULK4
RLP24	ULK4
EDN1	ULK4
GBRB3	ULK4
TKT	ULK4
NEU2	ULK4
3HAO	ULK4
RL10L	ULK4
ADA1D	ULK4
CANB2	ULK4
KAP3	ULK4
PANX1	ULK4
ST2A1	ULK4
UPP2	ULK4
AK1D1	ULK4
CAC1A	ULK4
CUBN	ULK4
THA	ULK4
TBB5	ULK4
CATA	ULK4
RL3	ULK4
PA2GE	ULK4
HRH2	ULK4
ATTY	ULK4
S29A2	ULK4
GBRT	ULK4
ACHA3	ULK4
CDK6	ULK4
5HT7R	ULK4
ADRB1	ULK4
CP11A	ULK4
CSK	ULK4
5HT3A	ULK4
AT12A	ULK4
IOD3	ULK4
PGFRA	ULK4
A1AG1	ULK4
TNFA	ULK4
NFAC2	ULK4
NOS2	ULK4
5HT2B	ULK4
HS90A	ULK4
LCK	ULK4
ADCYA	ULK4
HS90B	ULK4
ADA2A	ULK4
CACP	ULK4
RARA	ULK4
PYC	ULK4
CATL1	ULK4
ACHA9	ULK4
NH2L1	ULK4
AAKB2	ULK4
DCXR	ULK4
CXCL7	ULK4
KCNE1	ULK4
B3GT4	ULK4
ACES	ULK4
SCNNG	ULK4
HASP	ULK4
MMP3	ULK4
MET	ULK4
AA2BR	ULK4
PDE8A	ULK4
5HT2C	ULK4
AK1C3	ULK4
OSTCN	ULK4
NMD3B	ULK4
CDK5	ULK4
PPARA	ULK4
DRD2	ULK4
VGFR2	ULK4
CP1A2	ULK4
NGF	ULK4
GBRA6	ULK4
ACHA7	ULK4
CP2C9	ULK4
TBA1A	ULK4
IL2RA	ULK4
PPB1	ULK4
PD2R	ULK4
Q71TU5	ULK4
DCE1	ULK4
GBRG1	ULK4
FGFR2	ULK4
IMPA1	ULK4
ACM2	ULK4
IL8	ULK4
5HT6R	ULK4
KPCT	ULK4
AOC1	ULK4
PCNA	ULK4
KSYK	ULK4
CAH9	ULK4
RL11	ULK4
CACB3	ULK4
HMDH	ULK4
GBRA4	ULK4
KIT	ULK4
AOFA	ULK4
NEP	ULK4
GLYC	ULK4
NCOA2	ULK4
5HT1E	ULK4
TBA4A	ULK4
METH	ULK4
LDHA	ULK4
MK08	ULK4
IGHG4	ULK4
CP2CJ	ULK4
RXRA	ULK4
PA2GA	ULK4
CP131	ULK4
ACACB	ULK4
PTHY	ULK4
IL10	ULK4
CAH2	ULK4
OPRD	ULK4
AAPK1	ULK4
PDPK1	ULK4
ADRB3	ULK4
C11B1	ULK4
GBRP	ULK4
ROCK2	ULK4
RL8	ULK4
ADCY2	ULK4
PHOP2	ULK4
CAH12	ULK4
S10A4	ULK4
GRIK1	ULK4
CBG	ULK4
PRGR	ULK4
HCAR2	ULK4
DNMT1	ULK4
PGH2	ULK4
CAC1F	ULK4
ADA2C	ULK4
S15A1	ULK4
ADA1A	ULK4
A1AG2	ULK4
OX1R	ULK4
KCMA1	ULK4
NMDE3	ULK4
HIBCH	ULK4
IPKA	ULK4
S22AI	ULK4
S29A1	ULK4
HDAC1	ULK4
PNPH	ULK4
ADA2B	ULK4
TRFL	ULK4
ALBU	ULK4
FMO3	ULK4
PLK1	ULK4
SGMR1	ULK4
GUAA	ULK4
QOR	ULK4
GCR	ULK4
CATD	ULK4
MIF	ULK4
HPGDS	ULK4
MKNK1	ULK4
P2RY2	ULK4
S12A4	ULK4
EGFR	ULK4
NFKB1	ULK4
PGFRB	ULK4
ANT3	ULK4
GTR1	ULK4
MK10	ULK4
