source	destinations_disconnected_to
ACE	BRD9	PTCD2
KAPCA	BRD9	PTCD2
NTKL	BRD9	PTCD2
CALM	BRD9	PTCD2
ACHA4	BRD9	PTCD2
ANXA2	BRD9	PTCD2
AURKB	BRD9	PTCD2
GNAT3	BRD9	PTCD2
CA2D1	BRD9	PTCD2
CAH4	BRD9	PTCD2
AK1C1	BRD9	PTCD2
ROCK1	BRD9	PTCD2
CHLE	BRD9	PTCD2
J3QK85	BRD9	PTCD2
ZAP70	BRD9	PTCD2
UD14	BRD9	PTCD2
S12A2	BRD9	PTCD2
EST1A	BRD9	PTCD2
VKOR1	BRD9	PTCD2
XDH	BRD9	PTCD2
ACHB4	BRD9	PTCD2
RLP24	BRD9	PTCD2
EDN1	BRD9	PTCD2
GBRB3	BRD9	PTCD2
TKT	BRD9	PTCD2
NEU2	BRD9	PTCD2
3HAO	BRD9	PTCD2
RL10L	BRD9	PTCD2
ADA1D	BRD9	PTCD2
CANB2	BRD9	PTCD2
KAP3	BRD9	PTCD2
PANX1	BRD9	PTCD2
ST2A1	BRD9	PTCD2
UPP2	BRD9	PTCD2
AK1D1	BRD9	PTCD2
CAC1A	BRD9	PTCD2
CUBN	BRD9	PTCD2
THA	BRD9	PTCD2
TBB5	BRD9	PTCD2
CATA	BRD9	PTCD2
RL3	BRD9	PTCD2
PA2GE	BRD9	PTCD2
HRH2	BRD9	PTCD2
ATTY	BRD9	PTCD2
S29A2	BRD9	PTCD2
GBRT	BRD9	PTCD2
ACHA3	BRD9	PTCD2
CDK6	BRD9	PTCD2
5HT7R	BRD9	PTCD2
ADRB1	BRD9	PTCD2
CP11A	BRD9	PTCD2
CSK	BRD9	PTCD2
5HT3A	BRD9	PTCD2
AT12A	BRD9	PTCD2
IOD3	BRD9	PTCD2
PGFRA	BRD9	PTCD2
A1AG1	BRD9	PTCD2
TNFA	BRD9	PTCD2
NFAC2	BRD9	PTCD2
NOS2	BRD9	PTCD2
5HT2B	BRD9	PTCD2
HS90A	BRD9	PTCD2
LCK	BRD9	PTCD2
ADCYA	BRD9	PTCD2
HS90B	BRD9	PTCD2
ADA2A	BRD9	PTCD2
CACP	BRD9	PTCD2
RARA	BRD9	PTCD2
PYC	BRD9	PTCD2
CATL1	BRD9	PTCD2
ACHA9	BRD9	PTCD2
NH2L1	BRD9	PTCD2
AAKB2	BRD9	PTCD2
DCXR	BRD9	PTCD2
CXCL7	BRD9	PTCD2
KCNE1	BRD9	PTCD2
B3GT4	BRD9	PTCD2
ACES	BRD9	PTCD2
SCNNG	BRD9	PTCD2
HASP	BRD9	PTCD2
MMP3	BRD9	PTCD2
MET	BRD9	PTCD2
AA2BR	BRD9	PTCD2
PDE8A	BRD9	PTCD2
5HT2C	BRD9	PTCD2
AK1C3	BRD9	PTCD2
OSTCN	BRD9	PTCD2
NMD3B	BRD9	PTCD2
CDK5	BRD9	PTCD2
PPARA	BRD9	PTCD2
DRD2	BRD9	PTCD2
VGFR2	BRD9	PTCD2
CP1A2	BRD9	PTCD2
NGF	BRD9	PTCD2
GBRA6	BRD9	PTCD2
