source	destinations_disconnected_to
ACE	PAQR4
KAPCA	PAQR4
NTKL	PAQR4
CALM	PAQR4
ACHA4	PAQR4
ANXA2	PAQR4
AURKB	PAQR4
GNAT3	PAQR4
CA2D1	PAQR4
CAH4	PAQR4
AK1C1	PAQR4
ROCK1	PAQR4
CHLE	PAQR4
J3QK85	PAQR4
ZAP70	PAQR4
UD14	PAQR4
S12A2	PAQR4
EST1A	PAQR4
VKOR1	PAQR4
XDH	PAQR4
ACHB4	PAQR4
RLP24	PAQR4
EDN1	PAQR4
GBRB3	PAQR4
TKT	PAQR4
NEU2	PAQR4
3HAO	PAQR4
RL10L	PAQR4
ADA1D	PAQR4
CANB2	PAQR4
KAP3	PAQR4
PANX1	PAQR4
ST2A1	PAQR4
UPP2	PAQR4
AK1D1	PAQR4
CAC1A	PAQR4
CUBN	PAQR4
THA	PAQR4
TBB5	PAQR4
CATA	PAQR4
RL3	PAQR4
PA2GE	PAQR4
HRH2	PAQR4
ATTY	PAQR4
S29A2	PAQR4
GBRT	PAQR4
ACHA3	PAQR4
CDK6	PAQR4
5HT7R	PAQR4
ADRB1	PAQR4
CP11A	PAQR4
CSK	PAQR4
5HT3A	PAQR4
AT12A	PAQR4
IOD3	PAQR4
PGFRA	PAQR4
A1AG1	PAQR4
TNFA	PAQR4
NFAC2	PAQR4
NOS2	PAQR4
5HT2B	PAQR4
HS90A	PAQR4
LCK	PAQR4
ADCYA	PAQR4
HS90B	PAQR4
ADA2A	PAQR4
CACP	PAQR4
RARA	PAQR4
PYC	PAQR4
CATL1	PAQR4
ACHA9	PAQR4
NH2L1	PAQR4
AAKB2	PAQR4
DCXR	PAQR4
CXCL7	PAQR4
KCNE1	PAQR4
B3GT4	PAQR4
ACES	PAQR4
SCNNG	PAQR4
HASP	PAQR4
MMP3	PAQR4
MET	PAQR4
AA2BR	PAQR4
PDE8A	PAQR4
5HT2C	PAQR4
AK1C3	PAQR4
OSTCN	PAQR4
NMD3B	PAQR4
CDK5	PAQR4
PPARA	PAQR4
DRD2	PAQR4
VGFR2	PAQR4
CP1A2	PAQR4
NGF	PAQR4
GBRA6	PAQR4
ACHA7	PAQR4
CP2C9	PAQR4
TBA1A	PAQR4
IL2RA	PAQR4
PPB1	PAQR4
PD2R	PAQR4
Q71TU5	PAQR4
DCE1	PAQR4
GBRG1	PAQR4
FGFR2	PAQR4
IMPA1	PAQR4
ACM2	PAQR4
IL8	PAQR4
5HT6R	PAQR4
KPCT	PAQR4
AOC1	PAQR4
PCNA	PAQR4
KSYK	PAQR4
CAH9	PAQR4
RL11	PAQR4
CACB3	PAQR4
HMDH	PAQR4
GBRA4	PAQR4
KIT	PAQR4
AOFA	PAQR4
NEP	PAQR4
GLYC	PAQR4
NCOA2	PAQR4
5HT1E	PAQR4
TBA4A	PAQR4
METH	PAQR4
LDHA	PAQR4
MK08	PAQR4
IGHG4	PAQR4
CP2CJ	PAQR4
RXRA	PAQR4
PA2GA	PAQR4
CP131	PAQR4
ACACB	PAQR4
PTHY	PAQR4
IL10	PAQR4
CAH2	PAQR4
OPRD	PAQR4
AAPK1	PAQR4
