source	destinations_disconnected_to
ACE	RAI14	ARL4D
KAPCA	RAI14	ARL4D
NTKL	RAI14	ARL4D
CALM	RAI14	ARL4D
ACHA4	RAI14	ARL4D
ANXA2	RAI14	ARL4D
AURKB	RAI14	ARL4D
GNAT3	RAI14	ARL4D
CA2D1	RAI14	ARL4D
CAH4	RAI14	ARL4D
AK1C1	RAI14	ARL4D
ROCK1	RAI14	ARL4D
CHLE	RAI14	ARL4D
J3QK85	RAI14	ARL4D
ZAP70	RAI14	ARL4D
UD14	RAI14	ARL4D
S12A2	RAI14	ARL4D
EST1A	RAI14	ARL4D
VKOR1	RAI14	ARL4D
XDH	RAI14	ARL4D
ACHB4	RAI14	ARL4D
RLP24	RAI14	ARL4D
EDN1	RAI14	ARL4D
GBRB3	RAI14	ARL4D
TKT	RAI14	ARL4D
NEU2	RAI14	ARL4D
3HAO	RAI14	ARL4D
RL10L	RAI14	ARL4D
ADA1D	RAI14	ARL4D
CANB2	RAI14	ARL4D
KAP3	RAI14	ARL4D
PANX1	RAI14	ARL4D
ST2A1	RAI14	ARL4D
UPP2	RAI14	ARL4D
AK1D1	RAI14	ARL4D
CAC1A	RAI14	ARL4D
CUBN	RAI14	ARL4D
THA	RAI14	ARL4D
TBB5	RAI14	ARL4D
CATA	RAI14	ARL4D
RL3	RAI14	ARL4D
PA2GE	RAI14	ARL4D
HRH2	RAI14	ARL4D
ATTY	RAI14	ARL4D
S29A2	RAI14	ARL4D
GBRT	RAI14	ARL4D
ACHA3	RAI14	ARL4D
CDK6	RAI14	ARL4D
5HT7R	RAI14	ARL4D
ADRB1	RAI14	ARL4D
CP11A	RAI14	ARL4D
CSK	RAI14	ARL4D
5HT3A	RAI14	ARL4D
AT12A	RAI14	ARL4D
IOD3	RAI14	ARL4D
PGFRA	RAI14	ARL4D
A1AG1	RAI14	ARL4D
TNFA	RAI14	ARL4D
NFAC2	RAI14	ARL4D
NOS2	RAI14	ARL4D
5HT2B	RAI14	ARL4D
HS90A	RAI14	ARL4D
LCK	RAI14	ARL4D
ADCYA	RAI14	ARL4D
HS90B	RAI14	ARL4D
ADA2A	RAI14	ARL4D
CACP	RAI14	ARL4D
RARA	RAI14	ARL4D
PYC	RAI14	ARL4D
CATL1	RAI14	ARL4D
ACHA9	RAI14	ARL4D
NH2L1	RAI14	ARL4D
AAKB2	RAI14	ARL4D
DCXR	RAI14	ARL4D
CXCL7	RAI14	ARL4D
KCNE1	RAI14	ARL4D
B3GT4	RAI14	ARL4D
ACES	RAI14	ARL4D
SCNNG	RAI14	ARL4D
HASP	RAI14	ARL4D
MMP3	RAI14	ARL4D
MET	RAI14	ARL4D
AA2BR	RAI14	ARL4D
PDE8A	RAI14	ARL4D
5HT2C	RAI14	ARL4D
AK1C3	RAI14	ARL4D
OSTCN	RAI14	ARL4D
NMD3B	RAI14	ARL4D
CDK5	RAI14	ARL4D
PPARA	RAI14	ARL4D
DRD2	RAI14	ARL4D
VGFR2	RAI14	ARL4D
CP1A2	RAI14	ARL4D
NGF	RAI14	ARL4D
GBRA6	RAI14	ARL4D
ACHA7	RAI14	ARL4D
CP2C9	RAI14	ARL4D
TBA1A	RAI14	ARL4D
IL2RA	RAI14	ARL4D
PPB1	RAI14	ARL4D
PD2R	RAI14	ARL4D
Q71TU5	RAI14	ARL4D
DCE1	RAI14	ARL4D
GBRG1	RAI14	ARL4D
FGFR2	RAI14	ARL4D
IMPA1	RAI14	ARL4D
ACM2	RAI14	ARL4D
IL8	RAI14	ARL4D
5HT6R	RAI14	ARL4D
KPCT	RAI14	ARL4D
AOC1	RAI14	ARL4D
PCNA	RAI14	ARL4D
KSYK	RAI14	ARL4D
CAH9	RAI14	ARL4D
RL11	RAI14	ARL4D
CACB3	RAI14	ARL4D
HMDH	RAI14	ARL4D
GBRA4	RAI14	ARL4D
KIT	RAI14	ARL4D
AOFA	RAI14	ARL4D
NEP	RAI14	ARL4D
GLYC	RAI14	ARL4D
NCOA2	RAI14	ARL4D
5HT1E	RAI14	ARL4D
TBA4A	RAI14	ARL4D
METH	RAI14	ARL4D
LDHA	RAI14	ARL4D
MK08	RAI14	ARL4D
IGHG4	RAI14	ARL4D
