source	destinations_disconnected_to
ACE	COQ3	COQ4
KAPCA	COQ3	COQ4
NTKL	COQ3	COQ4
CALM	COQ3	COQ4
ACHA4	COQ3	COQ4
ANXA2	COQ3	COQ4
AURKB	COQ3	COQ4
GNAT3	COQ3	COQ4
CA2D1	COQ3	COQ4
CAH4	COQ3	COQ4
AK1C1	COQ3	COQ4
ROCK1	COQ3	COQ4
CHLE	COQ3	COQ4
J3QK85	COQ3	COQ4
ZAP70	COQ3	COQ4
UD14	COQ3	COQ4
S12A2	COQ3	COQ4
EST1A	COQ3	COQ4
VKOR1	COQ3	COQ4
XDH	COQ3	COQ4
ACHB4	COQ3	COQ4
RLP24	COQ3	COQ4
EDN1	COQ3	COQ4
GBRB3	COQ3	COQ4
TKT	COQ3	COQ4
NEU2	COQ3	COQ4
3HAO	COQ3	COQ4
RL10L	COQ3	COQ4
ADA1D	COQ3	COQ4
CANB2	COQ3	COQ4
KAP3	COQ3	COQ4
PANX1	COQ3	COQ4
ST2A1	COQ3	COQ4
UPP2	COQ3	COQ4
AK1D1	COQ3	COQ4
CAC1A	COQ3	COQ4
CUBN	COQ3	COQ4
THA	COQ3	COQ4
TBB5	COQ3	COQ4
CATA	COQ3	COQ4
RL3	COQ3	COQ4
PA2GE	COQ3	COQ4
HRH2	COQ3	COQ4
ATTY	COQ3	COQ4
S29A2	COQ3	COQ4
GBRT	COQ3	COQ4
ACHA3	COQ3	COQ4
CDK6	COQ3	COQ4
5HT7R	COQ3	COQ4
ADRB1	COQ3	COQ4
CP11A	COQ3	COQ4
CSK	COQ3	COQ4
5HT3A	COQ3	COQ4
AT12A	COQ3	COQ4
IOD3	COQ3	COQ4
PGFRA	COQ3	COQ4
A1AG1	COQ3	COQ4
TNFA	COQ3	COQ4
NFAC2	COQ3	COQ4
NOS2	COQ3	COQ4
5HT2B	COQ3	COQ4
HS90A	COQ3	COQ4
LCK	COQ3	COQ4
ADCYA	COQ3	COQ4
HS90B	COQ3	COQ4
ADA2A	COQ3	COQ4
CACP	COQ3	COQ4
RARA	COQ3	COQ4
PYC	COQ3	COQ4
CATL1	COQ3	COQ4
ACHA9	COQ3	COQ4
NH2L1	COQ3	COQ4
AAKB2	COQ3	COQ4
DCXR	COQ3	COQ4
CXCL7	COQ3	COQ4
KCNE1	COQ3	COQ4
B3GT4	COQ3	COQ4
ACES	COQ3	COQ4
SCNNG	COQ3	COQ4
HASP	COQ3	COQ4
MMP3	COQ3	COQ4
MET	COQ3	COQ4
AA2BR	COQ3	COQ4
PDE8A	COQ3	COQ4
5HT2C	COQ3	COQ4
AK1C3	COQ3	COQ4
OSTCN	COQ3	COQ4
NMD3B	COQ3	COQ4
CDK5	COQ3	COQ4
PPARA	COQ3	COQ4
DRD2	COQ3	COQ4
VGFR2	COQ3	COQ4
CP1A2	COQ3	COQ4
NGF	COQ3	COQ4
GBRA6	COQ3	COQ4
ACHA7	COQ3	COQ4
CP2C9	COQ3	COQ4
TBA1A	COQ3	COQ4
IL2RA	COQ3	COQ4
PPB1	COQ3	COQ4
PD2R	COQ3	COQ4
Q71TU5	COQ3	COQ4
DCE1	COQ3	COQ4
GBRG1	COQ3	COQ4
FGFR2	COQ3	COQ4
IMPA1	COQ3	COQ4
ACM2	COQ3	COQ4
IL8	COQ3	COQ4
5HT6R	COQ3	COQ4
KPCT	COQ3	COQ4
AOC1	COQ3	COQ4
PCNA	COQ3	COQ4
KSYK	COQ3	COQ4
CAH9	COQ3	COQ4
RL11	COQ3	COQ4
CACB3	COQ3	COQ4
HMDH	COQ3	COQ4
GBRA4	COQ3	COQ4
KIT	COQ3	COQ4
AOFA	COQ3	COQ4
NEP	COQ3	COQ4
GLYC	COQ3	COQ4
NCOA2	COQ3	COQ4
5HT1E	COQ3	COQ4
TBA4A	COQ3	COQ4
METH	COQ3	COQ4
LDHA	COQ3	COQ4
MK08	COQ3	COQ4
IGHG4	COQ3	COQ4
CP2CJ	COQ3	COQ4
RXRA	COQ3	COQ4
PA2GA	COQ3	COQ4
CP131	COQ3	COQ4
ACACB	COQ3	COQ4
PTHY	COQ3	COQ4
IL10	COQ3	COQ4
CAH2	COQ3	COQ4
OPRD	COQ3	COQ4
AAPK1	COQ3	COQ4
PDPK1	COQ3	COQ4
ADRB3	COQ3	COQ4
C11B1	COQ3	COQ4
GBRP	COQ3	COQ4
ROCK2	COQ3	COQ4
RL8	COQ3	COQ4
ADCY2	COQ3	COQ4
PHOP2	COQ3	COQ4
CAH12	COQ3	COQ4
S10A4	COQ3	COQ4
GRIK1	COQ3	COQ4
CBG	COQ3	COQ4
PRGR	COQ3	COQ4
HCAR2	COQ3	COQ4
DNMT1	COQ3	COQ4
PGH2	COQ3	COQ4
CAC1F	COQ3	COQ4
ADA2C	COQ3	COQ4
S15A1	COQ3	COQ4
