source	dest	edges	cum_dist	avg_dist_per_edge
ACE	FKRP	3	0.445	0.148333333333333
ACE	ABT1	3	0.35	0.116666666666667
ACE	GPX7	6	0.21	0.035
ACE	SEC13	6	0.267	0.0445
ACE	MED24	3	0.141	0.047
ACE	MFSD7	7	0.738	0.105428571428571
ACE	CCR10	6	0.154	0.0256666666666667
ACE	PDE8B	4	0.137	0.03425
ACE	TNMD	5	0.676	0.1352
ACE	PARK7	4	0.525	0.13125
ACE	MYOZ1	4	0.504	0.126
ACE	ZBP1	5	0.243	0.0486
ACE	TLR2	3	0.123	0.041
KAPCA	FKRP	3	0.553	0.184333333333333
KAPCA	ABT1	4	0.341	0.08525
KAPCA	GPX7	7	0.208	0.0297142857142857
KAPCA	SEC13	6	0.252	0.042
KAPCA	MED24	4	0.139	0.03475
KAPCA	MFSD7	5	0.724	0.1448
KAPCA	CCR10	3	0.143	0.0476666666666667
KAPCA	PDE8B	2	0.122	0.061
KAPCA	TNMD	5	0.643	0.1286
KAPCA	PARK7	2	0.486	0.243
KAPCA	MYOZ1	5	0.571	0.1142
KAPCA	ZBP1	4	0.172	0.043
KAPCA	TLR2	4	0.114	0.0285
NTKL	FKRP	7	0.613	0.0875714285714286
NTKL	ABT1	5	0.488	0.0976
NTKL	GPX7	7	0.341	0.0487142857142857
NTKL	SEC13	2	0.105	0.0525
NTKL	MED24	4	0.272	0.068
NTKL	MFSD7	6	0.893	0.148833333333333
NTKL	CCR10	9	0.301	0.0334444444444444
NTKL	PDE8B	5	0.354	0.0708
NTKL	TNMD	7	0.798	0.114
NTKL	PARK7	5	0.518	0.1036
NTKL	MYOZ1	7	0.511	0.073
NTKL	ZBP1	6	0.341	0.0568333333333333
NTKL	TLR2	5	0.238	0.0476
CALM	FKRP	3	0.435	0.145
CALM	ABT1	5	0.303	0.0606
CALM	GPX7	6	0.2	0.0333333333333333
CALM	SEC13	2	0.186	0.093
CALM	MED24	3	0.131	0.0436666666666667
CALM	MFSD7	7	0.728	0.104
CALM	CCR10	6	0.144	0.024
CALM	PDE8B	2	0.113	0.0565
CALM	TNMD	5	0.644	0.1288
CALM	PARK7	4	0.398	0.0995
CALM	MYOZ1	3	0.278	0.0926666666666667
CALM	ZBP1	4	0.173	0.04325
CALM	TLR2	3	0.102	0.034
ACHA4	FKRP	5	0.586	0.1172
ACHA4	ABT1	4	0.424	0.106
ACHA4	GPX7	7	0.301	0.043
ACHA4	SEC13	8	0.341	0.042625
ACHA4	MED24	4	0.232	0.058
ACHA4	MFSD7	7	0.848	0.121142857142857
ACHA4	CCR10	5	0.25	0.05
ACHA4	PDE8B	5	0.314	0.0628
ACHA4	TNMD	8	0.775	0.096875
ACHA4	PARK7	4	0.489	0.12225
ACHA4	MYOZ1	4	0.57	0.1425
ACHA4	ZBP1	3	0.314	0.104666666666667
ACHA4	TLR2	3	0.186	0.062
ANXA2	FKRP	4	0.578	0.1445
ANXA2	ABT1	3	0.425	0.141666666666667
ANXA2	GPX7	6	0.237	0.0395
ANXA2	SEC13	4	0.258	0.0645
ANXA2	MED24	3	0.168	0.056
ANXA2	MFSD7	4	0.736	0.184
ANXA2	CCR10	6	0.162	0.027
ANXA2	PDE8B	4	0.234	0.0585
ANXA2	TNMD	5	0.735	0.147
ANXA2	PARK7	3	0.559	0.186333333333333
ANXA2	MYOZ1	5	0.599	0.1198
ANXA2	ZBP1	3	0.218	0.0726666666666667
ANXA2	TLR2	5	0.117	0.0234
AURKB	FKRP	6	0.608	0.101333333333333
AURKB	ABT1	6	0.338	0.0563333333333333
AURKB	GPX7	3	0.208	0.0693333333333333
AURKB	SEC13	2	0.076	0.038
AURKB	MED24	5	0.17	0.034
AURKB	MFSD7	4	0.696	0.174
AURKB	CCR10	5	0.161	0.0322
AURKB	PDE8B	6	0.248	0.0413333333333333
AURKB	TNMD	6	0.674	0.112333333333333
AURKB	PARK7	5	0.477	0.0954
AURKB	MYOZ1	6	0.536	0.0893333333333333
AURKB	ZBP1	5	0.19	0.038
AURKB	TLR2	6	0.126	0.021
GNAT3	FKRP	4	0.597	0.14925
GNAT3	ABT1	6	0.579	0.0965
GNAT3	GPX7	4	0.364	0.091
GNAT3	SEC13	8	0.386	0.04825
GNAT3	MED24	4	0.329	0.08225
GNAT3	MFSD7	7	0.836	0.119428571428571
GNAT3	CCR10	3	0.205	0.0683333333333333
GNAT3	PDE8B	2	0.155	0.0775
GNAT3	TNMD	7	0.864	0.123428571428571
GNAT3	PARK7	6	0.713	0.118833333333333
GNAT3	MYOZ1	6	0.722	0.120333333333333
GNAT3	ZBP1	5	0.34	0.068
GNAT3	TLR2	3	0.203	0.0676666666666667
CA2D1	FKRP	4	0.735	0.18375
CA2D1	ABT1	5	0.712	0.1424
CA2D1	GPX7	4	0.34	0.085
CA2D1	SEC13	8	0.439	0.054875
CA2D1	MED24	5	0.493	0.0986
CA2D1	MFSD7	7	0.856	0.122285714285714
CA2D1	CCR10	5	0.275	0.055
CA2D1	PDE8B	4	0.254	0.0635
CA2D1	TNMD	6	0.997	0.166166666666667
CA2D1	PARK7	5	0.846	0.1692
CA2D1	MYOZ1	4	0.428	0.107
CA2D1	ZBP1	5	0.448	0.0896
CA2D1	TLR2	8	0.338	0.04225
CAH4	FKRP	6	1.152	0.192
CAH4	ABT1	6	0.911	0.151833333333333
CAH4	GPX7	6	0.653	0.108833333333333
CAH4	SEC13	4	0.667	0.16675
CAH4	MED24	5	0.907	0.1814
CAH4	MFSD7	6	1.017	0.1695
CAH4	CCR10	5	0.433	0.0866
CAH4	PDE8B	7	0.526	0.0751428571428572
CAH4	TNMD	4	1.137	0.28425
CAH4	PARK7	5	0.805	0.161
CAH4	MYOZ1	8	0.879	0.109875
CAH4	ZBP1	5	0.903	0.1806
CAH4	TLR2	3	0.459	0.153
AK1C1	FKRP	4	0.95	0.2375
AK1C1	ABT1	6	0.768	0.128
AK1C1	GPX7	3	0.188	0.0626666666666667
AK1C1	SEC13	9	0.453	0.0503333333333333
AK1C1	MED24	5	0.497	0.0994
AK1C1	MFSD7	8	0.908	0.1135
