source	destinations_disconnected_to
ACE	GPR20
KAPCA	GPR20
NTKL	GPR20
CALM	GPR20
ACHA4	GPR20
ANXA2	GPR20
AURKB	GPR20
GNAT3	GPR20
CA2D1	GPR20
CAH4	GPR20
AK1C1	GPR20
ROCK1	GPR20
CHLE	GPR20
J3QK85	GPR20
ZAP70	GPR20
UD14	GPR20
S12A2	GPR20
EST1A	GPR20
VKOR1	GPR20
XDH	GPR20
ACHB4	GPR20
RLP24	GPR20
EDN1	GPR20
GBRB3	GPR20
TKT	GPR20
NEU2	GPR20
3HAO	GPR20
RL10L	GPR20
ADA1D	GPR20
CANB2	GPR20
KAP3	GPR20
PANX1	GPR20
ST2A1	GPR20
UPP2	GPR20
AK1D1	GPR20
CAC1A	GPR20
CUBN	GPR20
THA	GPR20
TBB5	GPR20
CATA	GPR20
RL3	GPR20
PA2GE	GPR20
HRH2	GPR20
ATTY	GPR20
S29A2	GPR20
GBRT	GPR20
ACHA3	GPR20
CDK6	GPR20
5HT7R	GPR20
ADRB1	GPR20
CP11A	GPR20
CSK	GPR20
5HT3A	GPR20
AT12A	GPR20
IOD3	GPR20
PGFRA	GPR20
A1AG1	GPR20
TNFA	GPR20
NFAC2	GPR20
NOS2	GPR20
5HT2B	GPR20
HS90A	GPR20
LCK	GPR20
ADCYA	GPR20
HS90B	GPR20
ADA2A	GPR20
CACP	GPR20
RARA	GPR20
PYC	GPR20
CATL1	GPR20
ACHA9	GPR20
NH2L1	GPR20
AAKB2	GPR20
DCXR	GPR20
CXCL7	GPR20
KCNE1	GPR20
B3GT4	GPR20
ACES	GPR20
SCNNG	GPR20
HASP	GPR20
MMP3	GPR20
MET	GPR20
AA2BR	GPR20
PDE8A	GPR20
5HT2C	GPR20
AK1C3	GPR20
OSTCN	GPR20
NMD3B	GPR20
CDK5	GPR20
PPARA	GPR20
DRD2	GPR20
VGFR2	GPR20
CP1A2	GPR20
NGF	GPR20
GBRA6	GPR20
ACHA7	GPR20
CP2C9	GPR20
TBA1A	GPR20
IL2RA	GPR20
PPB1	GPR20
PD2R	GPR20
Q71TU5	GPR20
DCE1	GPR20
GBRG1	GPR20
FGFR2	GPR20
IMPA1	GPR20
ACM2	GPR20
IL8	GPR20
5HT6R	GPR20
KPCT	GPR20
AOC1	GPR20
PCNA	GPR20
KSYK	GPR20
CAH9	GPR20
RL11	GPR20
CACB3	GPR20
HMDH	GPR20
GBRA4	GPR20
KIT	GPR20
AOFA	GPR20
NEP	GPR20
GLYC	GPR20
NCOA2	GPR20
5HT1E	GPR20
TBA4A	GPR20
METH	GPR20
LDHA	GPR20
MK08	GPR20
IGHG4	GPR20
CP2CJ	GPR20
RXRA	GPR20
PA2GA	GPR20
CP131	GPR20
ACACB	GPR20
PTHY	GPR20
IL10	GPR20
CAH2	GPR20
OPRD	GPR20
AAPK1	GPR20
PDPK1	GPR20
ADRB3	GPR20
C11B1	GPR20
GBRP	GPR20
