source	dest	edges	cum_dist	avg_dist_per_edge
ACE	ATG2A	4	0.408	0.102
ACE	IL13	5	0.129	0.0258
ACE	CD3E	5	0.105	0.021
ACE	CREB3	5	0.266	0.0532
ACE	SPAG7	6	0.548	0.0913333333333333
ACE	CAPG	4	0.683	0.17075
ACE	MLH1	4	0.102	0.0255
ACE	NGF	3	0.06	0.02
ACE	SDC3	3	0.475	0.158333333333333
ACE	NFE2	3	0.42	0.14
ACE	SRPX2	3	0.291	0.097
ACE	ZBBX	5	1.039	0.2078
ACE	MYO5C	4	0.8	0.2
ACE	DDX6	4	0.72	0.18
ACE	BAAT	4	0.607	0.15175
ACE	UVRAG	4	0.954	0.2385
ACE	ADRB2	3	0.093	0.031
ACE	NXF3	6	0.358	0.0596666666666667
ACE	CCR3	2	0.118	0.059
ACE	MFAP4	4	0.274	0.0685
ACE	LIMD1	5	0.466	0.0932
KAPCA	ATG2A	5	0.406	0.0812
KAPCA	IL13	5	0.126	0.0252
KAPCA	CD3E	5	0.113	0.0226
KAPCA	CREB3	1	0.2	0.2
KAPCA	SPAG7	6	0.533	0.0888333333333333
KAPCA	CAPG	4	0.668	0.167
KAPCA	MLH1	5	0.1	0.02
KAPCA	NGF	7	0.101	0.0144285714285714
KAPCA	SDC3	4	0.432	0.108
KAPCA	NFE2	3	0.387	0.129
KAPCA	SRPX2	4	0.417	0.10425
KAPCA	ZBBX	7	1.096	0.156571428571429
KAPCA	MYO5C	6	0.885	0.1475
KAPCA	DDX6	4	0.505	0.12625
KAPCA	BAAT	2	0.477	0.2385
KAPCA	UVRAG	2	0.865	0.4325
KAPCA	ADRB2	2	0.11	0.055
KAPCA	NXF3	5	0.375	0.075
KAPCA	CCR3	2	0.175	0.0875
KAPCA	MFAP4	5	0.293	0.0586
KAPCA	LIMD1	6	0.464	0.0773333333333333
NTKL	ATG2A	5	0.539	0.1078
NTKL	IL13	6	0.26	0.0433333333333333
NTKL	CD3E	5	0.213	0.0426
NTKL	CREB3	5	0.423	0.0846
NTKL	SPAG7	10	0.631	0.0631
NTKL	CAPG	8	0.719	0.089875
NTKL	MLH1	5	0.227	0.0454
NTKL	NGF	2	0.199	0.0995
NTKL	SDC3	3	0.302	0.100666666666667
NTKL	NFE2	5	0.542	0.1084
NTKL	SRPX2	5	0.482	0.0964
NTKL	ZBBX	8	1.201	0.150125
NTKL	MYO5C	6	0.989	0.164833333333333
NTKL	DDX6	7	0.712	0.101714285714286
NTKL	BAAT	5	0.511	0.1022
NTKL	UVRAG	6	0.806	0.134333333333333
NTKL	ADRB2	4	0.297	0.07425
NTKL	NXF3	6	0.544	0.0906666666666667
NTKL	CCR3	5	0.37	0.074
NTKL	MFAP4	10	0.429	0.0429
NTKL	LIMD1	5	0.594	0.1188
CALM	ATG2A	4	0.398	0.0995
CALM	IL13	5	0.103	0.0206
CALM	CD3E	3	0.085	0.0283333333333333
CALM	CREB3	3	0.269	0.0896666666666667
CALM	SPAG7	7	0.51	0.0728571428571429
CALM	CAPG	5	0.602	0.1204
CALM	MLH1	4	0.092	0.023
CALM	NGF	4	0.066	0.0165
CALM	SDC3	2	0.182	0.091
CALM	NFE2	3	0.388	0.129333333333333
CALM	SRPX2	1	0.148	0.148
CALM	ZBBX	5	1.032	0.2064
CALM	MYO5C	4	0.821	0.20525
CALM	DDX6	4	0.506	0.1265
CALM	BAAT	4	0.391	0.09775
CALM	UVRAG	1	0.373	0.373
CALM	ADRB2	2	0.073	0.0365
CALM	NXF3	5	0.338	0.0676
CALM	CCR3	2	0.138	0.069
CALM	MFAP4	7	0.272	0.0388571428571429
CALM	LIMD1	3	0.429	0.143
ACHA4	ATG2A	5	0.499	0.0998
ACHA4	IL13	6	0.22	0.0366666666666667
ACHA4	CD3E	5	0.189	0.0378
ACHA4	CREB3	6	0.386	0.0643333333333333
ACHA4	SPAG7	8	0.622	0.07775
ACHA4	CAPG	6	0.757	0.126166666666667
ACHA4	MLH1	5	0.193	0.0386
ACHA4	NGF	1	0.12	0.12
ACHA4	SDC3	3	0.336	0.112
ACHA4	NFE2	6	0.519	0.0865
ACHA4	SRPX2	5	0.46	0.092
ACHA4	ZBBX	8	1.175	0.146875
ACHA4	MYO5C	7	0.964	0.137714285714286
ACHA4	DDX6	5	0.665	0.133
ACHA4	BAAT	5	0.545	0.109
ACHA4	UVRAG	6	0.782	0.130333333333333
ACHA4	ADRB2	5	0.26	0.052
ACHA4	NXF3	6	0.527	0.0878333333333333
ACHA4	CCR3	4	0.294	0.0735
ACHA4	MFAP4	6	0.378	0.063
ACHA4	LIMD1	6	0.557	0.0928333333333333
ANXA2	ATG2A	4	0.435	0.10875
ANXA2	IL13	5	0.115	0.023
ANXA2	CD3E	3	0.097	0.0323333333333333
ANXA2	CREB3	5	0.322	0.0644
ANXA2	SPAG7	4	0.455	0.11375
ANXA2	CAPG	3	0.717	0.239
ANXA2	MLH1	4	0.129	0.03225
ANXA2	NGF	2	0.051	0.0255
ANXA2	SDC3	3	0.392	0.130666666666667
ANXA2	NFE2	4	0.33	0.0825
ANXA2	SRPX2	3	0.418	0.139333333333333
ANXA2	ZBBX	6	1.091	0.181833333333333
ANXA2	MYO5C	3	0.858	0.286
ANXA2	DDX6	4	0.609	0.15225
ANXA2	BAAT	3	0.37	0.123333333333333
ANXA2	UVRAG	3	0.988	0.329333333333333
ANXA2	ADRB2	2	0.144	0.072
ANXA2	NXF3	5	0.499	0.0998
ANXA2	CCR3	5	0.294	0.0588
ANXA2	MFAP4	7	0.29	0.0414285714285714
ANXA2	LIMD1	3	0.441	0.147
AURKB	ATG2A	6	0.437	0.0728333333333333
AURKB	IL13	4	0.143	0.03575
AURKB	CD3E	3	0.057	0.019
AURKB	CREB3	3	0.262	0.0873333333333333
AURKB	SPAG7	4	0.422	0.1055
AURKB	CAPG	2	0.428	0.214
AURKB	MLH1	4	0.103	0.02575
AURKB	NGF	4	0.097	0.02425
AURKB	SDC3	6	0.391	0.0651666666666667
AURKB	NFE2	4	0.418	0.1045
AURKB	SRPX2	6	0.452	0.0753333333333333
AURKB	ZBBX	6	1.092	0.182
AURKB	MYO5C	5	0.855	0.171
AURKB	DDX6	2	0.467	0.2335
AURKB	BAAT	6	0.596	0.0993333333333333
AURKB	UVRAG	4	0.927	0.23175
AURKB	ADRB2	6	0.198	0.033
AURKB	NXF3	4	0.366	0.0915
AURKB	CCR3	4	0.253	0.06325
AURKB	MFAP4	4	0.285	0.07125
AURKB	LIMD1	7	0.495	0.0707142857142857
GNAT3	ATG2A	5	0.596	0.1192
GNAT3	IL13	4	0.221	0.05525
GNAT3	CD3E	3	0.174	0.058
GNAT3	CREB3	3	0.4	0.133333333333333
GNAT3	SPAG7	6	0.727	0.121166666666667
GNAT3	CAPG	6	0.871	0.145166666666667
GNAT3	MLH1	5	0.29	0.058
GNAT3	NGF	3	0.196	0.0653333333333333
GNAT3	SDC3	5	0.882	0.1764
GNAT3	NFE2	7	0.484	0.0691428571428571
GNAT3	SRPX2	5	0.537	0.1074
GNAT3	ZBBX	6	1.136	0.189333333333333
GNAT3	MYO5C	5	0.926	0.1852
GNAT3	DDX6	6	0.908	0.151333333333333
GNAT3	BAAT	5	0.676	0.1352
GNAT3	UVRAG	6	0.889	0.148166666666667
GNAT3	ADRB2	3	0.154	0.0513333333333333
GNAT3	NXF3	6	0.419	0.0698333333333333
GNAT3	CCR3	2	0.201	0.1005
GNAT3	MFAP4	6	0.367	0.0611666666666667
GNAT3	LIMD1	5	0.62	0.124
CA2D1	ATG2A	5	0.682	0.1364
CA2D1	IL13	5	0.287	0.0574
CA2D1	CD3E	5	0.306	0.0612
CA2D1	CREB3	3	0.332	0.110666666666667
CA2D1	SPAG7	5	0.823	0.1646
CA2D1	CAPG	6	0.762	0.127
CA2D1	MLH1	5	0.349	0.0698
CA2D1	NGF	5	0.258	0.0516
CA2D1	SDC3	4	0.603	0.15075
CA2D1	NFE2	6	0.617	0.102833333333333
CA2D1	SRPX2	4	0.67	0.1675
CA2D1	ZBBX	8	1.32	0.165
CA2D1	MYO5C	5	0.866	0.1732
CA2D1	DDX6	5	0.801	0.1602
CA2D1	BAAT	6	0.825	0.1375
CA2D1	UVRAG	8	0.913	0.114125
CA2D1	ADRB2	4	0.374	0.0935
CA2D1	NXF3	9	0.683	0.0758888888888889
CA2D1	CCR3	5	0.48	0.096
CA2D1	MFAP4	7	0.433	0.0618571428571429
CA2D1	LIMD1	5	0.671	0.1342
CAH4	ATG2A	5	0.93	0.186
CAH4	IL13	4	0.368	0.092
CAH4	CD3E	3	0.389	0.129666666666667
CAH4	CREB3	5	0.674	0.1348
CAH4	SPAG7	5	1.083	0.2166
CAH4	CAPG	5	0.86	0.172
CAH4	MLH1	4	0.735	0.18375
CAH4	NGF	4	0.282	0.0705
CAH4	SDC3	5	0.818	0.1636
CAH4	NFE2	6	0.972	0.162
CAH4	SRPX2	4	0.696	0.174
CAH4	ZBBX	9	1.537	0.170777777777778
CAH4	MYO5C	5	0.695	0.139
CAH4	DDX6	6	0.846	0.141
CAH4	BAAT	5	0.796	0.1592
CAH4	UVRAG	4	0.85	0.2125
CAH4	ADRB2	5	0.96	0.192
CAH4	NXF3	6	0.915	0.1525
CAH4	CCR3	5	0.91	0.182
CAH4	MFAP4	4	0.431	0.10775
CAH4	LIMD1	4	0.736	0.184
AK1C1	ATG2A	7	0.757	0.108142857142857
AK1C1	IL13	6	0.305	0.0508333333333333
AK1C1	CD3E	6	0.324	0.054
AK1C1	CREB3	6	0.481	0.0801666666666667
AK1C1	SPAG7	7	0.733	0.104714285714286
AK1C1	CAPG	7	0.965	0.137857142857143
AK1C1	MLH1	6	0.363	0.0605
AK1C1	NGF	4	0.263	0.06575
AK1C1	SDC3	6	0.955	0.159166666666667
AK1C1	NFE2	5	0.695	0.139
AK1C1	SRPX2	4	0.796	0.199
AK1C1	ZBBX	7	1.204	0.172
AK1C1	MYO5C	6	0.993	0.1655
AK1C1	DDX6	4	0.982	0.2455
AK1C1	BAAT	2	0.546	0.273
AK1C1	UVRAG	6	0.853	0.142166666666667
AK1C1	ADRB2	6	0.525	0.0875
AK1C1	NXF3	6	0.612	0.102
AK1C1	CCR3	4	0.484	0.121
AK1C1	MFAP4	8	0.451	0.056375
AK1C1	LIMD1	7	0.822	0.117428571428571
ROCK1	ATG2A	5	0.592	0.1184
ROCK1	IL13	5	0.201	0.0402
ROCK1	CD3E	3	0.144	0.048
ROCK1	CREB3	5	0.398	0.0796
ROCK1	SPAG7	5	0.689	0.1378
ROCK1	CAPG	5	0.957	0.1914
ROCK1	MLH1	5	0.28	0.056
ROCK1	NGF	2	0.131	0.0655
ROCK1	SDC3	5	0.862	0.1724
ROCK1	NFE2	6	0.706	0.117666666666667
ROCK1	SRPX2	6	0.871	0.145166666666667
ROCK1	ZBBX	8	1.182	0.14775
ROCK1	MYO5C	5	0.942	0.1884
ROCK1	DDX6	5	0.966	0.1932
ROCK1	BAAT	5	0.352	0.0704
ROCK1	UVRAG	5	0.991	0.1982
ROCK1	ADRB2	4	0.322	0.0805
ROCK1	NXF3	6	0.469	0.0781666666666667
ROCK1	CCR3	4	0.283	0.07075
ROCK1	MFAP4	7	0.347	0.0495714285714286
ROCK1	LIMD1	3	0.612	0.204
CHLE	ATG2A	4	0.416	0.104
CHLE	IL13	5	0.137	0.0274
CHLE	CD3E	5	0.13	0.026
CHLE	CREB3	5	0.303	0.0606
CHLE	SPAG7	8	0.605	0.075625
CHLE	CAPG	7	0.911	0.130142857142857
CHLE	MLH1	4	0.11	0.0275
CHLE	NGF	4	0.104	0.026
CHLE	SDC3	2	0.586	0.293
CHLE	NFE2	4	0.629	0.15725
CHLE	SRPX2	4	0.639	0.15975
CHLE	ZBBX	5	1.054	0.2108
CHLE	MYO5C	4	0.844	0.211
CHLE	DDX6	3	0.818	0.272666666666667
CHLE	BAAT	2	0.561	0.2805
CHLE	UVRAG	4	0.758	0.1895
CHLE	ADRB2	4	0.177	0.04425
CHLE	NXF3	6	0.382	0.0636666666666667
CHLE	CCR3	5	0.258	0.0516
CHLE	MFAP4	4	0.307	0.07675
CHLE	LIMD1	5	0.474	0.0948
J3QK85	ATG2A	4	0.468	0.117
J3QK85	IL13	5	0.082	0.0164
J3QK85	CD3E	3	0.064	0.0213333333333333
J3QK85	CREB3	5	0.316	0.0632
J3QK85	SPAG7	3	0.551	0.183666666666667
J3QK85	CAPG	4	0.712	0.178
J3QK85	MLH1	5	0.14	0.028
J3QK85	NGF	1	0.006	0.006
J3QK85	SDC3	3	0.261	0.087
J3QK85	NFE2	4	0.437	0.10925
J3QK85	SRPX2	4	0.43	0.1075
J3QK85	ZBBX	6	1.058	0.176333333333333
J3QK85	MYO5C	5	0.847	0.1694
J3QK85	DDX6	5	0.634	0.1268
J3QK85	BAAT	4	0.395	0.09875
J3QK85	UVRAG	4	0.983	0.24575
J3QK85	ADRB2	2	0.111	0.0555
J3QK85	NXF3	5	0.466	0.0932
J3QK85	CCR3	3	0.219	0.073
J3QK85	MFAP4	7	0.257	0.0367142857142857
J3QK85	LIMD1	3	0.408	0.136
ZAP70	ATG2A	5	0.401	0.0802
ZAP70	IL13	7	0.099	0.0141428571428571
ZAP70	CD3E	1	0.005	0.005
ZAP70	CREB3	4	0.271	0.06775
ZAP70	SPAG7	7	0.566	0.0808571428571428
ZAP70	CAPG	6	0.857	0.142833333333333
ZAP70	MLH1	5	0.095	0.019
ZAP70	NGF	2	0.024	0.012
ZAP70	SDC3	3	0.454	0.151333333333333
ZAP70	NFE2	4	0.476	0.119
ZAP70	SRPX2	6	0.388	0.0646666666666667
ZAP70	ZBBX	8	1.029	0.128625
ZAP70	MYO5C	4	0.805	0.20125
ZAP70	DDX6	5	0.809	0.1618
ZAP70	BAAT	4	0.608	0.152
ZAP70	UVRAG	6	0.694	0.115666666666667
ZAP70	ADRB2	4	0.128	0.032
ZAP70	NXF3	7	0.437	0.0624285714285714
ZAP70	CCR3	3	0.203	0.0676666666666667
ZAP70	MFAP4	7	0.249	0.0355714285714286
ZAP70	LIMD1	5	0.425	0.085
UD14	ATG2A	6	0.584	0.0973333333333333
UD14	IL13	4	0.211	0.05275
UD14	CD3E	4	0.219	0.05475
UD14	CREB3	5	0.371	0.0742
UD14	SPAG7	5	0.618	0.1236
UD14	CAPG	9	0.831	0.0923333333333333
UD14	MLH1	5	0.253	0.0506
UD14	NGF	3	0.153	0.051
UD14	SDC3	4	0.414	0.1035
UD14	NFE2	5	0.615	0.123
UD14	SRPX2	5	0.585	0.117
UD14	ZBBX	6	1.094	0.182333333333333
UD14	MYO5C	5	0.883	0.1766
UD14	DDX6	8	0.824	0.103
UD14	BAAT	4	0.353	0.08825
UD14	UVRAG	7	0.918	0.131142857142857
UD14	ADRB2	6	0.345	0.0575
UD14	NXF3	5	0.502	0.1004
UD14	CCR3	4	0.378	0.0945
UD14	MFAP4	6	0.357	0.0595
UD14	LIMD1	3	0.597	0.199
S12A2	ATG2A	5	0.551	0.1102
S12A2	IL13	6	0.272	0.0453333333333333
S12A2	CD3E	5	0.241	0.0482
S12A2	CREB3	2	0.4	0.2
S12A2	SPAG7	8	0.674	0.08425
S12A2	CAPG	6	0.809	0.134833333333333
S12A2	MLH1	5	0.245	0.049
S12A2	NGF	4	0.245	0.06125
S12A2	SDC3	3	0.388	0.129333333333333
S12A2	NFE2	6	0.571	0.0951666666666667
S12A2	SRPX2	5	0.512	0.1024
S12A2	ZBBX	8	1.227	0.153375
S12A2	MYO5C	8	0.923	0.115375
S12A2	DDX6	6	0.779	0.129833333333333
S12A2	BAAT	5	0.597	0.1194
S12A2	UVRAG	6	0.834	0.139
S12A2	ADRB2	2	0.246	0.123
S12A2	NXF3	6	0.579	0.0965
S12A2	CCR3	2	0.301	0.1505
S12A2	MFAP4	4	0.422	0.1055
S12A2	LIMD1	6	0.609	0.1015
EST1A	ATG2A	6	0.532	0.0886666666666667
EST1A	IL13	5	0.135	0.027
EST1A	CD3E	5	0.154	0.0308
EST1A	CREB3	5	0.256	0.0512
EST1A	SPAG7	6	0.576	0.096
EST1A	CAPG	4	0.582	0.1455
EST1A	MLH1	5	0.138	0.0276
EST1A	NGF	6	0.111	0.0185
EST1A	SDC3	7	0.979	0.139857142857143
EST1A	NFE2	7	0.783	0.111857142857143
EST1A	SRPX2	7	0.969	0.138428571428571
EST1A	ZBBX	6	1.121	0.186833333333333
EST1A	MYO5C	5	0.911	0.1822
EST1A	DDX6	3	0.472	0.157333333333333
EST1A	BAAT	7	0.922	0.131714285714286
EST1A	UVRAG	3	0.658	0.219333333333333
EST1A	ADRB2	5	0.431	0.0862
EST1A	NXF3	2	0.211	0.1055
EST1A	CCR3	4	0.33	0.0825
EST1A	MFAP4	7	0.281	0.0401428571428571
EST1A	LIMD1	5	0.691	0.1382
VKOR1	ATG2A	6	0.824	0.137333333333333
VKOR1	IL13	3	0.475	0.158333333333333
VKOR1	CD3E	3	0.494	0.164666666666667
VKOR1	CREB3	7	0.735	0.105
VKOR1	SPAG7	11	0.993	0.0902727272727273
VKOR1	CAPG	7	0.968	0.138285714285714
VKOR1	MLH1	6	0.595	0.0991666666666667
VKOR1	NGF	3	0.471	0.157
VKOR1	SDC3	4	0.664	0.166
VKOR1	NFE2	7	0.916	0.130857142857143
VKOR1	SRPX2	6	0.844	0.140666666666667
VKOR1	ZBBX	8	1.457	0.182125
VKOR1	MYO5C	7	0.72	0.102857142857143
VKOR1	DDX6	7	0.994	0.142
VKOR1	BAAT	4	0.603	0.15075
VKOR1	UVRAG	6	0.875	0.145833333333333
VKOR1	ADRB2	5	0.659	0.1318
VKOR1	NXF3	8	0.853	0.106625
VKOR1	CCR3	6	0.732	0.122
