source	destinations_disconnected_to
ACE	LRRC3
KAPCA	LRRC3
NTKL	LRRC3
CALM	LRRC3
ACHA4	LRRC3
ANXA2	LRRC3
AURKB	LRRC3
GNAT3	LRRC3
CA2D1	LRRC3
CAH4	LRRC3
AK1C1	LRRC3
ROCK1	LRRC3
CHLE	LRRC3
J3QK85	LRRC3
ZAP70	LRRC3
UD14	LRRC3
S12A2	LRRC3
EST1A	LRRC3
VKOR1	LRRC3
XDH	LRRC3
ACHB4	LRRC3
RLP24	LRRC3
EDN1	LRRC3
GBRB3	LRRC3
TKT	LRRC3
NEU2	LRRC3
3HAO	LRRC3
RL10L	LRRC3
ADA1D	LRRC3
CANB2	LRRC3
KAP3	LRRC3
PANX1	LRRC3
ST2A1	LRRC3
UPP2	LRRC3
AK1D1	LRRC3
CAC1A	LRRC3
CUBN	LRRC3
THA	LRRC3
TBB5	LRRC3
CATA	LRRC3
RL3	LRRC3
PA2GE	LRRC3
HRH2	LRRC3
ATTY	LRRC3
S29A2	LRRC3
GBRT	LRRC3
ACHA3	LRRC3
CDK6	LRRC3
5HT7R	LRRC3
ADRB1	LRRC3
CP11A	LRRC3
CSK	LRRC3
5HT3A	LRRC3
AT12A	LRRC3
IOD3	LRRC3
PGFRA	LRRC3
A1AG1	LRRC3
TNFA	LRRC3
NFAC2	LRRC3
NOS2	LRRC3
5HT2B	LRRC3
HS90A	LRRC3
LCK	LRRC3
ADCYA	LRRC3
HS90B	LRRC3
ADA2A	LRRC3
CACP	LRRC3
RARA	LRRC3
PYC	LRRC3
CATL1	LRRC3
ACHA9	LRRC3
NH2L1	LRRC3
AAKB2	LRRC3
DCXR	LRRC3
CXCL7	LRRC3
KCNE1	LRRC3
B3GT4	LRRC3
ACES	LRRC3
SCNNG	LRRC3
HASP	LRRC3
MMP3	LRRC3
MET	LRRC3
AA2BR	LRRC3
PDE8A	LRRC3
5HT2C	LRRC3
AK1C3	LRRC3
OSTCN	LRRC3
NMD3B	LRRC3
CDK5	LRRC3
PPARA	LRRC3
DRD2	LRRC3
VGFR2	LRRC3
CP1A2	LRRC3
NGF	LRRC3
GBRA6	LRRC3
ACHA7	LRRC3
CP2C9	LRRC3
TBA1A	LRRC3
IL2RA	LRRC3
PPB1	LRRC3
PD2R	LRRC3
Q71TU5	LRRC3
DCE1	LRRC3
GBRG1	LRRC3
FGFR2	LRRC3
IMPA1	LRRC3
ACM2	LRRC3
IL8	LRRC3
5HT6R	LRRC3
KPCT	LRRC3
AOC1	LRRC3
PCNA	LRRC3
KSYK	LRRC3
CAH9	LRRC3
RL11	LRRC3
CACB3	LRRC3
