ZINC00000010	00000010
ZINC00000023	00000023
ZINC00000053	00000053
ZINC00000061	00000061
ZINC00000071	00000071
ZINC00000075	00000075
ZINC00000076	00000076
ZINC00000103	00000103
ZINC00000138	00000138
ZINC00000276	00000276
ZINC00000310	00000310
ZINC00000323	00000323
ZINC00000346	00000346
ZINC00000361	00000361
ZINC00000365	00000365
ZINC00000381	00000381
ZINC00000391	00000391
ZINC00000393	00000393
ZINC00000435	00000435
ZINC00000504	00000504
ZINC00000523	00000523
ZINC00000566	00000566
ZINC00000596	00000596
ZINC00000627	00000627
ZINC00000640	00000640
ZINC00000654	00000654
ZINC00000681	00000681
ZINC00000746	00000746
ZINC00000751	00000751
ZINC00000802	00000802
ZINC00000848	00000848
ZINC00000850	00000850
ZINC00000853	00000853
ZINC00000857	00000857
ZINC00000860	00000860
ZINC00000870	00000870
ZINC00000883	00000883
ZINC00000909	00000909
ZINC00000915	00000915
ZINC00000920	00000920
ZINC00000922	00000922
ZINC00000931	00000931
ZINC00000934	00000934
ZINC00000941	00000941
ZINC00000999	00000999
ZINC00001021	00001021
ZINC00001083	00001083
ZINC00001084	00001084
ZINC00001087	00001087
ZINC00001099	00001099
ZINC00001131	00001131
ZINC00001137	00001137
ZINC00001148	00001148
ZINC00001160	00001160
ZINC00001187	00001187
ZINC00001201	00001201
ZINC00001219	00001219
ZINC00001233	00001233
ZINC00001261	00001261
ZINC00001267	00001267
ZINC00001281	00001281
ZINC00001341	00001341
ZINC00001382	00001382
ZINC00001407	00001407
ZINC00001408	00001408
ZINC00001409	00001409
ZINC00001427	00001427
ZINC00001436	00001436
ZINC00001457	00001457
ZINC00001463	00001463
ZINC00001464	00001464
ZINC00001504	00001504
ZINC00001536	00001536
ZINC00001553	00001553
ZINC00001554	00001554
ZINC00001567	00001567
ZINC00001575	00001575
ZINC00001582	00001582
ZINC00001590	00001590
ZINC00001600	00001600
ZINC00001601	00001601
ZINC00001614	00001614
ZINC00001624	00001624
ZINC00001630	00001630
ZINC00001644	00001644
ZINC00001655	00001655
ZINC00001669	00001669
ZINC00001677	00001677
ZINC00001681	00001681
ZINC00001723	00001723
ZINC00001732	00001732
ZINC00001758	00001758
ZINC00001763	00001763
ZINC00001773	00001773
ZINC00001792	00001792
ZINC00001795	00001795
ZINC00001850	00001850
ZINC00001863	00001863
ZINC00001910	00001910
ZINC00001931	00001931
ZINC00001963	00001963
ZINC00001965	00001965
ZINC00001982	00001982
ZINC00001984	00001984
ZINC00001995	00001995
ZINC00002002	00002002
ZINC00002009	00002009
ZINC00002028	00002028
ZINC00002041	00002041
ZINC00002070	00002070
ZINC00002101	00002101
ZINC00002110	00002110
ZINC00002119	00002119
ZINC00002131	00002131
ZINC00002139	00002139
ZINC00002152	00002152
ZINC00002191	00002191
ZINC00002200	00002200
ZINC00002212	00002212
ZINC00002216	00002216
ZINC00002264	00002264
ZINC00002272	00002272
ZINC00002275	00002275
ZINC00002279	00002279
ZINC00002281	00002281
ZINC00002284	00002284
ZINC00002365	00002365
ZINC00002376	00002376
ZINC00002433	00002433
ZINC00002675	00002675
ZINC00002698	00002698
ZINC00002748	00002748
ZINC00002775	00002775
ZINC00002779	00002779
ZINC00002845	00002845
ZINC00002850	00002850
ZINC00003106	00003106
ZINC00003189	00003189
ZINC00003275	00003275
ZINC00003709	00003709
ZINC00003711	00003711
ZINC00003724	00003724
ZINC00003741	00003741
ZINC00003742	00003742
ZINC00003761	00003761
ZINC00003767	00003767
ZINC00003803	00003803
ZINC00003876	00003876
ZINC00003897	00003897
ZINC00003911	00003911
ZINC00003941	00003941
ZINC00003961	00003961
ZINC00004009	00004009
ZINC00004028	00004028
ZINC00004035	00004035
ZINC00004041	00004041
ZINC00004076	00004076
ZINC00004085	00004085
ZINC00004090	00004090
ZINC00004140	00004140
ZINC00004220	00004220
ZINC00004227	00004227
ZINC00004234	00004234
ZINC00004264	00004264
ZINC00004285	00004285
ZINC00004294	00004294
ZINC00004321	00004321
ZINC00004333	00004333
ZINC00004346	00004346
ZINC00004351	00004351
ZINC00004382	00004382
ZINC00004413	00004413
ZINC00004439	00004439
ZINC00004448	00004448
ZINC00004507	00004507
ZINC00004531	00004531
ZINC00004620	00004620
ZINC00004689	00004689
ZINC00004726	00004726
ZINC00004739	00004739
ZINC00004763	00004763
ZINC00004778	00004778
ZINC00004779	00004779
ZINC00004840	00004840
ZINC00004855	00004855
ZINC00004888	00004888
ZINC00004898	00004898
ZINC00004902	00004902
ZINC00004949	00004949
ZINC00004982	00004982
ZINC00005030	00005030
ZINC00005099	00005099
ZINC00005152	00005152
ZINC00005155	00005155
ZINC00005191	00005191
ZINC00005258	00005258
ZINC00005284	00005284
ZINC00005359	00005359
ZINC00005389	00005389
ZINC00005423	00005423
ZINC00005452	00005452
ZINC00005467	00005467
ZINC00005475	00005475
ZINC00005543	00005543
ZINC00005554	00005554
ZINC00005560	00005560
ZINC00005569	00005569
ZINC00005608	00005608
ZINC00005661	00005661
ZINC00005691	00005691
ZINC00005723	00005723
ZINC00005739	00005739
ZINC00005803	00005803
ZINC00005824	00005824
ZINC00005833	00005833
ZINC00005852	00005852
ZINC00005871	00005871
ZINC00005878	00005878
ZINC00005882	00005882
ZINC00005886	00005886
ZINC00005895	00005895
ZINC00005898	00005898
ZINC00005900	00005900
ZINC00005903	00005903
ZINC00005910	00005910
ZINC00005936	00005936
ZINC00005947	00005947
ZINC00005986	00005986
ZINC00005994	00005994
ZINC00006016	00006016
ZINC00006097	00006097
ZINC00006156	00006156
ZINC00006157	00006157
ZINC00006164	00006164
ZINC00006165	00006165
ZINC00006170	00006170
ZINC00006213	00006213
ZINC00006228	00006228
ZINC00006299	00006299
ZINC00006302	00006302
ZINC00006310	00006310
ZINC00006369	00006369
ZINC00006427	00006427
ZINC00006481	00006481
ZINC00006486	00006486
ZINC00006559	00006559
ZINC00006562	00006562
ZINC00006647	00006647
ZINC00006651	00006651
ZINC00006694	00006694
ZINC00006785	00006785
ZINC00006787	00006787
ZINC00006788	00006788
ZINC00006892	00006892
ZINC00006923	00006923
ZINC00006989	00006989
ZINC00007013	00007013
ZINC00007031	00007031
ZINC00007037	00007037
ZINC00007042	00007042
ZINC00007253	00007253
ZINC00007275	00007275
ZINC00007280	00007280
ZINC00007301	00007301
ZINC00007335	00007335
ZINC00007343	00007343
ZINC00007360	00007360
ZINC00007382	00007382
ZINC00007453	00007453
ZINC00007455	00007455
ZINC00007459	00007459
ZINC00007460	00007460
ZINC00007489	00007489
ZINC00007601	00007601
ZINC00007673	00007673
ZINC00007724	00007724
ZINC00007747	00007747
ZINC00007778	00007778
ZINC00007873	00007873
ZINC00007874	00007874
ZINC00007944	00007944
ZINC00007981	00007981
ZINC00008046	00008046
ZINC00008082	00008082
ZINC00008089	00008089
ZINC00008090	00008090
ZINC00008107	00008107
ZINC00008126	00008126
ZINC00008252	00008252
ZINC00008253	00008253
ZINC00008492	00008492
ZINC00008508	00008508
ZINC00008558	00008558
ZINC00008600	00008600
ZINC00008667	00008667
ZINC00008732	00008732
ZINC00008741	00008741
ZINC00008750	00008750
ZINC00008765	00008765
ZINC00008767	00008767
ZINC00008768	00008768
ZINC00008795	00008795
ZINC00008815	00008815
ZINC00008854	00008854
ZINC00008926	00008926
ZINC00008960	00008960
ZINC00008977	00008977
ZINC00009064	00009064
ZINC00009073	00009073
ZINC00009090	00009090
ZINC00009096	00009096
ZINC00009200	00009200
ZINC00009252	00009252
ZINC00009295	00009295
ZINC00009308	00009308
ZINC00009342	00009342
ZINC00009344	00009344
ZINC00009350	00009350
ZINC00009357	00009357
ZINC00009689	00009689
ZINC00009708	00009708
ZINC00009851	00009851
ZINC00009880	00009880
ZINC00010037	00010037
ZINC00010228	00010228
ZINC00010251	00010251
ZINC00010402	00010402
ZINC00011012	00011012
ZINC00011112	00011112
ZINC00011622	00011622
ZINC00011665	00011665
ZINC00011988	00011988
ZINC00012342	00012342
ZINC00012346	00012346
ZINC00012513	00012513
ZINC00012514	00012514
ZINC00012687	00012687
ZINC00012808	00012808
ZINC00013246	00013246
ZINC00013635	00013635
ZINC00013748	00013748
ZINC00014006	00014006
ZINC00014007	00014007
ZINC00014036	00014036
ZINC00014037	00014037
ZINC00014092	00014092
ZINC00014360	00014360
ZINC00014362	00014362
ZINC00014479	00014479
ZINC00014556	00014556
ZINC00014669	00014669
ZINC00014864	00014864
ZINC00015095	00015095
ZINC00015250	00015250
ZINC00015333	00015333
ZINC00015335	00015335
ZINC00015515	00015515
ZINC00015872	00015872
ZINC00016154	00016154
ZINC00016356	00016356
ZINC00016359	00016359
ZINC00016380	00016380
ZINC00016616	00016616
ZINC00016827	00016827
ZINC00016912	00016912
ZINC00016978	00016978
ZINC00017024	00017024
ZINC00017028	00017028
ZINC00017086	00017086
ZINC00017088	00017088
ZINC00017343	00017343
ZINC00017525	00017525
ZINC00017560	00017560
ZINC00017712	00017712
ZINC00017887	00017887
ZINC00018377	00018377
ZINC00018379	00018379
ZINC00018551	00018551
ZINC00018635	00018635
ZINC00019529	00019529
ZINC00019636	00019636
ZINC00019965	00019965
ZINC00019969	00019969
ZINC00020049	00020049
ZINC00020220	00020220
ZINC00020226	00020226
ZINC00020228	00020228
ZINC00020229	00020229
ZINC00020230	00020230
ZINC00020235	00020235
ZINC00020240	00020240
ZINC00020241	00020241
ZINC00020242	00020242
ZINC00020245	00020245
ZINC00020248	00020248
ZINC00020250	00020250
ZINC00020251	00020251
ZINC00020252	00020252
ZINC00020253	00020253
ZINC00020439	00020439
ZINC00020440	00020440
ZINC00020441	00020441
ZINC00020442	00020442
ZINC00020647	00020647
ZINC00020920	00020920
ZINC00021067	00021067
ZINC00021169	00021169
ZINC00021246	00021246
ZINC00021406	00021406
ZINC00021455	00021455
ZINC00021592	00021592
ZINC00021702	00021702
ZINC00021732	00021732
ZINC00021786	00021786
ZINC00021790	00021790
ZINC00021813	00021813
ZINC00021814	00021814
ZINC00021815	00021815
ZINC00021914	00021914
ZINC00022168	00022168
ZINC00022202	00022202
ZINC00022706	00022706
ZINC00022708	00022708
ZINC00022992	00022992
ZINC00023387	00023387
ZINC00023623	00023623
ZINC00023624	00023624
ZINC00023738	00023738
ZINC00023894	00023894
ZINC00023994	00023994
ZINC00024132	00024132
ZINC00024149	00024149
ZINC00024150	00024150
ZINC00024215	00024215
ZINC00024222	00024222
ZINC00024727	00024727
ZINC00024946	00024946
ZINC00025301	00025301
ZINC00025447	00025447
ZINC00025672	00025672
ZINC00025764	00025764
ZINC00025765	00025765
ZINC00026019	00026019
ZINC00026029	00026029
ZINC00026126	00026126
ZINC00026181	00026181
ZINC00026213	00026213
ZINC00027317	00027317
ZINC00027320	00027320
ZINC00027361	00027361
ZINC00027793	00027793
ZINC00028150	00028150
ZINC00028155	00028155
ZINC00029121	00029121
ZINC00029912	00029912
ZINC00030283	00030283
ZINC00030344	00030344
ZINC00030668	00030668
ZINC00030669	00030669
ZINC00030817	00030817
ZINC00030895	00030895
ZINC00030896	00030896
ZINC00031164	00031164
ZINC00031165	00031165
ZINC00031235	00031235
ZINC00031269	00031269
ZINC00031969	00031969
ZINC00032241	00032241
ZINC00032243	00032243
ZINC00033019	00033019
ZINC00033131	00033131
ZINC00033341	00033341
ZINC00033357	00033357
ZINC00033447	00033447
ZINC00033882	00033882
ZINC00033901	00033901
ZINC00033902	00033902
ZINC00034354	00034354
ZINC00034746	00034746
ZINC00035663	00035663
ZINC00035678	00035678
ZINC00035804	00035804
ZINC00035846	00035846
ZINC00036613	00036613
ZINC00036634	00036634
ZINC00036779	00036779
ZINC00036780	00036780
ZINC00037002	00037002
ZINC00037095	00037095
ZINC00037156	00037156
ZINC00037157	00037157
ZINC00037160	00037160
ZINC00037161	00037161
ZINC00037163	00037163
ZINC00037168	00037168
ZINC00037169	00037169
ZINC00037170	00037170
ZINC00037171	00037171
ZINC00037175	00037175
ZINC00037182	00037182
ZINC00037183	00037183
ZINC00037184	00037184
ZINC00037185	00037185
ZINC00037188	00037188
ZINC00037189	00037189
ZINC00038499	00038499
ZINC00038763	00038763
ZINC00038812	00038812
ZINC00038831	00038831
ZINC00038887	00038887
ZINC00038933	00038933
ZINC00039089	00039089
ZINC00039090	00039090
ZINC00039092	00039092
ZINC00039101	00039101
ZINC00039111	00039111
ZINC00039112	00039112
ZINC00039321	00039321
ZINC00039356	00039356
ZINC00039357	00039357
ZINC00039452	00039452
ZINC00039600	00039600
ZINC00039811	00039811
ZINC00040057	00040057
ZINC00040150	00040150
ZINC00040236	00040236
ZINC00040238	00040238
ZINC00040831	00040831
ZINC00040854	00040854
ZINC00041847	00041847
ZINC00042165	00042165
ZINC00042511	00042511
ZINC00042534	00042534
ZINC00042568	00042568
ZINC00043989	00043989
ZINC00043990	00043990
ZINC00044019	00044019
ZINC00044027	00044027
ZINC00044054	00044054
ZINC00044904	00044904
ZINC00045127	00045127
ZINC00045266	00045266
ZINC00045767	00045767
