source	destinations_disconnected_to
ACE	SZT2
KAPCA	SZT2
NTKL	SZT2
CALM	SZT2
ACHA4	SZT2
ANXA2	SZT2
AURKB	SZT2
GNAT3	SZT2
CA2D1	SZT2
CAH4	SZT2
AK1C1	SZT2
ROCK1	SZT2
CHLE	SZT2
J3QK85	SZT2
ZAP70	SZT2
UD14	SZT2
S12A2	SZT2
EST1A	SZT2
VKOR1	SZT2
XDH	SZT2
ACHB4	SZT2
RLP24	SZT2
EDN1	SZT2
GBRB3	SZT2
TKT	SZT2
NEU2	SZT2
3HAO	SZT2
RL10L	SZT2
ADA1D	SZT2
CANB2	SZT2
KAP3	SZT2
PANX1	SZT2
ST2A1	SZT2
UPP2	SZT2
AK1D1	SZT2
CAC1A	SZT2
CUBN	SZT2
THA	SZT2
TBB5	SZT2
CATA	SZT2
RL3	SZT2
PA2GE	SZT2
HRH2	SZT2
ATTY	SZT2
S29A2	SZT2
GBRT	SZT2
ACHA3	SZT2
CDK6	SZT2
5HT7R	SZT2
ADRB1	SZT2
CP11A	SZT2
CSK	SZT2
5HT3A	SZT2
AT12A	SZT2
IOD3	SZT2
PGFRA	SZT2
A1AG1	SZT2
TNFA	SZT2
NFAC2	SZT2
NOS2	SZT2
5HT2B	SZT2
HS90A	SZT2
LCK	SZT2
ADCYA	SZT2
HS90B	SZT2
ADA2A	SZT2
CACP	SZT2
RARA	SZT2
PYC	SZT2
CATL1	SZT2
ACHA9	SZT2
NH2L1	SZT2
AAKB2	SZT2
DCXR	SZT2
CXCL7	SZT2
KCNE1	SZT2
B3GT4	SZT2
ACES	SZT2
SCNNG	SZT2
HASP	SZT2
MMP3	SZT2
MET	SZT2
AA2BR	SZT2
PDE8A	SZT2
5HT2C	SZT2
AK1C3	SZT2
OSTCN	SZT2
NMD3B	SZT2
CDK5	SZT2
PPARA	SZT2
DRD2	SZT2
VGFR2	SZT2
CP1A2	SZT2
NGF	SZT2
GBRA6	SZT2
ACHA7	SZT2
CP2C9	SZT2
TBA1A	SZT2
IL2RA	SZT2
PPB1	SZT2
PD2R	SZT2
Q71TU5	SZT2
DCE1	SZT2
GBRG1	SZT2
FGFR2	SZT2
IMPA1	SZT2
ACM2	SZT2
IL8	SZT2
5HT6R	SZT2
KPCT	SZT2
AOC1	SZT2
PCNA	SZT2
KSYK	SZT2
CAH9	SZT2
RL11	SZT2
CACB3	SZT2
HMDH	SZT2
GBRA4	SZT2
KIT	SZT2
AOFA	SZT2
NEP	SZT2
GLYC	SZT2
NCOA2	SZT2
5HT1E	SZT2
TBA4A	SZT2
METH	SZT2
LDHA	SZT2
MK08	SZT2
IGHG4	SZT2
CP2CJ	SZT2
RXRA	SZT2
PA2GA	SZT2
CP131	SZT2
ACACB	SZT2
PTHY	SZT2
IL10	SZT2
CAH2	SZT2
OPRD	SZT2
AAPK1	SZT2
PDPK1	SZT2
ADRB3	SZT2
C11B1	SZT2
GBRP	SZT2
ROCK2	SZT2
RL8	SZT2
ADCY2	SZT2
PHOP2	SZT2
CAH12	SZT2
S10A4	SZT2
GRIK1	SZT2
CBG	SZT2
PRGR	SZT2
HCAR2	SZT2
DNMT1	SZT2
PGH2	SZT2
CAC1F	SZT2
ADA2C	SZT2
S15A1	SZT2
ADA1A	SZT2
A1AG2	SZT2
OX1R	SZT2
KCMA1	SZT2
NMDE3	SZT2
HIBCH	SZT2
IPKA	SZT2
S22AI	SZT2
S29A1	SZT2
HDAC1	SZT2
PNPH	SZT2
ADA2B	SZT2
TRFL	SZT2
ALBU	SZT2
FMO3	SZT2
PLK1	SZT2
SGMR1	SZT2
GUAA	SZT2
QOR	SZT2
GCR	SZT2
CATD	SZT2
MIF	SZT2
HPGDS	SZT2
MKNK1	SZT2
P2RY2	SZT2
S12A4	SZT2
EGFR	SZT2
NFKB1	SZT2
PGFRB	SZT2
ANT3	SZT2
GTR1	SZT2
MK10	SZT2
CAMLG	SZT2
HEMH	SZT2
MTRR	SZT2
NQO1	SZT2
ACH10	SZT2
FMO4	SZT2
DRD5	SZT2
TRY1	SZT2
SCNAA	SZT2
GBRG3	SZT2
PDE8B	SZT2
KCNA2	SZT2
IFNA2	SZT2
AA1R	SZT2
MAPK2	SZT2
PK3CD	SZT2
HRH4	SZT2
GBRB1	SZT2
HCN2	SZT2
RL26L	SZT2
DMTA2	SZT2
6PGD	SZT2
GRP78	SZT2
PSIP1	SZT2
AT1A4	SZT2
GLR	SZT2
OPRK	SZT2
ATPB	SZT2
STMN4	SZT2
CACB2	SZT2
NMDZ1	SZT2
SC6A3	SZT2
ST2B1	SZT2
TBG1	SZT2
ESR1	SZT2
CREB1	SZT2
5HT1B	SZT2
ERBB2	SZT2
HDAC7	SZT2
KCC1B	SZT2
TBD	SZT2
TOP2B	SZT2
3BHS1	SZT2
ATP4A	SZT2
LOX5	SZT2
UD3A1	SZT2
BDNF	SZT2
GBRA1	SZT2
FOS	SZT2
SHBG	SZT2
ODP2	SZT2
ABCA1	SZT2
DYR	SZT2
P85A	SZT2
SIR1	SZT2
MTHR	SZT2
ADCL2	SZT2
IBP3	SZT2
DDR1	SZT2
CP46A	SZT2
SCN2A	SZT2
IL4	SZT2
NPS	SZT2
NMDE1	SZT2
AOFB	SZT2
RL13A	SZT2
S22A2	SZT2
CALY	SZT2
S12A5	SZT2
PK3CA	SZT2
PDE4D	SZT2
KIF11	SZT2
NR1I2	SZT2
NISCH	SZT2
NFKB2	SZT2
ITK	SZT2
PPIA	SZT2
MMAA	SZT2
PA24A	SZT2
HYES	SZT2
CP2C8	SZT2
CAC1D	SZT2
SCNNA	SZT2
DRD3	SZT2
IOD1	SZT2
AAKB1	SZT2
ARY2	SZT2
DOPO	SZT2
PDE3A	SZT2
TR10B	SZT2
ADA1B	SZT2
C9JK77	SZT2
MYLK3	SZT2
PDE1B	SZT2
MYH9	SZT2
TRI15	SZT2
HPRT	SZT2
ADRB2	SZT2
LIPL	SZT2
