source	destinations_disconnected_to
ACE	RNF44
KAPCA	RNF44
NTKL	RNF44
CALM	RNF44
ACHA4	RNF44
ANXA2	RNF44
AURKB	RNF44
GNAT3	RNF44
CA2D1	RNF44
CAH4	RNF44
AK1C1	RNF44
ROCK1	RNF44
CHLE	RNF44
J3QK85	RNF44
ZAP70	RNF44
UD14	RNF44
S12A2	RNF44
EST1A	RNF44
VKOR1	RNF44
XDH	RNF44
ACHB4	RNF44
RLP24	RNF44
EDN1	RNF44
GBRB3	RNF44
TKT	RNF44
NEU2	RNF44
3HAO	RNF44
RL10L	RNF44
ADA1D	RNF44
CANB2	RNF44
KAP3	RNF44
PANX1	RNF44
ST2A1	RNF44
UPP2	RNF44
AK1D1	RNF44
CAC1A	RNF44
CUBN	RNF44
THA	RNF44
TBB5	RNF44
CATA	RNF44
RL3	RNF44
PA2GE	RNF44
HRH2	RNF44
ATTY	RNF44
S29A2	RNF44
GBRT	RNF44
ACHA3	RNF44
CDK6	RNF44
5HT7R	RNF44
ADRB1	RNF44
CP11A	RNF44
CSK	RNF44
5HT3A	RNF44
AT12A	RNF44
IOD3	RNF44
PGFRA	RNF44
A1AG1	RNF44
TNFA	RNF44
NFAC2	RNF44
NOS2	RNF44
5HT2B	RNF44
HS90A	RNF44
LCK	RNF44
ADCYA	RNF44
HS90B	RNF44
ADA2A	RNF44
CACP	RNF44
RARA	RNF44
PYC	RNF44
CATL1	RNF44
ACHA9	RNF44
NH2L1	RNF44
AAKB2	RNF44
DCXR	RNF44
CXCL7	RNF44
KCNE1	RNF44
B3GT4	RNF44
ACES	RNF44
SCNNG	RNF44
HASP	RNF44
MMP3	RNF44
MET	RNF44
AA2BR	RNF44
PDE8A	RNF44
5HT2C	RNF44
AK1C3	RNF44
OSTCN	RNF44
NMD3B	RNF44
CDK5	RNF44
PPARA	RNF44
DRD2	RNF44
VGFR2	RNF44
CP1A2	RNF44
NGF	RNF44
GBRA6	RNF44
ACHA7	RNF44
CP2C9	RNF44
TBA1A	RNF44
IL2RA	RNF44
PPB1	RNF44
PD2R	RNF44
Q71TU5	RNF44
DCE1	RNF44
GBRG1	RNF44
FGFR2	RNF44
IMPA1	RNF44
ACM2	RNF44
IL8	RNF44
5HT6R	RNF44
KPCT	RNF44
AOC1	RNF44
PCNA	RNF44
KSYK	RNF44
CAH9	RNF44
RL11	RNF44
CACB3	RNF44
HMDH	RNF44
GBRA4	RNF44
KIT	RNF44
AOFA	RNF44
NEP	RNF44
GLYC	RNF44
NCOA2	RNF44
5HT1E	RNF44
TBA4A	RNF44
METH	RNF44
LDHA	RNF44
MK08	RNF44
IGHG4	RNF44
CP2CJ	RNF44
RXRA	RNF44
