source	destinations_disconnected_to
ACE	RNF38	ZNF91
KAPCA	RNF38	ZNF91
NTKL	RNF38	ZNF91
CALM	RNF38	ZNF91
ACHA4	RNF38	ZNF91
ANXA2	RNF38	ZNF91
AURKB	RNF38	ZNF91
GNAT3	RNF38	ZNF91
CA2D1	RNF38	ZNF91
CAH4	RNF38	ZNF91
AK1C1	RNF38	ZNF91
ROCK1	RNF38	ZNF91
CHLE	RNF38	ZNF91
J3QK85	RNF38	ZNF91
ZAP70	RNF38	ZNF91
UD14	RNF38	ZNF91
S12A2	RNF38	ZNF91
EST1A	RNF38	ZNF91
VKOR1	RNF38	ZNF91
XDH	RNF38	ZNF91
ACHB4	RNF38	ZNF91
RLP24	RNF38	ZNF91
EDN1	RNF38	ZNF91
GBRB3	RNF38	ZNF91
TKT	RNF38	ZNF91
NEU2	RNF38	ZNF91
3HAO	RNF38	ZNF91
RL10L	RNF38	ZNF91
ADA1D	RNF38	ZNF91
CANB2	RNF38	ZNF91
KAP3	RNF38	ZNF91
PANX1	RNF38	ZNF91
ST2A1	RNF38	ZNF91
UPP2	RNF38	ZNF91
AK1D1	RNF38	ZNF91
CAC1A	RNF38	ZNF91
CUBN	RNF38	ZNF91
THA	RNF38	ZNF91
TBB5	RNF38	ZNF91
CATA	RNF38	ZNF91
RL3	RNF38	ZNF91
PA2GE	RNF38	ZNF91
HRH2	RNF38	ZNF91
ATTY	RNF38	ZNF91
S29A2	RNF38	ZNF91
GBRT	RNF38	ZNF91
ACHA3	RNF38	ZNF91
CDK6	RNF38	ZNF91
5HT7R	RNF38	ZNF91
ADRB1	RNF38	ZNF91
CP11A	RNF38	ZNF91
CSK	RNF38	ZNF91
5HT3A	RNF38	ZNF91
AT12A	RNF38	ZNF91
IOD3	RNF38	ZNF91
PGFRA	RNF38	ZNF91
A1AG1	RNF38	ZNF91
TNFA	RNF38	ZNF91
NFAC2	RNF38	ZNF91
NOS2	RNF38	ZNF91
5HT2B	RNF38	ZNF91
HS90A	RNF38	ZNF91
LCK	RNF38	ZNF91
ADCYA	RNF38	ZNF91
HS90B	RNF38	ZNF91
ADA2A	RNF38	ZNF91
CACP	RNF38	ZNF91
RARA	RNF38	ZNF91
PYC	RNF38	ZNF91
CATL1	RNF38	ZNF91
ACHA9	RNF38	ZNF91
NH2L1	RNF38	ZNF91
AAKB2	RNF38	ZNF91
DCXR	RNF38	ZNF91
CXCL7	RNF38	ZNF91
KCNE1	RNF38	ZNF91
B3GT4	RNF38	ZNF91
ACES	RNF38	ZNF91
SCNNG	RNF38	ZNF91
HASP	RNF38	ZNF91
MMP3	RNF38	ZNF91
MET	RNF38	ZNF91
AA2BR	RNF38	ZNF91
PDE8A	RNF38	ZNF91
5HT2C	RNF38	ZNF91
AK1C3	RNF38	ZNF91
OSTCN	RNF38	ZNF91
NMD3B	RNF38	ZNF91
CDK5	RNF38	ZNF91
PPARA	RNF38	ZNF91
DRD2	RNF38	ZNF91
VGFR2	RNF38	ZNF91
CP1A2	RNF38	ZNF91
NGF	RNF38	ZNF91
GBRA6	RNF38	ZNF91
ACHA7	RNF38	ZNF91
CP2C9	RNF38	ZNF91
TBA1A	RNF38	ZNF91
IL2RA	RNF38	ZNF91
PPB1	RNF38	ZNF91
PD2R	RNF38	ZNF91
Q71TU5	RNF38	ZNF91
DCE1	RNF38	ZNF91
GBRG1	RNF38	ZNF91
FGFR2	RNF38	ZNF91
IMPA1	RNF38	ZNF91
ACM2	RNF38	ZNF91
IL8	RNF38	ZNF91
5HT6R	RNF38	ZNF91
KPCT	RNF38	ZNF91
AOC1	RNF38	ZNF91
PCNA	RNF38	ZNF91
KSYK	RNF38	ZNF91
CAH9	RNF38	ZNF91
RL11	RNF38	ZNF91
CACB3	RNF38	ZNF91
HMDH	RNF38	ZNF91
GBRA4	RNF38	ZNF91
KIT	RNF38	ZNF91
AOFA	RNF38	ZNF91
NEP	RNF38	ZNF91
GLYC	RNF38	ZNF91
NCOA2	RNF38	ZNF91
5HT1E	RNF38	ZNF91
TBA4A	RNF38	ZNF91
METH	RNF38	ZNF91
LDHA	RNF38	ZNF91
MK08	RNF38	ZNF91
IGHG4	RNF38	ZNF91
CP2CJ	RNF38	ZNF91
RXRA	RNF38	ZNF91
PA2GA	RNF38	ZNF91
CP131	RNF38	ZNF91
ACACB	RNF38	ZNF91
PTHY	RNF38	ZNF91
IL10	RNF38	ZNF91
CAH2	RNF38	ZNF91
OPRD	RNF38	ZNF91
AAPK1	RNF38	ZNF91
PDPK1	RNF38	ZNF91
ADRB3	RNF38	ZNF91
C11B1	RNF38	ZNF91
GBRP	RNF38	ZNF91
ROCK2	RNF38	ZNF91
RL8	RNF38	ZNF91
ADCY2	RNF38	ZNF91
PHOP2	RNF38	ZNF91
CAH12	RNF38	ZNF91
S10A4	RNF38	ZNF91
GRIK1	RNF38	ZNF91
CBG	RNF38	ZNF91
PRGR	RNF38	ZNF91
HCAR2	RNF38	ZNF91
DNMT1	RNF38	ZNF91
PGH2	RNF38	ZNF91
CAC1F	RNF38	ZNF91
ADA2C	RNF38	ZNF91
S15A1	RNF38	ZNF91
ADA1A	RNF38	ZNF91
A1AG2	RNF38	ZNF91
OX1R	RNF38	ZNF91
KCMA1	RNF38	ZNF91
NMDE3	RNF38	ZNF91
HIBCH	RNF38	ZNF91
IPKA	RNF38	ZNF91
S22AI	RNF38	ZNF91
S29A1	RNF38	ZNF91
