source	destinations_disconnected_to
ACE	NOL4	DHRS7
KAPCA	NOL4	DHRS7
NTKL	NOL4	DHRS7
CALM	NOL4	DHRS7
ACHA4	NOL4	DHRS7
ANXA2	NOL4	DHRS7
AURKB	NOL4	DHRS7
GNAT3	NOL4	DHRS7
CA2D1	NOL4	DHRS7
CAH4	NOL4	DHRS7
AK1C1	NOL4	DHRS7
ROCK1	NOL4	DHRS7
CHLE	NOL4	DHRS7
J3QK85	NOL4	DHRS7
ZAP70	NOL4	DHRS7
UD14	NOL4	DHRS7
S12A2	NOL4	DHRS7
EST1A	NOL4	DHRS7
VKOR1	NOL4	DHRS7
XDH	NOL4	DHRS7
ACHB4	NOL4	DHRS7
RLP24	NOL4	DHRS7
EDN1	NOL4	DHRS7
GBRB3	NOL4	DHRS7
TKT	NOL4	DHRS7
NEU2	NOL4	DHRS7
3HAO	NOL4	DHRS7
RL10L	NOL4	DHRS7
ADA1D	NOL4	DHRS7
CANB2	NOL4	DHRS7
KAP3	NOL4	DHRS7
PANX1	NOL4	DHRS7
ST2A1	NOL4	DHRS7
UPP2	NOL4	DHRS7
AK1D1	NOL4	DHRS7
CAC1A	NOL4	DHRS7
CUBN	NOL4	DHRS7
THA	NOL4	DHRS7
TBB5	NOL4	DHRS7
CATA	NOL4	DHRS7
RL3	NOL4	DHRS7
PA2GE	NOL4	DHRS7
HRH2	NOL4	DHRS7
ATTY	NOL4	DHRS7
S29A2	NOL4	DHRS7
GBRT	NOL4	DHRS7
ACHA3	NOL4	DHRS7
CDK6	NOL4	DHRS7
5HT7R	NOL4	DHRS7
ADRB1	NOL4	DHRS7
CP11A	NOL4	DHRS7
CSK	NOL4	DHRS7
5HT3A	NOL4	DHRS7
AT12A	NOL4	DHRS7
IOD3	NOL4	DHRS7
PGFRA	NOL4	DHRS7
A1AG1	NOL4	DHRS7
TNFA	NOL4	DHRS7
NFAC2	NOL4	DHRS7
NOS2	NOL4	DHRS7
5HT2B	NOL4	DHRS7
HS90A	NOL4	DHRS7
LCK	NOL4	DHRS7
ADCYA	NOL4	DHRS7
HS90B	NOL4	DHRS7
ADA2A	NOL4	DHRS7
CACP	NOL4	DHRS7
RARA	NOL4	DHRS7
PYC	NOL4	DHRS7
CATL1	NOL4	DHRS7
ACHA9	NOL4	DHRS7
NH2L1	NOL4	DHRS7
AAKB2	NOL4	DHRS7
DCXR	NOL4	DHRS7
CXCL7	NOL4	DHRS7
KCNE1	NOL4	DHRS7
B3GT4	NOL4	DHRS7
ACES	NOL4	DHRS7
SCNNG	NOL4	DHRS7
HASP	NOL4	DHRS7
MMP3	NOL4	DHRS7
MET	NOL4	DHRS7
AA2BR	NOL4	DHRS7
PDE8A	NOL4	DHRS7
5HT2C	NOL4	DHRS7
AK1C3	NOL4	DHRS7
OSTCN	NOL4	DHRS7
NMD3B	NOL4	DHRS7
CDK5	NOL4	DHRS7
PPARA	NOL4	DHRS7
DRD2	NOL4	DHRS7
VGFR2	NOL4	DHRS7
CP1A2	NOL4	DHRS7
NGF	NOL4	DHRS7
GBRA6	NOL4	DHRS7
ACHA7	NOL4	DHRS7
CP2C9	NOL4	DHRS7
TBA1A	NOL4	DHRS7
IL2RA	NOL4	DHRS7
PPB1	NOL4	DHRS7
PD2R	NOL4	DHRS7
Q71TU5	NOL4	DHRS7
DCE1	NOL4	DHRS7
GBRG1	NOL4	DHRS7
FGFR2	NOL4	DHRS7
IMPA1	NOL4	DHRS7
ACM2	NOL4	DHRS7
IL8	NOL4	DHRS7
5HT6R	NOL4	DHRS7
KPCT	NOL4	DHRS7
AOC1	NOL4	DHRS7
PCNA	NOL4	DHRS7
KSYK	NOL4	DHRS7
CAH9	NOL4	DHRS7
RL11	NOL4	DHRS7
CACB3	NOL4	DHRS7
HMDH	NOL4	DHRS7
GBRA4	NOL4	DHRS7
KIT	NOL4	DHRS7
AOFA	NOL4	DHRS7
NEP	NOL4	DHRS7
GLYC	NOL4	DHRS7
NCOA2	NOL4	DHRS7
5HT1E	NOL4	DHRS7
TBA4A	NOL4	DHRS7
METH	NOL4	DHRS7
LDHA	NOL4	DHRS7
MK08	NOL4	DHRS7
IGHG4	NOL4	DHRS7
CP2CJ	NOL4	DHRS7
RXRA	NOL4	DHRS7
PA2GA	NOL4	DHRS7
CP131	NOL4	DHRS7
ACACB	NOL4	DHRS7
PTHY	NOL4	DHRS7
IL10	NOL4	DHRS7
CAH2	NOL4	DHRS7
OPRD	NOL4	DHRS7
AAPK1	NOL4	DHRS7
PDPK1	NOL4	DHRS7
ADRB3	NOL4	DHRS7
C11B1	NOL4	DHRS7
GBRP	NOL4	DHRS7
ROCK2	NOL4	DHRS7
RL8	NOL4	DHRS7
ADCY2	NOL4	DHRS7
PHOP2	NOL4	DHRS7
CAH12	NOL4	DHRS7
S10A4	NOL4	DHRS7
GRIK1	NOL4	DHRS7
CBG	NOL4	DHRS7
PRGR	NOL4	DHRS7
HCAR2	NOL4	DHRS7
DNMT1	NOL4	DHRS7
PGH2	NOL4	DHRS7
CAC1F	NOL4	DHRS7
ADA2C	NOL4	DHRS7
S15A1	NOL4	DHRS7
ADA1A	NOL4	DHRS7
A1AG2	NOL4	DHRS7
OX1R	NOL4	DHRS7
KCMA1	NOL4	DHRS7
NMDE3	NOL4	DHRS7
HIBCH	NOL4	DHRS7
IPKA	NOL4	DHRS7
S22AI	NOL4	DHRS7
