source	destinations_disconnected_to
ACE	UFSP2	CRLF3
KAPCA	UFSP2	CRLF3
NTKL	UFSP2	CRLF3
CALM	UFSP2	CRLF3
ACHA4	UFSP2	CRLF3
ANXA2	UFSP2	CRLF3
AURKB	UFSP2	CRLF3
GNAT3	UFSP2	CRLF3
CA2D1	UFSP2	CRLF3
CAH4	UFSP2	CRLF3
AK1C1	UFSP2	CRLF3
ROCK1	UFSP2	CRLF3
CHLE	UFSP2	CRLF3
J3QK85	UFSP2	CRLF3
ZAP70	UFSP2	CRLF3
UD14	UFSP2	CRLF3
S12A2	UFSP2	CRLF3
EST1A	UFSP2	CRLF3
VKOR1	UFSP2	CRLF3
XDH	UFSP2	CRLF3
ACHB4	UFSP2	CRLF3
RLP24	UFSP2	CRLF3
EDN1	UFSP2	CRLF3
GBRB3	UFSP2	CRLF3
TKT	UFSP2	CRLF3
NEU2	UFSP2	CRLF3
3HAO	UFSP2	CRLF3
RL10L	UFSP2	CRLF3
ADA1D	UFSP2	CRLF3
CANB2	UFSP2	CRLF3
KAP3	UFSP2	CRLF3
PANX1	UFSP2	CRLF3
ST2A1	UFSP2	CRLF3
UPP2	UFSP2	CRLF3
AK1D1	UFSP2	CRLF3
CAC1A	UFSP2	CRLF3
CUBN	UFSP2	CRLF3
THA	UFSP2	CRLF3
TBB5	UFSP2	CRLF3
CATA	UFSP2	CRLF3
RL3	UFSP2	CRLF3
PA2GE	UFSP2	CRLF3
HRH2	UFSP2	CRLF3
ATTY	UFSP2	CRLF3
S29A2	UFSP2	CRLF3
GBRT	UFSP2	CRLF3
ACHA3	UFSP2	CRLF3
CDK6	UFSP2	CRLF3
5HT7R	UFSP2	CRLF3
ADRB1	UFSP2	CRLF3
CP11A	UFSP2	CRLF3
CSK	UFSP2	CRLF3
5HT3A	UFSP2	CRLF3
AT12A	UFSP2	CRLF3
IOD3	UFSP2	CRLF3
PGFRA	UFSP2	CRLF3
A1AG1	UFSP2	CRLF3
TNFA	UFSP2	CRLF3
NFAC2	UFSP2	CRLF3
NOS2	UFSP2	CRLF3
5HT2B	UFSP2	CRLF3
HS90A	UFSP2	CRLF3
LCK	UFSP2	CRLF3
ADCYA	UFSP2	CRLF3
HS90B	UFSP2	CRLF3
ADA2A	UFSP2	CRLF3
CACP	UFSP2	CRLF3
RARA	UFSP2	CRLF3
PYC	UFSP2	CRLF3
CATL1	UFSP2	CRLF3
ACHA9	UFSP2	CRLF3
NH2L1	UFSP2	CRLF3
AAKB2	UFSP2	CRLF3
DCXR	UFSP2	CRLF3
CXCL7	UFSP2	CRLF3
KCNE1	UFSP2	CRLF3
B3GT4	UFSP2	CRLF3
ACES	UFSP2	CRLF3
SCNNG	UFSP2	CRLF3
HASP	UFSP2	CRLF3
MMP3	UFSP2	CRLF3
MET	UFSP2	CRLF3
AA2BR	UFSP2	CRLF3
PDE8A	UFSP2	CRLF3
5HT2C	UFSP2	CRLF3
AK1C3	UFSP2	CRLF3
OSTCN	UFSP2	CRLF3
NMD3B	UFSP2	CRLF3
CDK5	UFSP2	CRLF3
PPARA	UFSP2	CRLF3
DRD2	UFSP2	CRLF3
VGFR2	UFSP2	CRLF3
CP1A2	UFSP2	CRLF3
NGF	UFSP2	CRLF3
GBRA6	UFSP2	CRLF3
ACHA7	UFSP2	CRLF3
CP2C9	UFSP2	CRLF3
TBA1A	UFSP2	CRLF3
IL2RA	UFSP2	CRLF3
PPB1	UFSP2	CRLF3
PD2R	UFSP2	CRLF3
Q71TU5	UFSP2	CRLF3
DCE1	UFSP2	CRLF3
GBRG1	UFSP2	CRLF3
FGFR2	UFSP2	CRLF3
IMPA1	UFSP2	CRLF3
ACM2	UFSP2	CRLF3
IL8	UFSP2	CRLF3
5HT6R	UFSP2	CRLF3
KPCT	UFSP2	CRLF3
AOC1	UFSP2	CRLF3
PCNA	UFSP2	CRLF3
KSYK	UFSP2	CRLF3
CAH9	UFSP2	CRLF3
RL11	UFSP2	CRLF3
CACB3	UFSP2	CRLF3
HMDH	UFSP2	CRLF3
GBRA4	UFSP2	CRLF3
KIT	UFSP2	CRLF3
AOFA	UFSP2	CRLF3
NEP	UFSP2	CRLF3
GLYC	UFSP2	CRLF3
NCOA2	UFSP2	CRLF3
5HT1E	UFSP2	CRLF3
TBA4A	UFSP2	CRLF3
METH	UFSP2	CRLF3
LDHA	UFSP2	CRLF3
MK08	UFSP2	CRLF3
IGHG4	UFSP2	CRLF3
CP2CJ	UFSP2	CRLF3
RXRA	UFSP2	CRLF3
PA2GA	UFSP2	CRLF3
CP131	UFSP2	CRLF3
ACACB	UFSP2	CRLF3
PTHY	UFSP2	CRLF3
IL10	UFSP2	CRLF3
CAH2	UFSP2	CRLF3
OPRD	UFSP2	CRLF3
AAPK1	UFSP2	CRLF3
PDPK1	UFSP2	CRLF3
ADRB3	UFSP2	CRLF3
C11B1	UFSP2	CRLF3
GBRP	UFSP2	CRLF3
ROCK2	UFSP2	CRLF3
RL8	UFSP2	CRLF3
ADCY2	UFSP2	CRLF3
PHOP2	UFSP2	CRLF3
CAH12	UFSP2	CRLF3
S10A4	UFSP2	CRLF3
GRIK1	UFSP2	CRLF3
CBG	UFSP2	CRLF3
PRGR	UFSP2	CRLF3
HCAR2	UFSP2	CRLF3
DNMT1	UFSP2	CRLF3
PGH2	UFSP2	CRLF3
CAC1F	UFSP2	CRLF3
ADA2C	UFSP2	CRLF3
S15A1	UFSP2	CRLF3
ADA1A	UFSP2	CRLF3
A1AG2	UFSP2	CRLF3
OX1R	UFSP2	CRLF3
KCMA1	UFSP2	CRLF3
NMDE3	UFSP2	CRLF3
HIBCH	UFSP2	CRLF3
IPKA	UFSP2	CRLF3
S22AI	UFSP2	CRLF3
S29A1	UFSP2	CRLF3
HDAC1	UFSP2	CRLF3
PNPH	UFSP2	CRLF3
ADA2B	UFSP2	CRLF3
TRFL	UFSP2	CRLF3
ALBU	UFSP2	CRLF3
FMO3	UFSP2	CRLF3
PLK1	UFSP2	CRLF3
SGMR1	UFSP2	CRLF3
GUAA	UFSP2	CRLF3
QOR	UFSP2	CRLF3
GCR	UFSP2	CRLF3
CATD	UFSP2	CRLF3
MIF	UFSP2	CRLF3
HPGDS	UFSP2	CRLF3
MKNK1	UFSP2	CRLF3
P2RY2	UFSP2	CRLF3
S12A4	UFSP2	CRLF3
