source	destinations_disconnected_to
ACE	GAS8
KAPCA	GAS8
NTKL	GAS8
CALM	GAS8
ACHA4	GAS8
ANXA2	GAS8
AURKB	GAS8
GNAT3	GAS8
CA2D1	GAS8
CAH4	GAS8
AK1C1	GAS8
ROCK1	GAS8
CHLE	GAS8
J3QK85	GAS8
ZAP70	GAS8
UD14	GAS8
S12A2	GAS8
EST1A	GAS8
VKOR1	GAS8
XDH	GAS8
ACHB4	GAS8
RLP24	GAS8
EDN1	GAS8
GBRB3	GAS8
TKT	GAS8
NEU2	GAS8
3HAO	GAS8
RL10L	GAS8
ADA1D	GAS8
CANB2	GAS8
KAP3	GAS8
PANX1	GAS8
ST2A1	GAS8
UPP2	GAS8
AK1D1	GAS8
CAC1A	GAS8
CUBN	GAS8
THA	GAS8
TBB5	GAS8
CATA	GAS8
RL3	GAS8
PA2GE	GAS8
HRH2	GAS8
ATTY	GAS8
S29A2	GAS8
GBRT	GAS8
ACHA3	GAS8
CDK6	GAS8
5HT7R	GAS8
ADRB1	GAS8
CP11A	GAS8
CSK	GAS8
5HT3A	GAS8
AT12A	GAS8
IOD3	GAS8
PGFRA	GAS8
A1AG1	GAS8
TNFA	GAS8
NFAC2	GAS8
NOS2	GAS8
5HT2B	GAS8
HS90A	GAS8
LCK	GAS8
ADCYA	GAS8
HS90B	GAS8
ADA2A	GAS8
CACP	GAS8
RARA	GAS8
PYC	GAS8
CATL1	GAS8
ACHA9	GAS8
NH2L1	GAS8
AAKB2	GAS8
DCXR	GAS8
CXCL7	GAS8
KCNE1	GAS8
B3GT4	GAS8
ACES	GAS8
SCNNG	GAS8
HASP	GAS8
MMP3	GAS8
MET	GAS8
AA2BR	GAS8
PDE8A	GAS8
5HT2C	GAS8
AK1C3	GAS8
OSTCN	GAS8
NMD3B	GAS8
CDK5	GAS8
PPARA	GAS8
DRD2	GAS8
VGFR2	GAS8
CP1A2	GAS8
NGF	GAS8
GBRA6	GAS8
ACHA7	GAS8
CP2C9	GAS8
TBA1A	GAS8
IL2RA	GAS8
PPB1	GAS8
PD2R	GAS8
Q71TU5	GAS8
DCE1	GAS8
GBRG1	GAS8
FGFR2	GAS8
IMPA1	GAS8
ACM2	GAS8
IL8	GAS8
5HT6R	GAS8
KPCT	GAS8
AOC1	GAS8
PCNA	GAS8
KSYK	GAS8
CAH9	GAS8
RL11	GAS8
CACB3	GAS8
HMDH	GAS8
GBRA4	GAS8
KIT	GAS8
AOFA	GAS8
NEP	GAS8
GLYC	GAS8
NCOA2	GAS8
5HT1E	GAS8
TBA4A	GAS8
METH	GAS8
LDHA	GAS8
MK08	GAS8
IGHG4	GAS8
CP2CJ	GAS8
RXRA	GAS8
PA2GA	GAS8
CP131	GAS8
ACACB	GAS8
PTHY	GAS8
IL10	GAS8
CAH2	GAS8
OPRD	GAS8
AAPK1	GAS8
PDPK1	GAS8
ADRB3	GAS8
C11B1	GAS8
GBRP	GAS8
ROCK2	GAS8
RL8	GAS8
ADCY2	GAS8
PHOP2	GAS8
CAH12	GAS8
S10A4	GAS8
GRIK1	GAS8
CBG	GAS8
PRGR	GAS8
HCAR2	GAS8
DNMT1	GAS8
PGH2	GAS8
CAC1F	GAS8
ADA2C	GAS8
S15A1	GAS8
ADA1A	GAS8
A1AG2	GAS8
OX1R	GAS8
KCMA1	GAS8
NMDE3	GAS8
HIBCH	GAS8
IPKA	GAS8
S22AI	GAS8
S29A1	GAS8
HDAC1	GAS8
PNPH	GAS8
ADA2B	GAS8
TRFL	GAS8
ALBU	GAS8
FMO3	GAS8
PLK1	GAS8
SGMR1	GAS8
GUAA	GAS8
QOR	GAS8
GCR	GAS8
CATD	GAS8
MIF	GAS8
HPGDS	GAS8
MKNK1	GAS8
P2RY2	GAS8
S12A4	GAS8
EGFR	GAS8
NFKB1	GAS8
PGFRB	GAS8
ANT3	GAS8
GTR1	GAS8
MK10	GAS8
CAMLG	GAS8
HEMH	GAS8
MTRR	GAS8
NQO1	GAS8
ACH10	GAS8
FMO4	GAS8
DRD5	GAS8
TRY1	GAS8
SCNAA	GAS8
GBRG3	GAS8
PDE8B	GAS8
KCNA2	GAS8
IFNA2	GAS8
AA1R	GAS8
MAPK2	GAS8
PK3CD	GAS8
HRH4	GAS8
GBRB1	GAS8
HCN2	GAS8
RL26L	GAS8
DMTA2	GAS8
6PGD	GAS8
GRP78	GAS8
PSIP1	GAS8
AT1A4	GAS8
GLR	GAS8
OPRK	GAS8
ATPB	GAS8
STMN4	GAS8
CACB2	GAS8
NMDZ1	GAS8
SC6A3	GAS8
ST2B1	GAS8
TBG1	GAS8
ESR1	GAS8
CREB1	GAS8
5HT1B	GAS8
ERBB2	GAS8
HDAC7	GAS8
KCC1B	GAS8
TBD	GAS8
TOP2B	GAS8
3BHS1	GAS8
ATP4A	GAS8
LOX5	GAS8
UD3A1	GAS8
BDNF	GAS8
GBRA1	GAS8
FOS	GAS8
SHBG	GAS8
ODP2	GAS8
ABCA1	GAS8
DYR	GAS8
P85A	GAS8
SIR1	GAS8
MTHR	GAS8
ADCL2	GAS8
IBP3	GAS8
DDR1	GAS8
CP46A	GAS8
SCN2A	GAS8
IL4	GAS8
NPS	GAS8
NMDE1	GAS8
AOFB	GAS8
RL13A	GAS8
S22A2	GAS8
CALY	GAS8
S12A5	GAS8
PK3CA	GAS8
PDE4D	GAS8
KIF11	GAS8
NR1I2	GAS8
NISCH	GAS8
NFKB2	GAS8
ITK	GAS8
PPIA	GAS8
MMAA	GAS8
PA24A	GAS8
HYES	GAS8
CP2C8	GAS8
CAC1D	GAS8
SCNNA	GAS8
DRD3	GAS8
IOD1	GAS8
AAKB1	GAS8
ARY2	GAS8
DOPO	GAS8
PDE3A	GAS8
TR10B	GAS8
ADA1B	GAS8
C9JK77	GAS8
MYLK3	GAS8
PDE1B	GAS8
MYH9	GAS8
TRI15	GAS8
HPRT	GAS8
ADRB2	GAS8
LIPL	GAS8
MDR1	GAS8
5HT1A	GAS8
CP19A	GAS8
ARY1	GAS8
5HT2A	GAS8
G6PD	GAS8
PYRD	GAS8
GBRB2	GAS8
IKBA	GAS8
THRB	GAS8
GPX1	GAS8
TNNC2	GAS8
S22AB	GAS8
PDE5A	GAS8
TGFB1	GAS8
TOP2A	GAS8
RL23	GAS8
PDK3	GAS8
EDNRA	GAS8
TF65	GAS8
KAP0	GAS8
PPIF	GAS8
RL15	GAS8
KCNH2	GAS8
PDE4C	GAS8
ABCC8	GAS8
J3KPA4	GAS8
HDAC8	GAS8
GBRD	GAS8
CCKN	GAS8
ADCY5	GAS8
ATPA	GAS8
ATPG	GAS8
CAC1G	GAS8
LDHB	GAS8
JUN	GAS8
CSF1R	GAS8
UD19	GAS8
ATF6A	GAS8
RL19	GAS8
ST17B	GAS8
ABL1	GAS8
PHOP1	GAS8
SC6A4	GAS8
S22A6	GAS8
GRIK2	GAS8
ACM3	GAS8
RYR1	GAS8
S23IP	GAS8
CRBN	GAS8
MUTA	GAS8
ARGI1	GAS8
AA3R	GAS8
GBRA5	GAS8
CAH6	GAS8
FAK1	GAS8
SCNND	GAS8
CASP8	GAS8
SYRC	GAS8
CP3A4	GAS8
A4	GAS8
MRP1	GAS8
KCNN4	GAS8
PDE7A	GAS8
SCN4A	GAS8
CACB1	GAS8
DHI1	GAS8
PDIA1	GAS8
LRP2	GAS8
ESR2	GAS8
SCNNB	GAS8
NMDE4	GAS8
TY3H	GAS8
SOAT1	GAS8
NMD3A	GAS8
ASM	GAS8
S12A1	GAS8
CP1A1	GAS8
INSR2	GAS8
NCOA1	GAS8
TBE	GAS8
ITAL	GAS8
PPARG	GAS8
GSK3B	GAS8
CAC1I	GAS8
THB	GAS8
KLK3	GAS8
