source	destinations_disconnected_to
ACE	MFSD9
KAPCA	MFSD9
NTKL	MFSD9
CALM	MFSD9
ACHA4	MFSD9
ANXA2	MFSD9
AURKB	MFSD9
GNAT3	MFSD9
CA2D1	MFSD9
CAH4	MFSD9
AK1C1	MFSD9
ROCK1	MFSD9
CHLE	MFSD9
J3QK85	MFSD9
ZAP70	MFSD9
UD14	MFSD9
S12A2	MFSD9
EST1A	MFSD9
VKOR1	MFSD9
XDH	MFSD9
ACHB4	MFSD9
RLP24	MFSD9
EDN1	MFSD9
GBRB3	MFSD9
TKT	MFSD9
NEU2	MFSD9
3HAO	MFSD9
RL10L	MFSD9
ADA1D	MFSD9
CANB2	MFSD9
KAP3	MFSD9
PANX1	MFSD9
ST2A1	MFSD9
UPP2	MFSD9
AK1D1	MFSD9
CAC1A	MFSD9
CUBN	MFSD9
THA	MFSD9
TBB5	MFSD9
CATA	MFSD9
RL3	MFSD9
PA2GE	MFSD9
HRH2	MFSD9
ATTY	MFSD9
S29A2	MFSD9
GBRT	MFSD9
ACHA3	MFSD9
CDK6	MFSD9
5HT7R	MFSD9
ADRB1	MFSD9
CP11A	MFSD9
CSK	MFSD9
5HT3A	MFSD9
AT12A	MFSD9
IOD3	MFSD9
PGFRA	MFSD9
A1AG1	MFSD9
TNFA	MFSD9
NFAC2	MFSD9
NOS2	MFSD9
5HT2B	MFSD9
HS90A	MFSD9
LCK	MFSD9
ADCYA	MFSD9
HS90B	MFSD9
ADA2A	MFSD9
CACP	MFSD9
RARA	MFSD9
PYC	MFSD9
CATL1	MFSD9
ACHA9	MFSD9
NH2L1	MFSD9
AAKB2	MFSD9
DCXR	MFSD9
CXCL7	MFSD9
KCNE1	MFSD9
B3GT4	MFSD9
ACES	MFSD9
SCNNG	MFSD9
HASP	MFSD9
MMP3	MFSD9
MET	MFSD9
AA2BR	MFSD9
PDE8A	MFSD9
5HT2C	MFSD9
AK1C3	MFSD9
OSTCN	MFSD9
NMD3B	MFSD9
CDK5	MFSD9
PPARA	MFSD9
DRD2	MFSD9
VGFR2	MFSD9
CP1A2	MFSD9
NGF	MFSD9
GBRA6	MFSD9
ACHA7	MFSD9
CP2C9	MFSD9
TBA1A	MFSD9
IL2RA	MFSD9
PPB1	MFSD9
PD2R	MFSD9
Q71TU5	MFSD9
DCE1	MFSD9
GBRG1	MFSD9
FGFR2	MFSD9
IMPA1	MFSD9
ACM2	MFSD9
IL8	MFSD9
5HT6R	MFSD9
KPCT	MFSD9
AOC1	MFSD9
PCNA	MFSD9
KSYK	MFSD9
CAH9	MFSD9
RL11	MFSD9
CACB3	MFSD9
HMDH	MFSD9
GBRA4	MFSD9
KIT	MFSD9
AOFA	MFSD9
NEP	MFSD9
GLYC	MFSD9
NCOA2	MFSD9
5HT1E	MFSD9
TBA4A	MFSD9
METH	MFSD9
LDHA	MFSD9
MK08	MFSD9
IGHG4	MFSD9
CP2CJ	MFSD9
RXRA	MFSD9
PA2GA	MFSD9
CP131	MFSD9
ACACB	MFSD9
PTHY	MFSD9
IL10	MFSD9
CAH2	MFSD9
OPRD	MFSD9
AAPK1	MFSD9
PDPK1	MFSD9
ADRB3	MFSD9
C11B1	MFSD9
GBRP	MFSD9
ROCK2	MFSD9
RL8	MFSD9
ADCY2	MFSD9
PHOP2	MFSD9
CAH12	MFSD9
S10A4	MFSD9
GRIK1	MFSD9
CBG	MFSD9
PRGR	MFSD9
HCAR2	MFSD9
DNMT1	MFSD9
PGH2	MFSD9
CAC1F	MFSD9
ADA2C	MFSD9
S15A1	MFSD9
ADA1A	MFSD9
A1AG2	MFSD9
OX1R	MFSD9
KCMA1	MFSD9
NMDE3	MFSD9
HIBCH	MFSD9
IPKA	MFSD9
S22AI	MFSD9
S29A1	MFSD9
HDAC1	MFSD9
PNPH	MFSD9
ADA2B	MFSD9
TRFL	MFSD9
ALBU	MFSD9
FMO3	MFSD9
PLK1	MFSD9
SGMR1	MFSD9
GUAA	MFSD9
QOR	MFSD9
GCR	MFSD9
CATD	MFSD9
MIF	MFSD9
HPGDS	MFSD9
MKNK1	MFSD9
P2RY2	MFSD9
S12A4	MFSD9
EGFR	MFSD9
NFKB1	MFSD9
PGFRB	MFSD9
ANT3	MFSD9
GTR1	MFSD9
MK10	MFSD9
CAMLG	MFSD9
HEMH	MFSD9
MTRR	MFSD9
NQO1	MFSD9
ACH10	MFSD9
FMO4	MFSD9
DRD5	MFSD9
TRY1	MFSD9
SCNAA	MFSD9
GBRG3	MFSD9
PDE8B	MFSD9
KCNA2	MFSD9
IFNA2	MFSD9
AA1R	MFSD9
MAPK2	MFSD9
PK3CD	MFSD9
HRH4	MFSD9
GBRB1	MFSD9
HCN2	MFSD9
RL26L	MFSD9
DMTA2	MFSD9
6PGD	MFSD9
GRP78	MFSD9
PSIP1	MFSD9
AT1A4	MFSD9
GLR	MFSD9
OPRK	MFSD9
ATPB	MFSD9
STMN4	MFSD9
CACB2	MFSD9
NMDZ1	MFSD9
SC6A3	MFSD9
ST2B1	MFSD9
TBG1	MFSD9
ESR1	MFSD9
CREB1	MFSD9
5HT1B	MFSD9
ERBB2	MFSD9
HDAC7	MFSD9
KCC1B	MFSD9
TBD	MFSD9
TOP2B	MFSD9
3BHS1	MFSD9
ATP4A	MFSD9
LOX5	MFSD9
UD3A1	MFSD9
BDNF	MFSD9
GBRA1	MFSD9
FOS	MFSD9
SHBG	MFSD9
ODP2	MFSD9
ABCA1	MFSD9
DYR	MFSD9
P85A	MFSD9
SIR1	MFSD9
MTHR	MFSD9
ADCL2	MFSD9
IBP3	MFSD9
DDR1	MFSD9
CP46A	MFSD9
SCN2A	MFSD9
IL4	MFSD9
NPS	MFSD9
NMDE1	MFSD9
AOFB	MFSD9
RL13A	MFSD9
S22A2	MFSD9
CALY	MFSD9
S12A5	MFSD9
PK3CA	MFSD9
PDE4D	MFSD9
KIF11	MFSD9
NR1I2	MFSD9
NISCH	MFSD9
NFKB2	MFSD9
ITK	MFSD9
PPIA	MFSD9
MMAA	MFSD9
PA24A	MFSD9
HYES	MFSD9
CP2C8	MFSD9
CAC1D	MFSD9
SCNNA	MFSD9
DRD3	MFSD9
IOD1	MFSD9
AAKB1	MFSD9
ARY2	MFSD9
DOPO	MFSD9
PDE3A	MFSD9
TR10B	MFSD9
ADA1B	MFSD9
C9JK77	MFSD9
MYLK3	MFSD9
PDE1B	MFSD9
MYH9	MFSD9
TRI15	MFSD9
HPRT	MFSD9
ADRB2	MFSD9
LIPL	MFSD9
MDR1	MFSD9
5HT1A	MFSD9
CP19A	MFSD9
ARY1	MFSD9
5HT2A	MFSD9
G6PD	MFSD9
PYRD	MFSD9
GBRB2	MFSD9
IKBA	MFSD9
THRB	MFSD9
GPX1	MFSD9
TNNC2	MFSD9
S22AB	MFSD9
PDE5A	MFSD9
TGFB1	MFSD9
TOP2A	MFSD9
RL23	MFSD9
PDK3	MFSD9
EDNRA	MFSD9
TF65	MFSD9
KAP0	MFSD9
PPIF	MFSD9
RL15	MFSD9
KCNH2	MFSD9
PDE4C	MFSD9
ABCC8	MFSD9
J3KPA4	MFSD9
HDAC8	MFSD9
GBRD	MFSD9
CCKN	MFSD9
ADCY5	MFSD9
ATPA	MFSD9
ATPG	MFSD9
CAC1G	MFSD9
LDHB	MFSD9
JUN	MFSD9
CSF1R	MFSD9
UD19	MFSD9
ATF6A	MFSD9
RL19	MFSD9
ST17B	MFSD9
ABL1	MFSD9
PHOP1	MFSD9
SC6A4	MFSD9
S22A6	MFSD9
GRIK2	MFSD9
ACM3	MFSD9
RYR1	MFSD9
S23IP	MFSD9
CRBN	MFSD9
MUTA	MFSD9
ARGI1	MFSD9
AA3R	MFSD9
GBRA5	MFSD9
CAH6	MFSD9
FAK1	MFSD9
SCNND	MFSD9
CASP8	MFSD9
SYRC	MFSD9
CP3A4	MFSD9
A4	MFSD9
MRP1	MFSD9
KCNN4	MFSD9
PDE7A	MFSD9
SCN4A	MFSD9
CACB1	MFSD9
DHI1	MFSD9
PDIA1	MFSD9
LRP2	MFSD9
ESR2	MFSD9
SCNNB	MFSD9
NMDE4	MFSD9
TY3H	MFSD9
SOAT1	MFSD9
NMD3A	MFSD9
ASM	MFSD9
S12A1	MFSD9
CP1A1	MFSD9
INSR2	MFSD9
NCOA1	MFSD9
TBE	MFSD9
ITAL	MFSD9
PPARG	MFSD9
GSK3B	MFSD9
CAC1I	MFSD9
THB	MFSD9
KLK3	MFSD9
GBRA2	MFSD9
TBB4B	MFSD9
DRD4	MFSD9
CLIC1	MFSD9
GBRE	MFSD9
RHOA	MFSD9
TERT	MFSD9
RL23A	MFSD9
KITH	MFSD9
HIF1A	MFSD9
TEBP	MFSD9
PERM	MFSD9
TYSY	MFSD9
PAR10	MFSD9
NNMT	MFSD9
RARB	MFSD9
PK3CG	MFSD9
CAC1C	MFSD9
PLPL9	MFSD9
OPRM	MFSD9
PLMN	MFSD9
ADA	MFSD9
TNNC1	MFSD9
J3KN87	MFSD9
GBRG2	MFSD9
FAD1	MFSD9
PDE1A	MFSD9
GLUC	MFSD9
EST1	MFSD9
P2RX2	MFSD9
NOS3	MFSD9
GSTP1	MFSD9
CAH7	MFSD9
IL6	MFSD9
UD13	MFSD9
PDE4A	MFSD9
CBPB2	MFSD9
KCJ11	MFSD9
SCN5A	MFSD9
CP21A	MFSD9
CFTR	MFSD9
ACM1	MFSD9
GRIA2	MFSD9
CPT2	MFSD9
COMT	MFSD9
P53	MFSD9
CNGA1	MFSD9
HDAC9	MFSD9
KCNQ1	MFSD9
PGH1	MFSD9
CP2R1	MFSD9
CAC1H	MFSD9
CAB45	MFSD9
CDK2	MFSD9
SC6A2	MFSD9
AK1C2	MFSD9
CA2D2	MFSD9
S22A8	MFSD9
EBP	MFSD9
NADC	MFSD9
5HT5A	MFSD9
AHR	MFSD9
HDAC6	MFSD9
MRP2	MFSD9
PDE4B	MFSD9
AA2AR	MFSD9
PDE7B	MFSD9
FAK2	MFSD9
CASP3	MFSD9
CATB	MFSD9
CAC1S	MFSD9
TA2R	MFSD9
TPMT	MFSD9
5HT1D	MFSD9
PIM1	MFSD9
AT1A1	MFSD9
MMP9	MFSD9
RL37	MFSD9
PARP1	MFSD9
RENR	MFSD9
ENPL	MFSD9
NR1I3	MFSD9
CAH1	MFSD9
SL9A7	MFSD9
ACM4	MFSD9
TOP1	MFSD9
DHB8	MFSD9
FABP6	MFSD9
GABR1	MFSD9
LY66C	MFSD9
GLNA	MFSD9
SCN1A	MFSD9
HDAC3	MFSD9
RENI	MFSD9
