source	destinations_disconnected_to
ACE	PDZD8
KAPCA	PDZD8
NTKL	PDZD8
CALM	PDZD8
ACHA4	PDZD8
ANXA2	PDZD8
AURKB	PDZD8
GNAT3	PDZD8
CA2D1	PDZD8
CAH4	PDZD8
AK1C1	PDZD8
ROCK1	PDZD8
CHLE	PDZD8
J3QK85	PDZD8
ZAP70	PDZD8
UD14	PDZD8
S12A2	PDZD8
EST1A	PDZD8
VKOR1	PDZD8
XDH	PDZD8
ACHB4	PDZD8
RLP24	PDZD8
EDN1	PDZD8
GBRB3	PDZD8
TKT	PDZD8
NEU2	PDZD8
3HAO	PDZD8
RL10L	PDZD8
ADA1D	PDZD8
CANB2	PDZD8
KAP3	PDZD8
PANX1	PDZD8
ST2A1	PDZD8
UPP2	PDZD8
AK1D1	PDZD8
CAC1A	PDZD8
CUBN	PDZD8
THA	PDZD8
TBB5	PDZD8
CATA	PDZD8
RL3	PDZD8
PA2GE	PDZD8
HRH2	PDZD8
ATTY	PDZD8
S29A2	PDZD8
GBRT	PDZD8
ACHA3	PDZD8
CDK6	PDZD8
5HT7R	PDZD8
ADRB1	PDZD8
CP11A	PDZD8
CSK	PDZD8
5HT3A	PDZD8
AT12A	PDZD8
IOD3	PDZD8
PGFRA	PDZD8
A1AG1	PDZD8
TNFA	PDZD8
NFAC2	PDZD8
NOS2	PDZD8
5HT2B	PDZD8
HS90A	PDZD8
LCK	PDZD8
ADCYA	PDZD8
HS90B	PDZD8
ADA2A	PDZD8
CACP	PDZD8
RARA	PDZD8
PYC	PDZD8
CATL1	PDZD8
ACHA9	PDZD8
NH2L1	PDZD8
AAKB2	PDZD8
DCXR	PDZD8
CXCL7	PDZD8
KCNE1	PDZD8
B3GT4	PDZD8
ACES	PDZD8
SCNNG	PDZD8
HASP	PDZD8
MMP3	PDZD8
MET	PDZD8
AA2BR	PDZD8
PDE8A	PDZD8
5HT2C	PDZD8
AK1C3	PDZD8
OSTCN	PDZD8
NMD3B	PDZD8
CDK5	PDZD8
PPARA	PDZD8
DRD2	PDZD8
VGFR2	PDZD8
CP1A2	PDZD8
NGF	PDZD8
GBRA6	PDZD8
ACHA7	PDZD8
CP2C9	PDZD8
TBA1A	PDZD8
IL2RA	PDZD8
PPB1	PDZD8
PD2R	PDZD8
Q71TU5	PDZD8
DCE1	PDZD8
GBRG1	PDZD8
FGFR2	PDZD8
IMPA1	PDZD8
ACM2	PDZD8
IL8	PDZD8
5HT6R	PDZD8
KPCT	PDZD8
AOC1	PDZD8
PCNA	PDZD8
KSYK	PDZD8
CAH9	PDZD8
RL11	PDZD8
CACB3	PDZD8
HMDH	PDZD8
GBRA4	PDZD8
KIT	PDZD8
AOFA	PDZD8
NEP	PDZD8
GLYC	PDZD8
