source	destinations_disconnected_to
ACE	VAX2	PTCD1
KAPCA	VAX2	PTCD1
NTKL	VAX2	PTCD1
CALM	VAX2	PTCD1
ACHA4	VAX2	PTCD1
ANXA2	VAX2	PTCD1
AURKB	VAX2	PTCD1
GNAT3	VAX2	PTCD1
CA2D1	VAX2	PTCD1
CAH4	VAX2	PTCD1
AK1C1	VAX2	PTCD1
ROCK1	VAX2	PTCD1
CHLE	VAX2	PTCD1
J3QK85	VAX2	PTCD1
ZAP70	VAX2	PTCD1
UD14	VAX2	PTCD1
S12A2	VAX2	PTCD1
EST1A	VAX2	PTCD1
VKOR1	VAX2	PTCD1
XDH	VAX2	PTCD1
ACHB4	VAX2	PTCD1
RLP24	VAX2	PTCD1
EDN1	VAX2	PTCD1
GBRB3	VAX2	PTCD1
TKT	VAX2	PTCD1
NEU2	VAX2	PTCD1
3HAO	VAX2	PTCD1
RL10L	VAX2	PTCD1
ADA1D	VAX2	PTCD1
CANB2	VAX2	PTCD1
KAP3	VAX2	PTCD1
PANX1	VAX2	PTCD1
ST2A1	VAX2	PTCD1
UPP2	VAX2	PTCD1
AK1D1	VAX2	PTCD1
CAC1A	VAX2	PTCD1
CUBN	VAX2	PTCD1
THA	VAX2	PTCD1
TBB5	VAX2	PTCD1
CATA	VAX2	PTCD1
RL3	VAX2	PTCD1
PA2GE	VAX2	PTCD1
HRH2	VAX2	PTCD1
ATTY	VAX2	PTCD1
S29A2	VAX2	PTCD1
GBRT	VAX2	PTCD1
ACHA3	VAX2	PTCD1
CDK6	VAX2	PTCD1
5HT7R	VAX2	PTCD1
ADRB1	VAX2	PTCD1
CP11A	VAX2	PTCD1
CSK	VAX2	PTCD1
5HT3A	VAX2	PTCD1
AT12A	VAX2	PTCD1
IOD3	VAX2	PTCD1
PGFRA	VAX2	PTCD1
A1AG1	VAX2	PTCD1
TNFA	VAX2	PTCD1
NFAC2	VAX2	PTCD1
NOS2	VAX2	PTCD1
5HT2B	VAX2	PTCD1
HS90A	VAX2	PTCD1
LCK	VAX2	PTCD1
ADCYA	VAX2	PTCD1
HS90B	VAX2	PTCD1
ADA2A	VAX2	PTCD1
CACP	VAX2	PTCD1
RARA	VAX2	PTCD1
PYC	VAX2	PTCD1
CATL1	VAX2	PTCD1
ACHA9	VAX2	PTCD1
NH2L1	VAX2	PTCD1
AAKB2	VAX2	PTCD1
DCXR	VAX2	PTCD1
CXCL7	VAX2	PTCD1
KCNE1	VAX2	PTCD1
B3GT4	VAX2	PTCD1
ACES	VAX2	PTCD1
SCNNG	VAX2	PTCD1
HASP	VAX2	PTCD1
MMP3	VAX2	PTCD1
MET	VAX2	PTCD1
AA2BR	VAX2	PTCD1
PDE8A	VAX2	PTCD1
5HT2C	VAX2	PTCD1
AK1C3	VAX2	PTCD1
OSTCN	VAX2	PTCD1
NMD3B	VAX2	PTCD1
CDK5	VAX2	PTCD1
PPARA	VAX2	PTCD1
DRD2	VAX2	PTCD1
VGFR2	VAX2	PTCD1
CP1A2	VAX2	PTCD1
NGF	VAX2	PTCD1
GBRA6	VAX2	PTCD1
ACHA7	VAX2	PTCD1
CP2C9	VAX2	PTCD1
TBA1A	VAX2	PTCD1
IL2RA	VAX2	PTCD1
PPB1	VAX2	PTCD1
PD2R	VAX2	PTCD1
Q71TU5	VAX2	PTCD1
DCE1	VAX2	PTCD1
GBRG1	VAX2	PTCD1
FGFR2	VAX2	PTCD1
IMPA1	VAX2	PTCD1
ACM2	VAX2	PTCD1
IL8	VAX2	PTCD1
5HT6R	VAX2	PTCD1
KPCT	VAX2	PTCD1
AOC1	VAX2	PTCD1
PCNA	VAX2	PTCD1
KSYK	VAX2	PTCD1
CAH9	VAX2	PTCD1
RL11	VAX2	PTCD1
CACB3	VAX2	PTCD1
HMDH	VAX2	PTCD1
GBRA4	VAX2	PTCD1
