source	destinations_disconnected_to
ACE	LMF2	GKN1
KAPCA	LMF2	GKN1
NTKL	LMF2	GKN1
CALM	LMF2	GKN1
ACHA4	LMF2	GKN1
ANXA2	LMF2	GKN1
AURKB	LMF2	GKN1
GNAT3	LMF2	GKN1
CA2D1	LMF2	GKN1
CAH4	LMF2	GKN1
AK1C1	LMF2	GKN1
ROCK1	LMF2	GKN1
CHLE	LMF2	GKN1
J3QK85	LMF2	GKN1
ZAP70	LMF2	GKN1
UD14	LMF2	GKN1
S12A2	LMF2	GKN1
EST1A	LMF2	GKN1
VKOR1	LMF2	GKN1
XDH	LMF2	GKN1
ACHB4	LMF2	GKN1
RLP24	LMF2	GKN1
EDN1	LMF2	GKN1
GBRB3	LMF2	GKN1
TKT	LMF2	GKN1
NEU2	LMF2	GKN1
3HAO	LMF2	GKN1
RL10L	LMF2	GKN1
ADA1D	LMF2	GKN1
CANB2	LMF2	GKN1
KAP3	LMF2	GKN1
PANX1	LMF2	GKN1
ST2A1	LMF2	GKN1
UPP2	LMF2	GKN1
AK1D1	LMF2	GKN1
CAC1A	LMF2	GKN1
CUBN	LMF2	GKN1
THA	LMF2	GKN1
TBB5	LMF2	GKN1
CATA	LMF2	GKN1
RL3	LMF2	GKN1
PA2GE	LMF2	GKN1
HRH2	LMF2	GKN1
ATTY	LMF2	GKN1
S29A2	LMF2	GKN1
GBRT	LMF2	GKN1
ACHA3	LMF2	GKN1
CDK6	LMF2	GKN1
5HT7R	LMF2	GKN1
ADRB1	LMF2	GKN1
CP11A	LMF2	GKN1
CSK	LMF2	GKN1
5HT3A	LMF2	GKN1
AT12A	LMF2	GKN1
IOD3	LMF2	GKN1
PGFRA	LMF2	GKN1
A1AG1	LMF2	GKN1
TNFA	LMF2	GKN1
NFAC2	LMF2	GKN1
NOS2	LMF2	GKN1
5HT2B	LMF2	GKN1
HS90A	LMF2	GKN1
LCK	LMF2	GKN1
ADCYA	LMF2	GKN1
HS90B	LMF2	GKN1
ADA2A	LMF2	GKN1
CACP	LMF2	GKN1
RARA	LMF2	GKN1
PYC	LMF2	GKN1
CATL1	LMF2	GKN1
ACHA9	LMF2	GKN1
NH2L1	LMF2	GKN1
AAKB2	LMF2	GKN1
DCXR	LMF2	GKN1
CXCL7	LMF2	GKN1
KCNE1	LMF2	GKN1
B3GT4	LMF2	GKN1
ACES	LMF2	GKN1
SCNNG	LMF2	GKN1
HASP	LMF2	GKN1
MMP3	LMF2	GKN1
MET	LMF2	GKN1
AA2BR	LMF2	GKN1
PDE8A	LMF2	GKN1
5HT2C	LMF2	GKN1
AK1C3	LMF2	GKN1
OSTCN	LMF2	GKN1
NMD3B	LMF2	GKN1
CDK5	LMF2	GKN1
PPARA	LMF2	GKN1
DRD2	LMF2	GKN1
VGFR2	LMF2	GKN1
CP1A2	LMF2	GKN1
NGF	LMF2	GKN1
GBRA6	LMF2	GKN1
ACHA7	LMF2	GKN1
CP2C9	LMF2	GKN1
TBA1A	LMF2	GKN1
IL2RA	LMF2	GKN1
PPB1	LMF2	GKN1
PD2R	LMF2	GKN1
Q71TU5	LMF2	GKN1
DCE1	LMF2	GKN1
GBRG1	LMF2	GKN1
FGFR2	LMF2	GKN1
IMPA1	LMF2	GKN1
ACM2	LMF2	GKN1
IL8	LMF2	GKN1
5HT6R	LMF2	GKN1
KPCT	LMF2	GKN1
AOC1	LMF2	GKN1
PCNA	LMF2	GKN1
KSYK	LMF2	GKN1
CAH9	LMF2	GKN1
RL11	LMF2	GKN1
CACB3	LMF2	GKN1
HMDH	LMF2	GKN1
GBRA4	LMF2	GKN1
KIT	LMF2	GKN1
AOFA	LMF2	GKN1
NEP	LMF2	GKN1
GLYC	LMF2	GKN1
NCOA2	LMF2	GKN1
5HT1E	LMF2	GKN1
TBA4A	LMF2	GKN1
METH	LMF2	GKN1
LDHA	LMF2	GKN1
MK08	LMF2	GKN1
IGHG4	LMF2	GKN1
CP2CJ	LMF2	GKN1
RXRA	LMF2	GKN1
PA2GA	LMF2	GKN1
CP131	LMF2	GKN1
ACACB	LMF2	GKN1
PTHY	LMF2	GKN1
IL10	LMF2	GKN1
CAH2	LMF2	GKN1
OPRD	LMF2	GKN1
AAPK1	LMF2	GKN1
PDPK1	LMF2	GKN1
ADRB3	LMF2	GKN1
C11B1	LMF2	GKN1
GBRP	LMF2	GKN1
ROCK2	LMF2	GKN1
RL8	LMF2	GKN1
ADCY2	LMF2	GKN1
PHOP2	LMF2	GKN1
CAH12	LMF2	GKN1
S10A4	LMF2	GKN1
GRIK1	LMF2	GKN1
CBG	LMF2	GKN1
PRGR	LMF2	GKN1
HCAR2	LMF2	GKN1
DNMT1	LMF2	GKN1
PGH2	LMF2	GKN1
CAC1F	LMF2	GKN1
ADA2C	LMF2	GKN1
S15A1	LMF2	GKN1
ADA1A	LMF2	GKN1
A1AG2	LMF2	GKN1
OX1R	LMF2	GKN1
KCMA1	LMF2	GKN1
NMDE3	LMF2	GKN1
HIBCH	LMF2	GKN1
IPKA	LMF2	GKN1
S22AI	LMF2	GKN1
S29A1	LMF2	GKN1
HDAC1	LMF2	GKN1
PNPH	LMF2	GKN1
ADA2B	LMF2	GKN1
TRFL	LMF2	GKN1
ALBU	LMF2	GKN1
FMO3	LMF2	GKN1
PLK1	LMF2	GKN1
SGMR1	LMF2	GKN1
GUAA	LMF2	GKN1
QOR	LMF2	GKN1
GCR	LMF2	GKN1
CATD	LMF2	GKN1
MIF	LMF2	GKN1
HPGDS	LMF2	GKN1
MKNK1	LMF2	GKN1
P2RY2	LMF2	GKN1
S12A4	LMF2	GKN1
EGFR	LMF2	GKN1
NFKB1	LMF2	GKN1
PGFRB	LMF2	GKN1
ANT3	LMF2	GKN1
GTR1	LMF2	GKN1
MK10	LMF2	GKN1
CAMLG	LMF2	GKN1
HEMH	LMF2	GKN1
MTRR	LMF2	GKN1
NQO1	LMF2	GKN1
ACH10	LMF2	GKN1
FMO4	LMF2	GKN1
DRD5	LMF2	GKN1
TRY1	LMF2	GKN1
SCNAA	LMF2	GKN1
GBRG3	LMF2	GKN1
PDE8B	LMF2	GKN1
KCNA2	LMF2	GKN1
IFNA2	LMF2	GKN1
AA1R	LMF2	GKN1
MAPK2	LMF2	GKN1
PK3CD	LMF2	GKN1
HRH4	LMF2	GKN1
GBRB1	LMF2	GKN1
HCN2	LMF2	GKN1
RL26L	LMF2	GKN1
DMTA2	LMF2	GKN1
6PGD	LMF2	GKN1
GRP78	LMF2	GKN1
PSIP1	LMF2	GKN1
AT1A4	LMF2	GKN1
GLR	LMF2	GKN1
OPRK	LMF2	GKN1
ATPB	LMF2	GKN1
STMN4	LMF2	GKN1
CACB2	LMF2	GKN1
NMDZ1	LMF2	GKN1
SC6A3	LMF2	GKN1
ST2B1	LMF2	GKN1
TBG1	LMF2	GKN1
ESR1	LMF2	GKN1
CREB1	LMF2	GKN1
5HT1B	LMF2	GKN1
ERBB2	LMF2	GKN1
HDAC7	LMF2	GKN1
KCC1B	LMF2	GKN1
TBD	LMF2	GKN1
TOP2B	LMF2	GKN1
3BHS1	LMF2	GKN1
ATP4A	LMF2	GKN1
LOX5	LMF2	GKN1
UD3A1	LMF2	GKN1
BDNF	LMF2	GKN1
GBRA1	LMF2	GKN1
FOS	LMF2	GKN1
SHBG	LMF2	GKN1
ODP2	LMF2	GKN1
ABCA1	LMF2	GKN1
DYR	LMF2	GKN1
P85A	LMF2	GKN1
SIR1	LMF2	GKN1
MTHR	LMF2	GKN1
ADCL2	LMF2	GKN1
IBP3	LMF2	GKN1
DDR1	LMF2	GKN1
CP46A	LMF2	GKN1
SCN2A	LMF2	GKN1
IL4	LMF2	GKN1
NPS	LMF2	GKN1
NMDE1	LMF2	GKN1
AOFB	LMF2	GKN1
RL13A	LMF2	GKN1
S22A2	LMF2	GKN1
CALY	LMF2	GKN1
S12A5	LMF2	GKN1
PK3CA	LMF2	GKN1
PDE4D	LMF2	GKN1
KIF11	LMF2	GKN1
NR1I2	LMF2	GKN1
NISCH	LMF2	GKN1
NFKB2	LMF2	GKN1
ITK	LMF2	GKN1
PPIA	LMF2	GKN1
MMAA	LMF2	GKN1
PA24A	LMF2	GKN1
HYES	LMF2	GKN1
CP2C8	LMF2	GKN1
CAC1D	LMF2	GKN1
SCNNA	LMF2	GKN1
DRD3	LMF2	GKN1
IOD1	LMF2	GKN1
AAKB1	LMF2	GKN1
ARY2	LMF2	GKN1
DOPO	LMF2	GKN1
PDE3A	LMF2	GKN1
TR10B	LMF2	GKN1
ADA1B	LMF2	GKN1
C9JK77	LMF2	GKN1
MYLK3	LMF2	GKN1
PDE1B	LMF2	GKN1
MYH9	LMF2	GKN1
TRI15	LMF2	GKN1
HPRT	LMF2	GKN1
ADRB2	LMF2	GKN1
LIPL	LMF2	GKN1
MDR1	LMF2	GKN1
5HT1A	LMF2	GKN1
CP19A	LMF2	GKN1
ARY1	LMF2	GKN1
5HT2A	LMF2	GKN1
G6PD	LMF2	GKN1
PYRD	LMF2	GKN1
GBRB2	LMF2	GKN1
IKBA	LMF2	GKN1
THRB	LMF2	GKN1
GPX1	LMF2	GKN1
TNNC2	LMF2	GKN1
S22AB	LMF2	GKN1
PDE5A	LMF2	GKN1
TGFB1	LMF2	GKN1
TOP2A	LMF2	GKN1
RL23	LMF2	GKN1
PDK3	LMF2	GKN1
EDNRA	LMF2	GKN1
TF65	LMF2	GKN1
KAP0	LMF2	GKN1
PPIF	LMF2	GKN1
RL15	LMF2	GKN1
KCNH2	LMF2	GKN1
PDE4C	LMF2	GKN1
ABCC8	LMF2	GKN1
J3KPA4	LMF2	GKN1
HDAC8	LMF2	GKN1
GBRD	LMF2	GKN1
CCKN	LMF2	GKN1
ADCY5	LMF2	GKN1
ATPA	LMF2	GKN1
ATPG	LMF2	GKN1
CAC1G	LMF2	GKN1
LDHB	LMF2	GKN1
JUN	LMF2	GKN1
CSF1R	LMF2	GKN1
UD19	LMF2	GKN1
ATF6A	LMF2	GKN1
RL19	LMF2	GKN1
ST17B	LMF2	GKN1
ABL1	LMF2	GKN1
PHOP1	LMF2	GKN1
SC6A4	LMF2	GKN1
S22A6	LMF2	GKN1
GRIK2	LMF2	GKN1
ACM3	LMF2	GKN1
RYR1	LMF2	GKN1
S23IP	LMF2	GKN1
CRBN	LMF2	GKN1
MUTA	LMF2	GKN1
ARGI1	LMF2	GKN1
AA3R	LMF2	GKN1
GBRA5	LMF2	GKN1
CAH6	LMF2	GKN1
FAK1	LMF2	GKN1
SCNND	LMF2	GKN1
CASP8	LMF2	GKN1
SYRC	LMF2	GKN1
CP3A4	LMF2	GKN1
A4	LMF2	GKN1
MRP1	LMF2	GKN1
KCNN4	LMF2	GKN1
PDE7A	LMF2	GKN1
SCN4A	LMF2	GKN1
CACB1	LMF2	GKN1
DHI1	LMF2	GKN1
PDIA1	LMF2	GKN1
LRP2	LMF2	GKN1
ESR2	LMF2	GKN1
SCNNB	LMF2	GKN1
NMDE4	LMF2	GKN1
TY3H	LMF2	GKN1
SOAT1	LMF2	GKN1
NMD3A	LMF2	GKN1
ASM	LMF2	GKN1
S12A1	LMF2	GKN1
CP1A1	LMF2	GKN1
INSR2	LMF2	GKN1
NCOA1	LMF2	GKN1
TBE	LMF2	GKN1
ITAL	LMF2	GKN1
PPARG	LMF2	GKN1
GSK3B	LMF2	GKN1
CAC1I	LMF2	GKN1
THB	LMF2	GKN1
KLK3	LMF2	GKN1
GBRA2	LMF2	GKN1
TBB4B	LMF2	GKN1
DRD4	LMF2	GKN1
CLIC1	LMF2	GKN1
GBRE	LMF2	GKN1
RHOA	LMF2	GKN1
TERT	LMF2	GKN1
RL23A	LMF2	GKN1
KITH	LMF2	GKN1
HIF1A	LMF2	GKN1
TEBP	LMF2	GKN1
PERM	LMF2	GKN1
TYSY	LMF2	GKN1
PAR10	LMF2	GKN1
NNMT	LMF2	GKN1
RARB	LMF2	GKN1
PK3CG	LMF2	GKN1
CAC1C	LMF2	GKN1
PLPL9	LMF2	GKN1
OPRM	LMF2	GKN1
PLMN	LMF2	GKN1
ADA	LMF2	GKN1
TNNC1	LMF2	GKN1
J3KN87	LMF2	GKN1
GBRG2	LMF2	GKN1
FAD1	LMF2	GKN1
PDE1A	LMF2	GKN1
GLUC	LMF2	GKN1
EST1	LMF2	GKN1
P2RX2	LMF2	GKN1
NOS3	LMF2	GKN1
GSTP1	LMF2	GKN1
CAH7	LMF2	GKN1
IL6	LMF2	GKN1
UD13	LMF2	GKN1
PDE4A	LMF2	GKN1
CBPB2	LMF2	GKN1
KCJ11	LMF2	GKN1
SCN5A	LMF2	GKN1
CP21A	LMF2	GKN1
CFTR	LMF2	GKN1
ACM1	LMF2	GKN1
GRIA2	LMF2	GKN1
CPT2	LMF2	GKN1
COMT	LMF2	GKN1
P53	LMF2	GKN1
CNGA1	LMF2	GKN1
HDAC9	LMF2	GKN1
KCNQ1	LMF2	GKN1
PGH1	LMF2	GKN1
CP2R1	LMF2	GKN1
CAC1H	LMF2	GKN1
CAB45	LMF2	GKN1
CDK2	LMF2	GKN1
SC6A2	LMF2	GKN1
AK1C2	LMF2	GKN1
CA2D2	LMF2	GKN1
S22A8	LMF2	GKN1
EBP	LMF2	GKN1
NADC	LMF2	GKN1
5HT5A	LMF2	GKN1
AHR	LMF2	GKN1
HDAC6	LMF2	GKN1
MRP2	LMF2	GKN1
PDE4B	LMF2	GKN1
AA2AR	LMF2	GKN1
PDE7B	LMF2	GKN1
FAK2	LMF2	GKN1
CASP3	LMF2	GKN1
CATB	LMF2	GKN1
CAC1S	LMF2	GKN1
TA2R	LMF2	GKN1
TPMT	LMF2	GKN1
5HT1D	LMF2	GKN1
PIM1	LMF2	GKN1
AT1A1	LMF2	GKN1
MMP9	LMF2	GKN1
RL37	LMF2	GKN1
PARP1	LMF2	GKN1
RENR	LMF2	GKN1
ENPL	LMF2	GKN1
NR1I3	LMF2	GKN1
CAH1	LMF2	GKN1
SL9A7	LMF2	GKN1
ACM4	LMF2	GKN1
TOP1	LMF2	GKN1
DHB8	LMF2	GKN1
FABP6	LMF2	GKN1
GABR1	LMF2	GKN1
LY66C	LMF2	GKN1
GLNA	LMF2	GKN1
SCN1A	LMF2	GKN1
HDAC3	LMF2	GKN1
RENI	LMF2	GKN1
