source	destinations_disconnected_to
ACE	SYT13	CRLF3
KAPCA	SYT13	CRLF3
NTKL	SYT13	CRLF3
CALM	SYT13	CRLF3
ACHA4	SYT13	CRLF3
ANXA2	SYT13	CRLF3
AURKB	SYT13	CRLF3
GNAT3	SYT13	CRLF3
CA2D1	SYT13	CRLF3
CAH4	SYT13	CRLF3
AK1C1	SYT13	CRLF3
ROCK1	SYT13	CRLF3
CHLE	SYT13	CRLF3
J3QK85	SYT13	CRLF3
ZAP70	SYT13	CRLF3
UD14	SYT13	CRLF3
S12A2	SYT13	CRLF3
EST1A	SYT13	CRLF3
VKOR1	SYT13	CRLF3
XDH	SYT13	CRLF3
ACHB4	SYT13	CRLF3
RLP24	SYT13	CRLF3
EDN1	SYT13	CRLF3
GBRB3	SYT13	CRLF3
TKT	SYT13	CRLF3
NEU2	SYT13	CRLF3
3HAO	SYT13	CRLF3
RL10L	SYT13	CRLF3
ADA1D	SYT13	CRLF3
CANB2	SYT13	CRLF3
KAP3	SYT13	CRLF3
PANX1	SYT13	CRLF3
ST2A1	SYT13	CRLF3
UPP2	SYT13	CRLF3
AK1D1	SYT13	CRLF3
CAC1A	SYT13	CRLF3
CUBN	SYT13	CRLF3
THA	SYT13	CRLF3
TBB5	SYT13	CRLF3
CATA	SYT13	CRLF3
RL3	SYT13	CRLF3
PA2GE	SYT13	CRLF3
HRH2	SYT13	CRLF3
ATTY	SYT13	CRLF3
S29A2	SYT13	CRLF3
GBRT	SYT13	CRLF3
ACHA3	SYT13	CRLF3
CDK6	SYT13	CRLF3
5HT7R	SYT13	CRLF3
ADRB1	SYT13	CRLF3
CP11A	SYT13	CRLF3
CSK	SYT13	CRLF3
5HT3A	SYT13	CRLF3
AT12A	SYT13	CRLF3
IOD3	SYT13	CRLF3
PGFRA	SYT13	CRLF3
A1AG1	SYT13	CRLF3
TNFA	SYT13	CRLF3
NFAC2	SYT13	CRLF3
NOS2	SYT13	CRLF3
5HT2B	SYT13	CRLF3
