source	destinations_disconnected_to
ACE	ARL4D	ILVBL
KAPCA	ARL4D	ILVBL
NTKL	ARL4D	ILVBL
CALM	ARL4D	ILVBL
ACHA4	ARL4D	ILVBL
ANXA2	ARL4D	ILVBL
AURKB	ARL4D	ILVBL
GNAT3	ARL4D	ILVBL
CA2D1	ARL4D	ILVBL
CAH4	ARL4D	ILVBL
AK1C1	ARL4D	ILVBL
ROCK1	ARL4D	ILVBL
CHLE	ARL4D	ILVBL
J3QK85	ARL4D	ILVBL
ZAP70	ARL4D	ILVBL
UD14	ARL4D	ILVBL
S12A2	ARL4D	ILVBL
EST1A	ARL4D	ILVBL
VKOR1	ARL4D	ILVBL
XDH	ARL4D	ILVBL
ACHB4	ARL4D	ILVBL
RLP24	ARL4D	ILVBL
EDN1	ARL4D	ILVBL
GBRB3	ARL4D	ILVBL
TKT	ARL4D	ILVBL
NEU2	ARL4D	ILVBL
3HAO	ARL4D	ILVBL
RL10L	ARL4D	ILVBL
ADA1D	ARL4D	ILVBL
CANB2	ARL4D	ILVBL
KAP3	ARL4D	ILVBL
PANX1	ARL4D	ILVBL
ST2A1	ARL4D	ILVBL
UPP2	ARL4D	ILVBL
AK1D1	ARL4D	ILVBL
CAC1A	ARL4D	ILVBL
CUBN	ARL4D	ILVBL
THA	ARL4D	ILVBL
TBB5	ARL4D	ILVBL
CATA	ARL4D	ILVBL
RL3	ARL4D	ILVBL
PA2GE	ARL4D	ILVBL
HRH2	ARL4D	ILVBL
ATTY	ARL4D	ILVBL
S29A2	ARL4D	ILVBL
GBRT	ARL4D	ILVBL
ACHA3	ARL4D	ILVBL
CDK6	ARL4D	ILVBL
5HT7R	ARL4D	ILVBL
ADRB1	ARL4D	ILVBL
CP11A	ARL4D	ILVBL
CSK	ARL4D	ILVBL
5HT3A	ARL4D	ILVBL
AT12A	ARL4D	ILVBL
IOD3	ARL4D	ILVBL
PGFRA	ARL4D	ILVBL
A1AG1	ARL4D	ILVBL
TNFA	ARL4D	ILVBL
NFAC2	ARL4D	ILVBL
NOS2	ARL4D	ILVBL
5HT2B	ARL4D	ILVBL
HS90A	ARL4D	ILVBL
LCK	ARL4D	ILVBL
ADCYA	ARL4D	ILVBL
HS90B	ARL4D	ILVBL
ADA2A	ARL4D	ILVBL
CACP	ARL4D	ILVBL
RARA	ARL4D	ILVBL
PYC	ARL4D	ILVBL
CATL1	ARL4D	ILVBL
ACHA9	ARL4D	ILVBL
NH2L1	ARL4D	ILVBL
AAKB2	ARL4D	ILVBL
DCXR	ARL4D	ILVBL
CXCL7	ARL4D	ILVBL
KCNE1	ARL4D	ILVBL
B3GT4	ARL4D	ILVBL
ACES	ARL4D	ILVBL
SCNNG	ARL4D	ILVBL
HASP	ARL4D	ILVBL
MMP3	ARL4D	ILVBL
MET	ARL4D	ILVBL
AA2BR	ARL4D	ILVBL
PDE8A	ARL4D	ILVBL
5HT2C	ARL4D	ILVBL
AK1C3	ARL4D	ILVBL
OSTCN	ARL4D	ILVBL
NMD3B	ARL4D	ILVBL
CDK5	ARL4D	ILVBL
PPARA	ARL4D	ILVBL
DRD2	ARL4D	ILVBL
VGFR2	ARL4D	ILVBL
CP1A2	ARL4D	ILVBL
NGF	ARL4D	ILVBL
GBRA6	ARL4D	ILVBL
ACHA7	ARL4D	ILVBL
CP2C9	ARL4D	ILVBL
TBA1A	ARL4D	ILVBL
IL2RA	ARL4D	ILVBL
PPB1	ARL4D	ILVBL
PD2R	ARL4D	ILVBL
Q71TU5	ARL4D	ILVBL
DCE1	ARL4D	ILVBL
GBRG1	ARL4D	ILVBL
FGFR2	ARL4D	ILVBL
IMPA1	ARL4D	ILVBL
