source	destinations_disconnected_to
ACE	ADNP2
KAPCA	ADNP2
NTKL	ADNP2
CALM	ADNP2
ACHA4	ADNP2
ANXA2	ADNP2
AURKB	ADNP2
GNAT3	ADNP2
CA2D1	ADNP2
CAH4	ADNP2
AK1C1	ADNP2
ROCK1	ADNP2
CHLE	ADNP2
J3QK85	ADNP2
ZAP70	ADNP2
UD14	ADNP2
S12A2	ADNP2
EST1A	ADNP2
VKOR1	ADNP2
XDH	ADNP2
ACHB4	ADNP2
RLP24	ADNP2
EDN1	ADNP2
GBRB3	ADNP2
TKT	ADNP2
NEU2	ADNP2
3HAO	ADNP2
RL10L	ADNP2
ADA1D	ADNP2
CANB2	ADNP2
KAP3	ADNP2
PANX1	ADNP2
ST2A1	ADNP2
UPP2	ADNP2
AK1D1	ADNP2
CAC1A	ADNP2
CUBN	ADNP2
THA	ADNP2
TBB5	ADNP2
CATA	ADNP2
RL3	ADNP2
PA2GE	ADNP2
HRH2	ADNP2
ATTY	ADNP2
S29A2	ADNP2
GBRT	ADNP2
ACHA3	ADNP2
CDK6	ADNP2
5HT7R	ADNP2
ADRB1	ADNP2
CP11A	ADNP2
CSK	ADNP2
5HT3A	ADNP2
AT12A	ADNP2
IOD3	ADNP2
PGFRA	ADNP2
A1AG1	ADNP2
TNFA	ADNP2
NFAC2	ADNP2
NOS2	ADNP2
5HT2B	ADNP2
HS90A	ADNP2
LCK	ADNP2
ADCYA	ADNP2
HS90B	ADNP2
ADA2A	ADNP2
CACP	ADNP2
RARA	ADNP2
PYC	ADNP2
CATL1	ADNP2
ACHA9	ADNP2
NH2L1	ADNP2
AAKB2	ADNP2
DCXR	ADNP2
CXCL7	ADNP2
KCNE1	ADNP2
B3GT4	ADNP2
ACES	ADNP2
SCNNG	ADNP2
HASP	ADNP2
MMP3	ADNP2
MET	ADNP2
AA2BR	ADNP2
PDE8A	ADNP2
5HT2C	ADNP2
AK1C3	ADNP2
OSTCN	ADNP2
NMD3B	ADNP2
CDK5	ADNP2
PPARA	ADNP2
DRD2	ADNP2
VGFR2	ADNP2
CP1A2	ADNP2
NGF	ADNP2
GBRA6	ADNP2
ACHA7	ADNP2
CP2C9	ADNP2
TBA1A	ADNP2
IL2RA	ADNP2
PPB1	ADNP2
PD2R	ADNP2
Q71TU5	ADNP2
DCE1	ADNP2
GBRG1	ADNP2
FGFR2	ADNP2
IMPA1	ADNP2
ACM2	ADNP2
IL8	ADNP2
5HT6R	ADNP2
KPCT	ADNP2
AOC1	ADNP2
PCNA	ADNP2
KSYK	ADNP2
CAH9	ADNP2
RL11	ADNP2
CACB3	ADNP2
HMDH	ADNP2
GBRA4	ADNP2
KIT	ADNP2
AOFA	ADNP2
NEP	ADNP2
GLYC	ADNP2
NCOA2	ADNP2
5HT1E	ADNP2
TBA4A	ADNP2
METH	ADNP2
LDHA	ADNP2
MK08	ADNP2
IGHG4	ADNP2
CP2CJ	ADNP2
RXRA	ADNP2
PA2GA	ADNP2
CP131	ADNP2
ACACB	ADNP2
PTHY	ADNP2
IL10	ADNP2
CAH2	ADNP2
OPRD	ADNP2
AAPK1	ADNP2
PDPK1	ADNP2
ADRB3	ADNP2
C11B1	ADNP2
GBRP	ADNP2
ROCK2	ADNP2
RL8	ADNP2
ADCY2	ADNP2
PHOP2	ADNP2
CAH12	ADNP2
S10A4	ADNP2
GRIK1	ADNP2
CBG	ADNP2
PRGR	ADNP2
HCAR2	ADNP2
DNMT1	ADNP2
PGH2	ADNP2
CAC1F	ADNP2
ADA2C	ADNP2
S15A1	ADNP2
ADA1A	ADNP2
A1AG2	ADNP2
OX1R	ADNP2
KCMA1	ADNP2
NMDE3	ADNP2
HIBCH	ADNP2
IPKA	ADNP2
S22AI	ADNP2
S29A1	ADNP2
HDAC1	ADNP2
PNPH	ADNP2
ADA2B	ADNP2
TRFL	ADNP2
ALBU	ADNP2
FMO3	ADNP2
PLK1	ADNP2
SGMR1	ADNP2
GUAA	ADNP2
QOR	ADNP2
GCR	ADNP2
CATD	ADNP2
MIF	ADNP2
HPGDS	ADNP2
MKNK1	ADNP2
P2RY2	ADNP2
S12A4	ADNP2
EGFR	ADNP2
NFKB1	ADNP2
PGFRB	ADNP2
ANT3	ADNP2
GTR1	ADNP2
MK10	ADNP2
CAMLG	ADNP2
HEMH	ADNP2
MTRR	ADNP2
NQO1	ADNP2
ACH10	ADNP2
FMO4	ADNP2
DRD5	ADNP2
TRY1	ADNP2
SCNAA	ADNP2
GBRG3	ADNP2
PDE8B	ADNP2
KCNA2	ADNP2
IFNA2	ADNP2
AA1R	ADNP2
MAPK2	ADNP2
PK3CD	ADNP2
HRH4	ADNP2
GBRB1	ADNP2
HCN2	ADNP2
RL26L	ADNP2
DMTA2	ADNP2
6PGD	ADNP2
GRP78	ADNP2
PSIP1	ADNP2
AT1A4	ADNP2
GLR	ADNP2
OPRK	ADNP2
ATPB	ADNP2
STMN4	ADNP2
CACB2	ADNP2
NMDZ1	ADNP2
SC6A3	ADNP2
ST2B1	ADNP2
TBG1	ADNP2
ESR1	ADNP2
CREB1	ADNP2
5HT1B	ADNP2
ERBB2	ADNP2
HDAC7	ADNP2
KCC1B	ADNP2
TBD	ADNP2
TOP2B	ADNP2
3BHS1	ADNP2
ATP4A	ADNP2
LOX5	ADNP2
UD3A1	ADNP2
BDNF	ADNP2
GBRA1	ADNP2
FOS	ADNP2
SHBG	ADNP2
ODP2	ADNP2
ABCA1	ADNP2
DYR	ADNP2
P85A	ADNP2
SIR1	ADNP2
MTHR	ADNP2
ADCL2	ADNP2
IBP3	ADNP2
DDR1	ADNP2
CP46A	ADNP2
SCN2A	ADNP2
IL4	ADNP2
NPS	ADNP2
NMDE1	ADNP2
AOFB	ADNP2
RL13A	ADNP2
S22A2	ADNP2
CALY	ADNP2
S12A5	ADNP2
PK3CA	ADNP2
PDE4D	ADNP2
KIF11	ADNP2
NR1I2	ADNP2
NISCH	ADNP2
NFKB2	ADNP2
ITK	ADNP2
PPIA	ADNP2
MMAA	ADNP2
PA24A	ADNP2
HYES	ADNP2
CP2C8	ADNP2
CAC1D	ADNP2
SCNNA	ADNP2
DRD3	ADNP2
IOD1	ADNP2
AAKB1	ADNP2
ARY2	ADNP2
DOPO	ADNP2
PDE3A	ADNP2
TR10B	ADNP2
ADA1B	ADNP2
C9JK77	ADNP2
MYLK3	ADNP2
PDE1B	ADNP2
MYH9	ADNP2
TRI15	ADNP2
HPRT	ADNP2
ADRB2	ADNP2
LIPL	ADNP2
MDR1	ADNP2
5HT1A	ADNP2
CP19A	ADNP2
ARY1	ADNP2
5HT2A	ADNP2
G6PD	ADNP2
PYRD	ADNP2
GBRB2	ADNP2
IKBA	ADNP2
THRB	ADNP2
GPX1	ADNP2
TNNC2	ADNP2
S22AB	ADNP2
PDE5A	ADNP2
TGFB1	ADNP2
TOP2A	ADNP2
RL23	ADNP2
PDK3	ADNP2
EDNRA	ADNP2
TF65	ADNP2
KAP0	ADNP2
PPIF	ADNP2
RL15	ADNP2
KCNH2	ADNP2
PDE4C	ADNP2
ABCC8	ADNP2
J3KPA4	ADNP2
HDAC8	ADNP2
GBRD	ADNP2
CCKN	ADNP2
ADCY5	ADNP2
ATPA	ADNP2
ATPG	ADNP2
CAC1G	ADNP2
LDHB	ADNP2
JUN	ADNP2
CSF1R	ADNP2
UD19	ADNP2
ATF6A	ADNP2
RL19	ADNP2
ST17B	ADNP2
ABL1	ADNP2
PHOP1	ADNP2
SC6A4	ADNP2
S22A6	ADNP2
GRIK2	ADNP2
ACM3	ADNP2
RYR1	ADNP2
S23IP	ADNP2
CRBN	ADNP2
MUTA	ADNP2
ARGI1	ADNP2
AA3R	ADNP2
GBRA5	ADNP2
CAH6	ADNP2
FAK1	ADNP2
SCNND	ADNP2
CASP8	ADNP2
SYRC	ADNP2
CP3A4	ADNP2
A4	ADNP2
MRP1	ADNP2
KCNN4	ADNP2
PDE7A	ADNP2
SCN4A	ADNP2
CACB1	ADNP2
DHI1	ADNP2
PDIA1	ADNP2
LRP2	ADNP2
ESR2	ADNP2
SCNNB	ADNP2
NMDE4	ADNP2
TY3H	ADNP2
SOAT1	ADNP2
NMD3A	ADNP2
ASM	ADNP2
S12A1	ADNP2
CP1A1	ADNP2
INSR2	ADNP2
NCOA1	ADNP2
TBE	ADNP2
ITAL	ADNP2
PPARG	ADNP2
GSK3B	ADNP2
CAC1I	ADNP2
THB	ADNP2
KLK3	ADNP2
GBRA2	ADNP2
TBB4B	ADNP2
DRD4	ADNP2
CLIC1	ADNP2
GBRE	ADNP2
RHOA	ADNP2
TERT	ADNP2
RL23A	ADNP2
KITH	ADNP2
HIF1A	ADNP2
TEBP	ADNP2
PERM	ADNP2
TYSY	ADNP2
PAR10	ADNP2
NNMT	ADNP2
RARB	ADNP2
PK3CG	ADNP2
CAC1C	ADNP2
PLPL9	ADNP2
OPRM	ADNP2
PLMN	ADNP2
ADA	ADNP2
TNNC1	ADNP2
J3KN87	ADNP2
GBRG2	ADNP2
FAD1	ADNP2
PDE1A	ADNP2
GLUC	ADNP2
EST1	ADNP2
P2RX2	ADNP2
NOS3	ADNP2
GSTP1	ADNP2
CAH7	ADNP2
IL6	ADNP2
UD13	ADNP2
PDE4A	ADNP2
CBPB2	ADNP2
KCJ11	ADNP2
SCN5A	ADNP2
CP21A	ADNP2
CFTR	ADNP2
ACM1	ADNP2
GRIA2	ADNP2
CPT2	ADNP2
COMT	ADNP2
P53	ADNP2
CNGA1	ADNP2
HDAC9	ADNP2
KCNQ1	ADNP2
PGH1	ADNP2
CP2R1	ADNP2
CAC1H	ADNP2
CAB45	ADNP2
CDK2	ADNP2
SC6A2	ADNP2
AK1C2	ADNP2
CA2D2	ADNP2
S22A8	ADNP2
EBP	ADNP2
NADC	ADNP2
5HT5A	ADNP2
AHR	ADNP2
HDAC6	ADNP2
MRP2	ADNP2
PDE4B	ADNP2
AA2AR	ADNP2
PDE7B	ADNP2
FAK2	ADNP2
CASP3	ADNP2
CATB	ADNP2
CAC1S	ADNP2
TA2R	ADNP2
TPMT	ADNP2
5HT1D	ADNP2
PIM1	ADNP2
AT1A1	ADNP2
MMP9	ADNP2
RL37	ADNP2
PARP1	ADNP2
RENR	ADNP2
ENPL	ADNP2
NR1I3	ADNP2
CAH1	ADNP2
SL9A7	ADNP2
ACM4	ADNP2
TOP1	ADNP2
DHB8	ADNP2
FABP6	ADNP2
GABR1	ADNP2
LY66C	ADNP2
GLNA	ADNP2
SCN1A	ADNP2
HDAC3	ADNP2
RENI	ADNP2
