source	destinations_disconnected_to
ACE	NOL4
KAPCA	NOL4
NTKL	NOL4
CALM	NOL4
ACHA4	NOL4
ANXA2	NOL4
AURKB	NOL4
GNAT3	NOL4
CA2D1	NOL4
CAH4	NOL4
AK1C1	NOL4
ROCK1	NOL4
CHLE	NOL4
J3QK85	NOL4
ZAP70	NOL4
UD14	NOL4
S12A2	NOL4
EST1A	NOL4
VKOR1	NOL4
XDH	NOL4
ACHB4	NOL4
RLP24	NOL4
EDN1	NOL4
GBRB3	NOL4
TKT	NOL4
NEU2	NOL4
3HAO	NOL4
RL10L	NOL4
ADA1D	NOL4
CANB2	NOL4
KAP3	NOL4
PANX1	NOL4
ST2A1	NOL4
UPP2	NOL4
AK1D1	NOL4
CAC1A	NOL4
CUBN	NOL4
THA	NOL4
TBB5	NOL4
CATA	NOL4
RL3	NOL4
PA2GE	NOL4
HRH2	NOL4
ATTY	NOL4
S29A2	NOL4
GBRT	NOL4
ACHA3	NOL4
CDK6	NOL4
5HT7R	NOL4
ADRB1	NOL4
CP11A	NOL4
CSK	NOL4
5HT3A	NOL4
AT12A	NOL4
IOD3	NOL4
PGFRA	NOL4
A1AG1	NOL4
TNFA	NOL4
NFAC2	NOL4
NOS2	NOL4
5HT2B	NOL4
HS90A	NOL4
LCK	NOL4
ADCYA	NOL4
HS90B	NOL4
ADA2A	NOL4
CACP	NOL4
RARA	NOL4
PYC	NOL4
CATL1	NOL4
ACHA9	NOL4
NH2L1	NOL4
AAKB2	NOL4
DCXR	NOL4
CXCL7	NOL4
KCNE1	NOL4
B3GT4	NOL4
ACES	NOL4
SCNNG	NOL4
HASP	NOL4
MMP3	NOL4
MET	NOL4
AA2BR	NOL4
PDE8A	NOL4
5HT2C	NOL4
AK1C3	NOL4
OSTCN	NOL4
NMD3B	NOL4
CDK5	NOL4
PPARA	NOL4
DRD2	NOL4
VGFR2	NOL4
CP1A2	NOL4
NGF	NOL4
GBRA6	NOL4
ACHA7	NOL4
CP2C9	NOL4
TBA1A	NOL4
IL2RA	NOL4
PPB1	NOL4
PD2R	NOL4
Q71TU5	NOL4
DCE1	NOL4
GBRG1	NOL4
FGFR2	NOL4
IMPA1	NOL4
ACM2	NOL4
IL8	NOL4
5HT6R	NOL4
KPCT	NOL4
AOC1	NOL4
PCNA	NOL4
KSYK	NOL4
CAH9	NOL4
RL11	NOL4
CACB3	NOL4
HMDH	NOL4
GBRA4	NOL4
KIT	NOL4
AOFA	NOL4
NEP	NOL4
GLYC	NOL4
NCOA2	NOL4
5HT1E	NOL4
TBA4A	NOL4
METH	NOL4
LDHA	NOL4
MK08	NOL4
IGHG4	NOL4
CP2CJ	NOL4
RXRA	NOL4
PA2GA	NOL4
CP131	NOL4
ACACB	NOL4
PTHY	NOL4
IL10	NOL4
CAH2	NOL4
OPRD	NOL4
AAPK1	NOL4
PDPK1	NOL4
ADRB3	NOL4
C11B1	NOL4
GBRP	NOL4
ROCK2	NOL4
RL8	NOL4
ADCY2	NOL4
