source	destinations_disconnected_to
ACE	LMF2	PRDM9
KAPCA	LMF2	PRDM9
NTKL	LMF2	PRDM9
CALM	LMF2	PRDM9
ACHA4	LMF2	PRDM9
ANXA2	LMF2	PRDM9
AURKB	LMF2	PRDM9
GNAT3	LMF2	PRDM9
CA2D1	LMF2	PRDM9
CAH4	LMF2	PRDM9
AK1C1	LMF2	PRDM9
ROCK1	LMF2	PRDM9
CHLE	LMF2	PRDM9
J3QK85	LMF2	PRDM9
ZAP70	LMF2	PRDM9
UD14	LMF2	PRDM9
S12A2	LMF2	PRDM9
EST1A	LMF2	PRDM9
VKOR1	LMF2	PRDM9
XDH	LMF2	PRDM9
ACHB4	LMF2	PRDM9
RLP24	LMF2	PRDM9
EDN1	LMF2	PRDM9
GBRB3	LMF2	PRDM9
TKT	LMF2	PRDM9
NEU2	LMF2	PRDM9
3HAO	LMF2	PRDM9
RL10L	LMF2	PRDM9
ADA1D	LMF2	PRDM9
CANB2	LMF2	PRDM9
KAP3	LMF2	PRDM9
PANX1	LMF2	PRDM9
ST2A1	LMF2	PRDM9
UPP2	LMF2	PRDM9
AK1D1	LMF2	PRDM9
CAC1A	LMF2	PRDM9
CUBN	LMF2	PRDM9
THA	LMF2	PRDM9
TBB5	LMF2	PRDM9
CATA	LMF2	PRDM9
RL3	LMF2	PRDM9
PA2GE	LMF2	PRDM9
HRH2	LMF2	PRDM9
ATTY	LMF2	PRDM9
S29A2	LMF2	PRDM9
GBRT	LMF2	PRDM9
ACHA3	LMF2	PRDM9
CDK6	LMF2	PRDM9
5HT7R	LMF2	PRDM9
ADRB1	LMF2	PRDM9
CP11A	LMF2	PRDM9
CSK	LMF2	PRDM9
5HT3A	LMF2	PRDM9
AT12A	LMF2	PRDM9
IOD3	LMF2	PRDM9
PGFRA	LMF2	PRDM9
A1AG1	LMF2	PRDM9
TNFA	LMF2	PRDM9
NFAC2	LMF2	PRDM9
NOS2	LMF2	PRDM9
5HT2B	LMF2	PRDM9
HS90A	LMF2	PRDM9
LCK	LMF2	PRDM9
ADCYA	LMF2	PRDM9
HS90B	LMF2	PRDM9
ADA2A	LMF2	PRDM9
CACP	LMF2	PRDM9
RARA	LMF2	PRDM9
PYC	LMF2	PRDM9
CATL1	LMF2	PRDM9
ACHA9	LMF2	PRDM9
NH2L1	LMF2	PRDM9
AAKB2	LMF2	PRDM9
DCXR	LMF2	PRDM9
CXCL7	LMF2	PRDM9
KCNE1	LMF2	PRDM9
B3GT4	LMF2	PRDM9
ACES	LMF2	PRDM9
SCNNG	LMF2	PRDM9
