source	destinations_disconnected_to
ACE	GPR63	RAB20
KAPCA	GPR63	RAB20
NTKL	GPR63	RAB20
CALM	GPR63	RAB20
ACHA4	GPR63	RAB20
ANXA2	GPR63	RAB20
AURKB	GPR63	RAB20
GNAT3	GPR63	RAB20
CA2D1	GPR63	RAB20
CAH4	GPR63	RAB20
AK1C1	GPR63	RAB20
ROCK1	GPR63	RAB20
CHLE	GPR63	RAB20
J3QK85	GPR63	RAB20
ZAP70	GPR63	RAB20
UD14	GPR63	RAB20
S12A2	GPR63	RAB20
EST1A	GPR63	RAB20
VKOR1	GPR63	RAB20
XDH	GPR63	RAB20
ACHB4	GPR63	RAB20
RLP24	GPR63	RAB20
EDN1	GPR63	RAB20
GBRB3	GPR63	RAB20
TKT	GPR63	RAB20
NEU2	GPR63	RAB20
3HAO	GPR63	RAB20
RL10L	GPR63	RAB20
ADA1D	GPR63	RAB20
CANB2	GPR63	RAB20
KAP3	GPR63	RAB20
PANX1	GPR63	RAB20
ST2A1	GPR63	RAB20
UPP2	GPR63	RAB20
AK1D1	GPR63	RAB20
CAC1A	GPR63	RAB20
CUBN	GPR63	RAB20
THA	GPR63	RAB20
TBB5	GPR63	RAB20
CATA	GPR63	RAB20
RL3	GPR63	RAB20
PA2GE	GPR63	RAB20
HRH2	GPR63	RAB20
ATTY	GPR63	RAB20
S29A2	GPR63	RAB20
GBRT	GPR63	RAB20
ACHA3	GPR63	RAB20
CDK6	GPR63	RAB20
5HT7R	GPR63	RAB20
ADRB1	GPR63	RAB20
CP11A	GPR63	RAB20
CSK	GPR63	RAB20
5HT3A	GPR63	RAB20
AT12A	GPR63	RAB20
IOD3	GPR63	RAB20
PGFRA	GPR63	RAB20
A1AG1	GPR63	RAB20
TNFA	GPR63	RAB20
NFAC2	GPR63	RAB20
NOS2	GPR63	RAB20
5HT2B	GPR63	RAB20
HS90A	GPR63	RAB20
LCK	GPR63	RAB20
ADCYA	GPR63	RAB20
HS90B	GPR63	RAB20
ADA2A	GPR63	RAB20
CACP	GPR63	RAB20
RARA	GPR63	RAB20
