source	destinations_disconnected_to
ACE	ALPK1
KAPCA	ALPK1
NTKL	ALPK1
CALM	ALPK1
ACHA4	ALPK1
ANXA2	ALPK1
AURKB	ALPK1
GNAT3	ALPK1
CA2D1	ALPK1
CAH4	ALPK1
AK1C1	ALPK1
ROCK1	ALPK1
CHLE	ALPK1
J3QK85	ALPK1
ZAP70	ALPK1
UD14	ALPK1
S12A2	ALPK1
EST1A	ALPK1
VKOR1	ALPK1
XDH	ALPK1
ACHB4	ALPK1
RLP24	ALPK1
EDN1	ALPK1
GBRB3	ALPK1
TKT	ALPK1
NEU2	ALPK1
3HAO	ALPK1
RL10L	ALPK1
ADA1D	ALPK1
CANB2	ALPK1
KAP3	ALPK1
PANX1	ALPK1
ST2A1	ALPK1
UPP2	ALPK1
AK1D1	ALPK1
CAC1A	ALPK1
CUBN	ALPK1
THA	ALPK1
TBB5	ALPK1
CATA	ALPK1
RL3	ALPK1
PA2GE	ALPK1
HRH2	ALPK1
ATTY	ALPK1
S29A2	ALPK1
GBRT	ALPK1
ACHA3	ALPK1
CDK6	ALPK1
5HT7R	ALPK1
ADRB1	ALPK1
CP11A	ALPK1
CSK	ALPK1
5HT3A	ALPK1
AT12A	ALPK1
IOD3	ALPK1
PGFRA	ALPK1
A1AG1	ALPK1
TNFA	ALPK1
NFAC2	ALPK1
NOS2	ALPK1
5HT2B	ALPK1
HS90A	ALPK1
LCK	ALPK1
ADCYA	ALPK1
HS90B	ALPK1
ADA2A	ALPK1
CACP	ALPK1
RARA	ALPK1
PYC	ALPK1
CATL1	ALPK1
ACHA9	ALPK1
NH2L1	ALPK1
AAKB2	ALPK1
DCXR	ALPK1
CXCL7	ALPK1
KCNE1	ALPK1
B3GT4	ALPK1
ACES	ALPK1
SCNNG	ALPK1
HASP	ALPK1
MMP3	ALPK1
MET	ALPK1
AA2BR	ALPK1
PDE8A	ALPK1
5HT2C	ALPK1
AK1C3	ALPK1
OSTCN	ALPK1
NMD3B	ALPK1
CDK5	ALPK1
PPARA	ALPK1
DRD2	ALPK1
VGFR2	ALPK1
CP1A2	ALPK1
NGF	ALPK1
GBRA6	ALPK1
ACHA7	ALPK1
CP2C9	ALPK1
TBA1A	ALPK1
IL2RA	ALPK1
PPB1	ALPK1
PD2R	ALPK1
Q71TU5	ALPK1
DCE1	ALPK1
GBRG1	ALPK1
FGFR2	ALPK1
IMPA1	ALPK1
ACM2	ALPK1
IL8	ALPK1
5HT6R	ALPK1
KPCT	ALPK1
AOC1	ALPK1
PCNA	ALPK1
KSYK	ALPK1
CAH9	ALPK1
RL11	ALPK1
CACB3	ALPK1
HMDH	ALPK1
GBRA4	ALPK1
KIT	ALPK1
AOFA	ALPK1
NEP	ALPK1
GLYC	ALPK1
NCOA2	ALPK1
5HT1E	ALPK1
TBA4A	ALPK1
METH	ALPK1
LDHA	ALPK1
MK08	ALPK1
IGHG4	ALPK1
CP2CJ	ALPK1
RXRA	ALPK1
PA2GA	ALPK1
CP131	ALPK1
ACACB	ALPK1
PTHY	ALPK1
IL10	ALPK1
CAH2	ALPK1
OPRD	ALPK1
AAPK1	ALPK1
PDPK1	ALPK1
ADRB3	ALPK1
C11B1	ALPK1
GBRP	ALPK1
ROCK2	ALPK1
RL8	ALPK1
ADCY2	ALPK1
PHOP2	ALPK1
CAH12	ALPK1
S10A4	ALPK1
GRIK1	ALPK1
CBG	ALPK1
PRGR	ALPK1
HCAR2	ALPK1
DNMT1	ALPK1
PGH2	ALPK1
CAC1F	ALPK1
ADA2C	ALPK1
S15A1	ALPK1
ADA1A	ALPK1
A1AG2	ALPK1
OX1R	ALPK1
KCMA1	ALPK1
NMDE3	ALPK1
HIBCH	ALPK1
IPKA	ALPK1
S22AI	ALPK1
S29A1	ALPK1
HDAC1	ALPK1
PNPH	ALPK1
ADA2B	ALPK1
TRFL	ALPK1
ALBU	ALPK1
FMO3	ALPK1
PLK1	ALPK1
SGMR1	ALPK1
GUAA	ALPK1
QOR	ALPK1
GCR	ALPK1
CATD	ALPK1
MIF	ALPK1
HPGDS	ALPK1
MKNK1	ALPK1
P2RY2	ALPK1
S12A4	ALPK1
EGFR	ALPK1
NFKB1	ALPK1
PGFRB	ALPK1
ANT3	ALPK1
