source	dest	edges	cum_dist	avg_dist_per_edge
ACE	NFIB	4	0.291	0.07275
ACE	MYT1L	4	0.784	0.196
ACE	YKT6	4	0.384	0.096
ACE	AP2S1	3	0.476	0.158666666666667
ACE	MCTS1	4	0.465	0.11625
ACE	DLG2	5	0.205	0.041
ACE	SYNE2	4	0.23	0.0575
ACE	LUZP2	6	0.493	0.0821666666666667
ACE	CRADD	4	0.196	0.049
ACE	TERF1	5	0.7	0.14
ACE	BICD1	6	0.845	0.140833333333333
ACE	GFI1	5	0.634	0.1268
ACE	ASF1A	5	0.656	0.1312
ACE	SYNC	5	0.673	0.1346
ACE	ARC	3	0.197	0.0656666666666667
ACE	DENR	5	0.769	0.1538
ACE	PTPRG	3	0.484	0.161333333333333
ACE	CHIC2	4	0.52	0.13
KAPCA	NFIB	5	0.304	0.0608
KAPCA	MYT1L	4	0.808	0.202
KAPCA	YKT6	5	0.39	0.078
KAPCA	AP2S1	4	0.433	0.10825
KAPCA	MCTS1	3	0.482	0.160666666666667
KAPCA	DLG2	4	0.248	0.062
KAPCA	SYNE2	4	0.215	0.05375
KAPCA	LUZP2	4	0.394	0.0985
KAPCA	CRADD	4	0.181	0.04525
KAPCA	TERF1	3	0.423	0.141
KAPCA	BICD1	4	0.746	0.1865
KAPCA	GFI1	2	0.77	0.385
KAPCA	ASF1A	4	0.411	0.10275
KAPCA	SYNC	3	0.688	0.229333333333333
KAPCA	ARC	3	0.222	0.074
KAPCA	DENR	3	0.607	0.202333333333333
KAPCA	PTPRG	3	0.596	0.198666666666667
KAPCA	CHIC2	5	0.621	0.1242
NTKL	NFIB	7	0.405	0.0578571428571429
NTKL	MYT1L	8	0.948	0.1185
NTKL	YKT6	7	0.491	0.0701428571428571
NTKL	AP2S1	1	0.101	0.101
NTKL	MCTS1	7	0.625	0.0892857142857143
NTKL	DLG2	9	0.391	0.0434444444444444
NTKL	SYNE2	6	0.323	0.0538333333333333
NTKL	LUZP2	7	0.519	0.0741428571428571
NTKL	CRADD	6	0.289	0.0481666666666667
NTKL	TERF1	6	0.579	0.0965
NTKL	BICD1	7	0.871	0.124428571428571
NTKL	GFI1	8	0.553	0.069125
NTKL	ASF1A	8	0.575	0.071875
NTKL	SYNC	7	0.748	0.106857142857143
NTKL	ARC	8	0.384	0.048
NTKL	DENR	8	0.929	0.116125
NTKL	PTPRG	7	0.717	0.102428571428571
NTKL	CHIC2	7	0.6	0.0857142857142857
CALM	NFIB	3	0.24	0.08
CALM	MYT1L	4	0.771	0.19275
CALM	YKT6	3	0.326	0.108666666666667
CALM	AP2S1	2	0.183	0.0915
CALM	MCTS1	3	0.445	0.148333333333333
CALM	DLG2	2	0.208	0.104
CALM	SYNE2	4	0.207	0.05175
CALM	LUZP2	5	0.403	0.0806
CALM	CRADD	4	0.173	0.04325
CALM	TERF1	5	0.379	0.0758
CALM	BICD1	2	0.566	0.283
CALM	GFI1	3	0.281	0.0936666666666667
CALM	ASF1A	3	0.303	0.101
CALM	SYNC	4	0.615	0.15375
CALM	ARC	3	0.187	0.0623333333333333
CALM	DENR	3	0.675	0.225
CALM	PTPRG	3	0.559	0.186333333333333
CALM	CHIC2	4	0.485	0.12125
ACHA4	NFIB	6	0.383	0.0638333333333333
ACHA4	MYT1L	7	0.93	0.132857142857143
ACHA4	YKT6	2	0.193	0.0965
ACHA4	AP2S1	3	0.337	0.112333333333333
ACHA4	MCTS1	5	0.622	0.1244
ACHA4	DLG2	3	0.346	0.115333333333333
ACHA4	SYNE2	6	0.304	0.0506666666666667
ACHA4	LUZP2	6	0.55	0.0916666666666667
ACHA4	CRADD	6	0.27	0.045
ACHA4	TERF1	5	0.593	0.1186
ACHA4	BICD1	6	0.902	0.150333333333333
ACHA4	GFI1	6	0.534	0.089
ACHA4	ASF1A	6	0.556	0.0926666666666667
ACHA4	SYNC	6	0.785	0.130833333333333
ACHA4	ARC	4	0.326	0.0815
ACHA4	DENR	4	0.767	0.19175
ACHA4	PTPRG	4	0.694	0.1735
ACHA4	CHIC2	4	0.577	0.14425
ANXA2	NFIB	4	0.299	0.07475
ANXA2	MYT1L	6	0.855	0.1425
ANXA2	YKT6	4	0.385	0.09625
ANXA2	AP2S1	3	0.393	0.131
ANXA2	MCTS1	4	0.558	0.1395
ANXA2	DLG2	4	0.263	0.06575
ANXA2	SYNE2	3	0.264	0.088
