source	destinations_disconnected_to
ACE	TMCO6	TPGS2
KAPCA	TMCO6	TPGS2
NTKL	TMCO6	TPGS2
CALM	TMCO6	TPGS2
ACHA4	TMCO6	TPGS2
ANXA2	TMCO6	TPGS2
AURKB	TMCO6	TPGS2
GNAT3	TMCO6	TPGS2
CA2D1	TMCO6	TPGS2
CAH4	TMCO6	TPGS2
AK1C1	TMCO6	TPGS2
ROCK1	TMCO6	TPGS2
CHLE	TMCO6	TPGS2
J3QK85	TMCO6	TPGS2
ZAP70	TMCO6	TPGS2
UD14	TMCO6	TPGS2
S12A2	TMCO6	TPGS2
EST1A	TMCO6	TPGS2
VKOR1	TMCO6	TPGS2
XDH	TMCO6	TPGS2
ACHB4	TMCO6	TPGS2
RLP24	TMCO6	TPGS2
EDN1	TMCO6	TPGS2
GBRB3	TMCO6	TPGS2
TKT	TMCO6	TPGS2
NEU2	TMCO6	TPGS2
3HAO	TMCO6	TPGS2
RL10L	TMCO6	TPGS2
ADA1D	TMCO6	TPGS2
CANB2	TMCO6	TPGS2
KAP3	TMCO6	TPGS2
PANX1	TMCO6	TPGS2
ST2A1	TMCO6	TPGS2
UPP2	TMCO6	TPGS2
AK1D1	TMCO6	TPGS2
CAC1A	TMCO6	TPGS2
CUBN	TMCO6	TPGS2
THA	TMCO6	TPGS2
TBB5	TMCO6	TPGS2
CATA	TMCO6	TPGS2
RL3	TMCO6	TPGS2
PA2GE	TMCO6	TPGS2
HRH2	TMCO6	TPGS2
ATTY	TMCO6	TPGS2
S29A2	TMCO6	TPGS2
GBRT	TMCO6	TPGS2
ACHA3	TMCO6	TPGS2
CDK6	TMCO6	TPGS2
5HT7R	TMCO6	TPGS2
ADRB1	TMCO6	TPGS2
CP11A	TMCO6	TPGS2
CSK	TMCO6	TPGS2
5HT3A	TMCO6	TPGS2
AT12A	TMCO6	TPGS2
IOD3	TMCO6	TPGS2
PGFRA	TMCO6	TPGS2
A1AG1	TMCO6	TPGS2
TNFA	TMCO6	TPGS2
NFAC2	TMCO6	TPGS2
NOS2	TMCO6	TPGS2
5HT2B	TMCO6	TPGS2
HS90A	TMCO6	TPGS2
LCK	TMCO6	TPGS2
ADCYA	TMCO6	TPGS2
HS90B	TMCO6	TPGS2
ADA2A	TMCO6	TPGS2
CACP	TMCO6	TPGS2
RARA	TMCO6	TPGS2
PYC	TMCO6	TPGS2
CATL1	TMCO6	TPGS2
ACHA9	TMCO6	TPGS2
NH2L1	TMCO6	TPGS2
AAKB2	TMCO6	TPGS2
DCXR	TMCO6	TPGS2
CXCL7	TMCO6	TPGS2
KCNE1	TMCO6	TPGS2
B3GT4	TMCO6	TPGS2
ACES	TMCO6	TPGS2
SCNNG	TMCO6	TPGS2
HASP	TMCO6	TPGS2
MMP3	TMCO6	TPGS2
MET	TMCO6	TPGS2
AA2BR	TMCO6	TPGS2
PDE8A	TMCO6	TPGS2
5HT2C	TMCO6	TPGS2
AK1C3	TMCO6	TPGS2
OSTCN	TMCO6	TPGS2
NMD3B	TMCO6	TPGS2
CDK5	TMCO6	TPGS2
PPARA	TMCO6	TPGS2
DRD2	TMCO6	TPGS2
VGFR2	TMCO6	TPGS2
CP1A2	TMCO6	TPGS2
NGF	TMCO6	TPGS2
GBRA6	TMCO6	TPGS2
ACHA7	TMCO6	TPGS2
CP2C9	TMCO6	TPGS2
TBA1A	TMCO6	TPGS2
IL2RA	TMCO6	TPGS2
PPB1	TMCO6	TPGS2
PD2R	TMCO6	TPGS2
Q71TU5	TMCO6	TPGS2
DCE1	TMCO6	TPGS2
GBRG1	TMCO6	TPGS2
FGFR2	TMCO6	TPGS2
IMPA1	TMCO6	TPGS2
ACM2	TMCO6	TPGS2
IL8	TMCO6	TPGS2
5HT6R	TMCO6	TPGS2
KPCT	TMCO6	TPGS2
AOC1	TMCO6	TPGS2
PCNA	TMCO6	TPGS2
KSYK	TMCO6	TPGS2
CAH9	TMCO6	TPGS2
RL11	TMCO6	TPGS2
CACB3	TMCO6	TPGS2
HMDH	TMCO6	TPGS2
GBRA4	TMCO6	TPGS2
KIT	TMCO6	TPGS2
AOFA	TMCO6	TPGS2
NEP	TMCO6	TPGS2
GLYC	TMCO6	TPGS2
NCOA2	TMCO6	TPGS2
5HT1E	TMCO6	TPGS2
TBA4A	TMCO6	TPGS2
METH	TMCO6	TPGS2
LDHA	TMCO6	TPGS2
MK08	TMCO6	TPGS2
IGHG4	TMCO6	TPGS2
CP2CJ	TMCO6	TPGS2
RXRA	TMCO6	TPGS2
PA2GA	TMCO6	TPGS2
CP131	TMCO6	TPGS2
ACACB	TMCO6	TPGS2
PTHY	TMCO6	TPGS2
IL10	TMCO6	TPGS2
CAH2	TMCO6	TPGS2
OPRD	TMCO6	TPGS2
AAPK1	TMCO6	TPGS2
PDPK1	TMCO6	TPGS2
ADRB3	TMCO6	TPGS2
C11B1	TMCO6	TPGS2
GBRP	TMCO6	TPGS2
ROCK2	TMCO6	TPGS2
RL8	TMCO6	TPGS2
ADCY2	TMCO6	TPGS2
PHOP2	TMCO6	TPGS2
CAH12	TMCO6	TPGS2
S10A4	TMCO6	TPGS2
GRIK1	TMCO6	TPGS2
CBG	TMCO6	TPGS2
PRGR	TMCO6	TPGS2
HCAR2	TMCO6	TPGS2
DNMT1	TMCO6	TPGS2
PGH2	TMCO6	TPGS2
CAC1F	TMCO6	TPGS2
ADA2C	TMCO6	TPGS2
S15A1	TMCO6	TPGS2
ADA1A	TMCO6	TPGS2
A1AG2	TMCO6	TPGS2
OX1R	TMCO6	TPGS2
KCMA1	TMCO6	TPGS2
NMDE3	TMCO6	TPGS2
HIBCH	TMCO6	TPGS2
IPKA	TMCO6	TPGS2
S22AI	TMCO6	TPGS2
S29A1	TMCO6	TPGS2
HDAC1	TMCO6	TPGS2
PNPH	TMCO6	TPGS2
ADA2B	TMCO6	TPGS2
TRFL	TMCO6	TPGS2
ALBU	TMCO6	TPGS2
FMO3	TMCO6	TPGS2
PLK1	TMCO6	TPGS2
SGMR1	TMCO6	TPGS2
GUAA	TMCO6	TPGS2
QOR	TMCO6	TPGS2
GCR	TMCO6	TPGS2
CATD	TMCO6	TPGS2
