source	destinations_disconnected_to
ACE	ACSM5
KAPCA	ACSM5
NTKL	ACSM5
CALM	ACSM5
ACHA4	ACSM5
ANXA2	ACSM5
AURKB	ACSM5
GNAT3	ACSM5
CA2D1	ACSM5
CAH4	ACSM5
AK1C1	ACSM5
ROCK1	ACSM5
CHLE	ACSM5
J3QK85	ACSM5
ZAP70	ACSM5
UD14	ACSM5
S12A2	ACSM5
EST1A	ACSM5
VKOR1	ACSM5
XDH	ACSM5
ACHB4	ACSM5
RLP24	ACSM5
EDN1	ACSM5
GBRB3	ACSM5
TKT	ACSM5
NEU2	ACSM5
3HAO	ACSM5
RL10L	ACSM5
ADA1D	ACSM5
CANB2	ACSM5
KAP3	ACSM5
PANX1	ACSM5
ST2A1	ACSM5
UPP2	ACSM5
AK1D1	ACSM5
CAC1A	ACSM5
CUBN	ACSM5
THA	ACSM5
TBB5	ACSM5
CATA	ACSM5
RL3	ACSM5
PA2GE	ACSM5
HRH2	ACSM5
ATTY	ACSM5
S29A2	ACSM5
GBRT	ACSM5
ACHA3	ACSM5
CDK6	ACSM5
5HT7R	ACSM5
ADRB1	ACSM5
CP11A	ACSM5
CSK	ACSM5
5HT3A	ACSM5
AT12A	ACSM5
IOD3	ACSM5
PGFRA	ACSM5
A1AG1	ACSM5
TNFA	ACSM5
NFAC2	ACSM5
NOS2	ACSM5
5HT2B	ACSM5
HS90A	ACSM5
LCK	ACSM5
ADCYA	ACSM5
HS90B	ACSM5
ADA2A	ACSM5
CACP	ACSM5
RARA	ACSM5
PYC	ACSM5
CATL1	ACSM5
ACHA9	ACSM5
NH2L1	ACSM5
AAKB2	ACSM5
DCXR	ACSM5
CXCL7	ACSM5
KCNE1	ACSM5
B3GT4	ACSM5
ACES	ACSM5
SCNNG	ACSM5
HASP	ACSM5
MMP3	ACSM5
MET	ACSM5
AA2BR	ACSM5
PDE8A	ACSM5
5HT2C	ACSM5
AK1C3	ACSM5
OSTCN	ACSM5
NMD3B	ACSM5
CDK5	ACSM5
PPARA	ACSM5
DRD2	ACSM5
VGFR2	ACSM5
CP1A2	ACSM5
NGF	ACSM5
GBRA6	ACSM5
ACHA7	ACSM5
CP2C9	ACSM5
TBA1A	ACSM5
IL2RA	ACSM5
PPB1	ACSM5
PD2R	ACSM5
Q71TU5	ACSM5
DCE1	ACSM5
GBRG1	ACSM5
FGFR2	ACSM5
IMPA1	ACSM5
ACM2	ACSM5
IL8	ACSM5
5HT6R	ACSM5
KPCT	ACSM5
AOC1	ACSM5
PCNA	ACSM5
KSYK	ACSM5
CAH9	ACSM5
RL11	ACSM5
CACB3	ACSM5
HMDH	ACSM5
GBRA4	ACSM5
KIT	ACSM5
AOFA	ACSM5
NEP	ACSM5
GLYC	ACSM5
NCOA2	ACSM5
5HT1E	ACSM5
TBA4A	ACSM5
METH	ACSM5
LDHA	ACSM5
MK08	ACSM5
IGHG4	ACSM5
CP2CJ	ACSM5
RXRA	ACSM5
PA2GA	ACSM5
CP131	ACSM5
ACACB	ACSM5
PTHY	ACSM5
IL10	ACSM5
CAH2	ACSM5
OPRD	ACSM5
AAPK1	ACSM5
PDPK1	ACSM5
ADRB3	ACSM5
C11B1	ACSM5
GBRP	ACSM5
ROCK2	ACSM5
RL8	ACSM5
ADCY2	ACSM5
PHOP2	ACSM5
CAH12	ACSM5
S10A4	ACSM5
GRIK1	ACSM5
CBG	ACSM5
PRGR	ACSM5
HCAR2	ACSM5
