source	dest	edges	cum_dist	avg_dist_per_edge
ACE	TNKS2	6	0.705	0.1175
ACE	FSTL1	3	0.82	0.273333333333333
ACE	DNAI1	5	0.466	0.0932
ACE	ERMAP	3	0.603	0.201
ACE	RSRC1	6	0.517	0.0861666666666667
ACE	GLRB	6	0.73	0.121666666666667
ACE	FGD1	6	0.23	0.0383333333333333
ACE	AURKB	4	0.344	0.086
ACE	CD5L	3	0.262	0.0873333333333333
ACE	ZNF80	4	0.586	0.1465
ACE	CPT2	5	0.174	0.0348
ACE	EPHA7	4	0.172	0.043
ACE	SPO11	4	0.602	0.1505
ACE	FASTK	4	0.863	0.21575
ACE	STK16	2	0.862	0.431
ACE	TMA16	4	0.827	0.20675
ACE	PXMP4	7	0.784	0.112
ACE	KLHL4	6	1.262	0.210333333333333
ACE	AMOT	3	0.213	0.071
ACE	OSTF1	4	0.853	0.21325
ACE	GMIP	4	0.24	0.06
ACE	SALL1	4	0.656	0.164
ACE	CAP2	4	0.432	0.108
ACE	RPRM	4	0.459	0.11475
ACE	MKLN1	4	0.782	0.1955
ACE	KRI1	8	0.58	0.0725
ACE	TRIP4	3	0.42	0.14
KAPCA	TNKS2	2	0.591	0.2955
KAPCA	FSTL1	4	0.777	0.19425
KAPCA	DNAI1	3	0.605	0.201666666666667
KAPCA	ERMAP	4	0.747	0.18675
KAPCA	RSRC1	6	0.502	0.0836666666666667
KAPCA	GLRB	7	0.728	0.104
KAPCA	FGD1	7	0.228	0.0325714285714286
KAPCA	AURKB	4	0.303	0.07575
KAPCA	CD5L	4	0.253	0.06325
KAPCA	ZNF80	2	0.536	0.268
KAPCA	CPT2	3	0.17	0.0566666666666667
KAPCA	EPHA7	5	0.17	0.034
KAPCA	SPO11	4	0.587	0.14675
KAPCA	FASTK	3	0.982	0.327333333333333
KAPCA	STK16	2	0.758	0.379
KAPCA	TMA16	4	0.812	0.203
KAPCA	PXMP4	8	0.782	0.09775
KAPCA	KLHL4	3	1.017	0.339
KAPCA	AMOT	5	0.242	0.0484
KAPCA	OSTF1	4	0.838	0.2095
KAPCA	GMIP	5	0.238	0.0476
KAPCA	SALL1	3	0.809	0.269666666666667
KAPCA	CAP2	5	0.438	0.0876
KAPCA	RPRM	4	0.444	0.111
KAPCA	MKLN1	4	0.538	0.1345
KAPCA	KRI1	3	0.314	0.104666666666667
KAPCA	TRIP4	4	0.418	0.1045
NTKL	TNKS2	6	0.588	0.098
NTKL	FSTL1	5	0.743	0.1486
NTKL	DNAI1	5	0.793	0.1586
NTKL	ERMAP	5	0.736	0.1472
NTKL	RSRC1	6	0.491	0.0818333333333333
NTKL	GLRB	4	0.616	0.154
NTKL	FGD1	4	0.333	0.08325
NTKL	AURKB	4	0.252	0.063
NTKL	CD5L	5	0.377	0.0754
NTKL	ZNF80	6	0.751	0.125166666666667
NTKL	CPT2	6	0.305	0.0508333333333333
NTKL	EPHA7	4	0.3	0.075
NTKL	SPO11	4	0.657	0.16425
NTKL	FASTK	7	0.979	0.139857142857143
NTKL	STK16	4	0.703	0.17575
NTKL	TMA16	3	0.963	0.321
NTKL	PXMP4	8	0.915	0.114375
NTKL	KLHL4	8	1.365	0.170625
NTKL	AMOT	7	0.313	0.0447142857142857
NTKL	OSTF1	5	0.95	0.19
NTKL	GMIP	5	0.371	0.0742
NTKL	SALL1	5	0.558	0.1116
NTKL	CAP2	6	0.543	0.0905
NTKL	RPRM	5	0.556	0.1112
NTKL	MKLN1	7	0.706	0.100857142857143
NTKL	KRI1	6	0.493	0.0821666666666667
NTKL	TRIP4	4	0.551	0.13775
CALM	TNKS2	2	0.849	0.4245
CALM	FSTL1	3	0.98	0.326666666666667
CALM	DNAI1	2	0.456	0.228
CALM	ERMAP	4	0.616	0.154
CALM	RSRC1	5	0.371	0.0742
CALM	GLRB	3	0.496	0.165333333333333
CALM	FGD1	4	0.193	0.04825
CALM	AURKB	2	0.115	0.0575
CALM	CD5L	3	0.241	0.0803333333333333
CALM	ZNF80	2	0.51	0.255
CALM	CPT2	4	0.147	0.03675
CALM	EPHA7	2	0.135	0.0675
CALM	SPO11	3	0.537	0.179
CALM	FASTK	5	0.534	0.1068
CALM	STK16	3	0.583	0.194333333333333
CALM	TMA16	4	0.804	0.201
CALM	PXMP4	7	0.774	0.110571428571429
CALM	KLHL4	4	1.089	0.27225
CALM	AMOT	5	0.194	0.0388
CALM	OSTF1	4	0.83	0.2075
CALM	GMIP	4	0.23	0.0575
CALM	SALL1	3	0.877	0.292333333333333
CALM	CAP2	3	0.374	0.124666666666667
CALM	RPRM	4	0.436	0.109
CALM	MKLN1	2	0.355	0.1775
CALM	KRI1	5	0.27	0.054
CALM	TRIP4	3	0.41	0.136666666666667
ACHA4	TNKS2	6	0.725	0.120833333333333
ACHA4	FSTL1	4	0.72	0.18
ACHA4	DNAI1	4	0.77	0.1925
ACHA4	ERMAP	5	0.714	0.1428
ACHA4	RSRC1	6	0.474	0.079
ACHA4	GLRB	4	0.65	0.1625
ACHA4	FGD1	7	0.321	0.0458571428571429
ACHA4	AURKB	4	0.285	0.07125
ACHA4	CD5L	3	0.325	0.108333333333333
ACHA4	ZNF80	4	0.688	0.172
ACHA4	CPT2	6	0.265	0.0441666666666667
ACHA4	EPHA7	5	0.263	0.0526
ACHA4	SPO11	6	0.676	0.112666666666667
ACHA4	FASTK	5	0.525	0.105
ACHA4	STK16	4	0.737	0.18425
ACHA4	TMA16	6	0.901	0.150166666666667
ACHA4	PXMP4	8	0.875	0.109375
ACHA4	KLHL4	7	1.342	0.191714285714286
ACHA4	AMOT	5	0.286	0.0572
ACHA4	OSTF1	6	0.927	0.1545
ACHA4	GMIP	5	0.331	0.0662
ACHA4	SALL1	4	0.969	0.24225
ACHA4	CAP2	6	0.517	0.0861666666666667
ACHA4	RPRM	6	0.533	0.0888333333333333
ACHA4	MKLN1	6	0.683	0.113833333333333
ACHA4	KRI1	5	0.484	0.0968
ACHA4	TRIP4	4	0.511	0.12775
ANXA2	TNKS2	4	0.676	0.169
ANXA2	FSTL1	4	0.265	0.06625
ANXA2	DNAI1	4	0.677	0.16925
ANXA2	ERMAP	3	0.672	0.224
ANXA2	RSRC1	5	0.551	0.1102
ANXA2	GLRB	4	0.706	0.1765
ANXA2	FGD1	4	0.205	0.05125
ANXA2	AURKB	4	0.342	0.0855
ANXA2	CD5L	5	0.256	0.0512
ANXA2	ZNF80	4	0.598	0.1495
ANXA2	CPT2	4	0.159	0.03975
ANXA2	EPHA7	2	0.147	0.0735
ANXA2	SPO11	3	0.636	0.212
ANXA2	FASTK	6	0.731	0.121833333333333
ANXA2	STK16	4	0.793	0.19825
ANXA2	TMA16	3	0.861	0.287
ANXA2	PXMP4	7	0.811	0.115857142857143
ANXA2	KLHL4	6	1.289	0.214833333333333
ANXA2	AMOT	4	0.271	0.06775
ANXA2	OSTF1	3	0.887	0.295666666666667
ANXA2	GMIP	4	0.267	0.06675
ANXA2	SALL1	2	0.781	0.3905
ANXA2	CAP2	4	0.433	0.10825
ANXA2	RPRM	3	0.493	0.164333333333333
ANXA2	MKLN1	6	0.828	0.138
ANXA2	KRI1	5	0.455	0.091
ANXA2	TRIP4	2	0.431	0.2155
AURKB	TNKS2	4	0.561	0.14025
AURKB	FSTL1	6	0.736	0.122666666666667
AURKB	DNAI1	2	0.465	0.2325
AURKB	ERMAP	6	0.706	0.117666666666667
AURKB	RSRC1	4	0.313	0.07825
AURKB	GLRB	7	0.705	0.100714285714286
AURKB	FGD1	2	0.095	0.0475
AURKB	CD5L	6	0.265	0.0441666666666667
AURKB	ZNF80	4	0.625	0.15625
AURKB	CPT2	4	0.201	0.05025
AURKB	EPHA7	3	0.151	0.0503333333333333
AURKB	SPO11	2	0.427	0.2135
AURKB	FASTK	5	0.952	0.1904
AURKB	STK16	7	0.792	0.113142857142857
AURKB	TMA16	4	0.8	0.2
AURKB	PXMP4	9	0.813	0.0903333333333333
AURKB	KLHL4	5	1.146	0.2292
AURKB	AMOT	6	0.273	0.0455
AURKB	OSTF1	4	0.826	0.2065
AURKB	GMIP	6	0.269	0.0448333333333333
AURKB	SALL1	2	0.523	0.2615
AURKB	CAP2	4	0.434	0.1085
AURKB	RPRM	2	0.352	0.176
AURKB	MKLN1	2	0.364	0.182
AURKB	KRI1	6	0.305	0.0508333333333333
AURKB	TRIP4	2	0.431	0.2155
GNAT3	TNKS2	8	0.874	0.10925
GNAT3	FSTL1	5	0.296	0.0592
GNAT3	DNAI1	4	0.649	0.16225
GNAT3	ERMAP	5	0.791	0.1582
GNAT3	RSRC1	5	0.554	0.1108
GNAT3	GLRB	8	0.944	0.118
GNAT3	FGD1	4	0.355	0.08875
GNAT3	AURKB	6	0.527	0.0878333333333333
GNAT3	CD5L	5	0.345	0.069
GNAT3	ZNF80	4	0.657	0.16425
GNAT3	CPT2	6	0.338	0.0563333333333333
GNAT3	EPHA7	4	0.292	0.073
GNAT3	SPO11	6	0.79	0.131666666666667
GNAT3	FASTK	6	0.766	0.127666666666667
GNAT3	STK16	5	0.802	0.1604
GNAT3	TMA16	6	0.927	0.1545
GNAT3	PXMP4	8	0.972	0.1215
GNAT3	KLHL4	8	1.838	0.22975
GNAT3	AMOT	4	0.31	0.0775
GNAT3	OSTF1	4	0.581	0.14525
GNAT3	GMIP	5	0.428	0.0856
GNAT3	SALL1	6	0.825	0.1375
GNAT3	CAP2	4	0.479	0.11975
GNAT3	RPRM	6	0.647	0.107833333333333
GNAT3	MKLN1	6	0.329	0.0548333333333333
GNAT3	KRI1	5	0.668	0.1336
GNAT3	TRIP4	4	0.608	0.152
CA2D1	TNKS2	2	0.435	0.2175
CA2D1	FSTL1	4	0.533	0.13325
CA2D1	DNAI1	4	0.715	0.17875
CA2D1	ERMAP	4	0.924	0.231
CA2D1	RSRC1	7	0.838	0.119714285714286
CA2D1	GLRB	5	0.98	0.196
CA2D1	FGD1	3	0.4	0.133333333333333
CA2D1	AURKB	4	0.578	0.1445
CA2D1	CD5L	8	0.477	0.059625
CA2D1	ZNF80	4	0.633	0.15825
CA2D1	CPT2	6	0.339	0.0565
