source	destinations_disconnected_to
ACE	LMF2	ZNF32
KAPCA	LMF2	ZNF32
NTKL	LMF2	ZNF32
CALM	LMF2	ZNF32
ACHA4	LMF2	ZNF32
ANXA2	LMF2	ZNF32
AURKB	LMF2	ZNF32
GNAT3	LMF2	ZNF32
CA2D1	LMF2	ZNF32
CAH4	LMF2	ZNF32
AK1C1	LMF2	ZNF32
ROCK1	LMF2	ZNF32
CHLE	LMF2	ZNF32
J3QK85	LMF2	ZNF32
ZAP70	LMF2	ZNF32
UD14	LMF2	ZNF32
S12A2	LMF2	ZNF32
EST1A	LMF2	ZNF32
VKOR1	LMF2	ZNF32
XDH	LMF2	ZNF32
ACHB4	LMF2	ZNF32
RLP24	LMF2	ZNF32
EDN1	LMF2	ZNF32
GBRB3	LMF2	ZNF32
TKT	LMF2	ZNF32
NEU2	LMF2	ZNF32
3HAO	LMF2	ZNF32
RL10L	LMF2	ZNF32
ADA1D	LMF2	ZNF32
CANB2	LMF2	ZNF32
KAP3	LMF2	ZNF32
PANX1	LMF2	ZNF32
ST2A1	LMF2	ZNF32
UPP2	LMF2	ZNF32
AK1D1	LMF2	ZNF32
CAC1A	LMF2	ZNF32
CUBN	LMF2	ZNF32
THA	LMF2	ZNF32
TBB5	LMF2	ZNF32
CATA	LMF2	ZNF32
RL3	LMF2	ZNF32
PA2GE	LMF2	ZNF32
HRH2	LMF2	ZNF32
ATTY	LMF2	ZNF32
S29A2	LMF2	ZNF32
GBRT	LMF2	ZNF32
ACHA3	LMF2	ZNF32
CDK6	LMF2	ZNF32
5HT7R	LMF2	ZNF32
ADRB1	LMF2	ZNF32
CP11A	LMF2	ZNF32
CSK	LMF2	ZNF32
5HT3A	LMF2	ZNF32
AT12A	LMF2	ZNF32
IOD3	LMF2	ZNF32
PGFRA	LMF2	ZNF32
A1AG1	LMF2	ZNF32
TNFA	LMF2	ZNF32
NFAC2	LMF2	ZNF32
NOS2	LMF2	ZNF32
5HT2B	LMF2	ZNF32
HS90A	LMF2	ZNF32
LCK	LMF2	ZNF32
ADCYA	LMF2	ZNF32
HS90B	LMF2	ZNF32
ADA2A	LMF2	ZNF32
CACP	LMF2	ZNF32
RARA	LMF2	ZNF32
PYC	LMF2	ZNF32
CATL1	LMF2	ZNF32
ACHA9	LMF2	ZNF32
NH2L1	LMF2	ZNF32
AAKB2	LMF2	ZNF32
DCXR	LMF2	ZNF32
CXCL7	LMF2	ZNF32
KCNE1	LMF2	ZNF32
B3GT4	LMF2	ZNF32
ACES	LMF2	ZNF32
SCNNG	LMF2	ZNF32
HASP	LMF2	ZNF32
MMP3	LMF2	ZNF32
MET	LMF2	ZNF32
AA2BR	LMF2	ZNF32
PDE8A	LMF2	ZNF32
5HT2C	LMF2	ZNF32
AK1C3	LMF2	ZNF32
OSTCN	LMF2	ZNF32
NMD3B	LMF2	ZNF32
