source	destinations_disconnected_to
ACE	PPDPF	REEP2
KAPCA	PPDPF	REEP2
NTKL	PPDPF	REEP2
CALM	PPDPF	REEP2
ACHA4	PPDPF	REEP2
ANXA2	PPDPF	REEP2
AURKB	PPDPF	REEP2
GNAT3	PPDPF	REEP2
CA2D1	PPDPF	REEP2
CAH4	PPDPF	REEP2
AK1C1	PPDPF	REEP2
ROCK1	PPDPF	REEP2
CHLE	PPDPF	REEP2
J3QK85	PPDPF	REEP2
ZAP70	PPDPF	REEP2
UD14	PPDPF	REEP2
S12A2	PPDPF	REEP2
EST1A	PPDPF	REEP2
VKOR1	PPDPF	REEP2
XDH	PPDPF	REEP2
ACHB4	PPDPF	REEP2
RLP24	PPDPF	REEP2
EDN1	PPDPF	REEP2
GBRB3	PPDPF	REEP2
TKT	PPDPF	REEP2
NEU2	PPDPF	REEP2
3HAO	PPDPF	REEP2
RL10L	PPDPF	REEP2
ADA1D	PPDPF	REEP2
CANB2	PPDPF	REEP2
KAP3	PPDPF	REEP2
PANX1	PPDPF	REEP2
ST2A1	PPDPF	REEP2
UPP2	PPDPF	REEP2
AK1D1	PPDPF	REEP2
CAC1A	PPDPF	REEP2
CUBN	PPDPF	REEP2
THA	PPDPF	REEP2
TBB5	PPDPF	REEP2
CATA	PPDPF	REEP2
RL3	PPDPF	REEP2
PA2GE	PPDPF	REEP2
HRH2	PPDPF	REEP2
ATTY	PPDPF	REEP2
S29A2	PPDPF	REEP2
GBRT	PPDPF	REEP2
ACHA3	PPDPF	REEP2
CDK6	PPDPF	REEP2
5HT7R	PPDPF	REEP2
ADRB1	PPDPF	REEP2
CP11A	PPDPF	REEP2
CSK	PPDPF	REEP2
5HT3A	PPDPF	REEP2
AT12A	PPDPF	REEP2
IOD3	PPDPF	REEP2
PGFRA	PPDPF	REEP2
A1AG1	PPDPF	REEP2
TNFA	PPDPF	REEP2
NFAC2	PPDPF	REEP2
NOS2	PPDPF	REEP2
5HT2B	PPDPF	REEP2
HS90A	PPDPF	REEP2
LCK	PPDPF	REEP2
ADCYA	PPDPF	REEP2
HS90B	PPDPF	REEP2
ADA2A	PPDPF	REEP2
CACP	PPDPF	REEP2
RARA	PPDPF	REEP2
PYC	PPDPF	REEP2
CATL1	PPDPF	REEP2
ACHA9	PPDPF	REEP2
NH2L1	PPDPF	REEP2
AAKB2	PPDPF	REEP2
DCXR	PPDPF	REEP2
CXCL7	PPDPF	REEP2
KCNE1	PPDPF	REEP2
B3GT4	PPDPF	REEP2
ACES	PPDPF	REEP2
SCNNG	PPDPF	REEP2
HASP	PPDPF	REEP2
MMP3	PPDPF	REEP2
MET	PPDPF	REEP2
AA2BR	PPDPF	REEP2
PDE8A	PPDPF	REEP2
5HT2C	PPDPF	REEP2
AK1C3	PPDPF	REEP2
OSTCN	PPDPF	REEP2
NMD3B	PPDPF	REEP2
CDK5	PPDPF	REEP2
PPARA	PPDPF	REEP2
DRD2	PPDPF	REEP2
VGFR2	PPDPF	REEP2
CP1A2	PPDPF	REEP2
NGF	PPDPF	REEP2
GBRA6	PPDPF	REEP2
ACHA7	PPDPF	REEP2
CP2C9	PPDPF	REEP2
TBA1A	PPDPF	REEP2
IL2RA	PPDPF	REEP2
PPB1	PPDPF	REEP2
PD2R	PPDPF	REEP2
Q71TU5	PPDPF	REEP2
DCE1	PPDPF	REEP2
GBRG1	PPDPF	REEP2
FGFR2	PPDPF	REEP2
IMPA1	PPDPF	REEP2
ACM2	PPDPF	REEP2
IL8	PPDPF	REEP2
5HT6R	PPDPF	REEP2
KPCT	PPDPF	REEP2
AOC1	PPDPF	REEP2
PCNA	PPDPF	REEP2
KSYK	PPDPF	REEP2
CAH9	PPDPF	REEP2
RL11	PPDPF	REEP2
CACB3	PPDPF	REEP2
HMDH	PPDPF	REEP2
GBRA4	PPDPF	REEP2
KIT	PPDPF	REEP2
AOFA	PPDPF	REEP2
NEP	PPDPF	REEP2
GLYC	PPDPF	REEP2
NCOA2	PPDPF	REEP2
5HT1E	PPDPF	REEP2
TBA4A	PPDPF	REEP2
METH	PPDPF	REEP2
LDHA	PPDPF	REEP2
MK08	PPDPF	REEP2
IGHG4	PPDPF	REEP2
CP2CJ	PPDPF	REEP2
RXRA	PPDPF	REEP2
PA2GA	PPDPF	REEP2
CP131	PPDPF	REEP2
ACACB	PPDPF	REEP2
PTHY	PPDPF	REEP2
IL10	PPDPF	REEP2
CAH2	PPDPF	REEP2
OPRD	PPDPF	REEP2
AAPK1	PPDPF	REEP2
PDPK1	PPDPF	REEP2
ADRB3	PPDPF	REEP2
C11B1	PPDPF	REEP2
GBRP	PPDPF	REEP2
ROCK2	PPDPF	REEP2
RL8	PPDPF	REEP2
ADCY2	PPDPF	REEP2
PHOP2	PPDPF	REEP2
CAH12	PPDPF	REEP2
S10A4	PPDPF	REEP2
GRIK1	PPDPF	REEP2
CBG	PPDPF	REEP2
PRGR	PPDPF	REEP2
HCAR2	PPDPF	REEP2
DNMT1	PPDPF	REEP2
PGH2	PPDPF	REEP2
CAC1F	PPDPF	REEP2
ADA2C	PPDPF	REEP2
S15A1	PPDPF	REEP2
ADA1A	PPDPF	REEP2
A1AG2	PPDPF	REEP2
OX1R	PPDPF	REEP2
KCMA1	PPDPF	REEP2
NMDE3	PPDPF	REEP2
HIBCH	PPDPF	REEP2
IPKA	PPDPF	REEP2
S22AI	PPDPF	REEP2
S29A1	PPDPF	REEP2
HDAC1	PPDPF	REEP2
PNPH	PPDPF	REEP2
ADA2B	PPDPF	REEP2
TRFL	PPDPF	REEP2
ALBU	PPDPF	REEP2
FMO3	PPDPF	REEP2
PLK1	PPDPF	REEP2
SGMR1	PPDPF	REEP2
GUAA	PPDPF	REEP2
QOR	PPDPF	REEP2
GCR	PPDPF	REEP2
CATD	PPDPF	REEP2
MIF	PPDPF	REEP2
HPGDS	PPDPF	REEP2
MKNK1	PPDPF	REEP2
P2RY2	PPDPF	REEP2
S12A4	PPDPF	REEP2
EGFR	PPDPF	REEP2
NFKB1	PPDPF	REEP2
PGFRB	PPDPF	REEP2
ANT3	PPDPF	REEP2
GTR1	PPDPF	REEP2
MK10	PPDPF	REEP2
CAMLG	PPDPF	REEP2
HEMH	PPDPF	REEP2
MTRR	PPDPF	REEP2
NQO1	PPDPF	REEP2
ACH10	PPDPF	REEP2
FMO4	PPDPF	REEP2
DRD5	PPDPF	REEP2
TRY1	PPDPF	REEP2
SCNAA	PPDPF	REEP2
GBRG3	PPDPF	REEP2
PDE8B	PPDPF	REEP2
KCNA2	PPDPF	REEP2
IFNA2	PPDPF	REEP2
AA1R	PPDPF	REEP2
MAPK2	PPDPF	REEP2
PK3CD	PPDPF	REEP2
HRH4	PPDPF	REEP2
GBRB1	PPDPF	REEP2
HCN2	PPDPF	REEP2
RL26L	PPDPF	REEP2
DMTA2	PPDPF	REEP2
6PGD	PPDPF	REEP2
GRP78	PPDPF	REEP2
PSIP1	PPDPF	REEP2
AT1A4	PPDPF	REEP2
GLR	PPDPF	REEP2
OPRK	PPDPF	REEP2
ATPB	PPDPF	REEP2
STMN4	PPDPF	REEP2
CACB2	PPDPF	REEP2
NMDZ1	PPDPF	REEP2
SC6A3	PPDPF	REEP2
ST2B1	PPDPF	REEP2
TBG1	PPDPF	REEP2
ESR1	PPDPF	REEP2
CREB1	PPDPF	REEP2
5HT1B	PPDPF	REEP2
ERBB2	PPDPF	REEP2
HDAC7	PPDPF	REEP2
KCC1B	PPDPF	REEP2
TBD	PPDPF	REEP2
TOP2B	PPDPF	REEP2
3BHS1	PPDPF	REEP2
ATP4A	PPDPF	REEP2
LOX5	PPDPF	REEP2
UD3A1	PPDPF	REEP2
BDNF	PPDPF	REEP2
GBRA1	PPDPF	REEP2
FOS	PPDPF	REEP2
SHBG	PPDPF	REEP2
ODP2	PPDPF	REEP2
ABCA1	PPDPF	REEP2
DYR	PPDPF	REEP2
P85A	PPDPF	REEP2
SIR1	PPDPF	REEP2
MTHR	PPDPF	REEP2
ADCL2	PPDPF	REEP2
IBP3	PPDPF	REEP2
DDR1	PPDPF	REEP2
CP46A	PPDPF	REEP2
SCN2A	PPDPF	REEP2
IL4	PPDPF	REEP2
NPS	PPDPF	REEP2
NMDE1	PPDPF	REEP2
AOFB	PPDPF	REEP2
RL13A	PPDPF	REEP2
S22A2	PPDPF	REEP2
CALY	PPDPF	REEP2
S12A5	PPDPF	REEP2
PK3CA	PPDPF	REEP2
PDE4D	PPDPF	REEP2
KIF11	PPDPF	REEP2
NR1I2	PPDPF	REEP2
NISCH	PPDPF	REEP2
NFKB2	PPDPF	REEP2
ITK	PPDPF	REEP2
PPIA	PPDPF	REEP2
MMAA	PPDPF	REEP2
PA24A	PPDPF	REEP2
HYES	PPDPF	REEP2
CP2C8	PPDPF	REEP2
CAC1D	PPDPF	REEP2
SCNNA	PPDPF	REEP2
DRD3	PPDPF	REEP2
IOD1	PPDPF	REEP2
AAKB1	PPDPF	REEP2
ARY2	PPDPF	REEP2
DOPO	PPDPF	REEP2
PDE3A	PPDPF	REEP2
TR10B	PPDPF	REEP2
ADA1B	PPDPF	REEP2
C9JK77	PPDPF	REEP2
MYLK3	PPDPF	REEP2
PDE1B	PPDPF	REEP2
MYH9	PPDPF	REEP2
TRI15	PPDPF	REEP2
HPRT	PPDPF	REEP2
ADRB2	PPDPF	REEP2
LIPL	PPDPF	REEP2
MDR1	PPDPF	REEP2
5HT1A	PPDPF	REEP2
CP19A	PPDPF	REEP2
ARY1	PPDPF	REEP2
5HT2A	PPDPF	REEP2
G6PD	PPDPF	REEP2
PYRD	PPDPF	REEP2
GBRB2	PPDPF	REEP2
IKBA	PPDPF	REEP2
THRB	PPDPF	REEP2
GPX1	PPDPF	REEP2
TNNC2	PPDPF	REEP2
S22AB	PPDPF	REEP2
PDE5A	PPDPF	REEP2
TGFB1	PPDPF	REEP2
TOP2A	PPDPF	REEP2
RL23	PPDPF	REEP2
PDK3	PPDPF	REEP2
EDNRA	PPDPF	REEP2
TF65	PPDPF	REEP2
KAP0	PPDPF	REEP2
PPIF	PPDPF	REEP2
RL15	PPDPF	REEP2
KCNH2	PPDPF	REEP2
PDE4C	PPDPF	REEP2
ABCC8	PPDPF	REEP2
J3KPA4	PPDPF	REEP2
HDAC8	PPDPF	REEP2
GBRD	PPDPF	REEP2
CCKN	PPDPF	REEP2
ADCY5	PPDPF	REEP2
ATPA	PPDPF	REEP2
ATPG	PPDPF	REEP2
CAC1G	PPDPF	REEP2
LDHB	PPDPF	REEP2
JUN	PPDPF	REEP2
CSF1R	PPDPF	REEP2
UD19	PPDPF	REEP2
ATF6A	PPDPF	REEP2
RL19	PPDPF	REEP2
ST17B	PPDPF	REEP2
ABL1	PPDPF	REEP2
PHOP1	PPDPF	REEP2
SC6A4	PPDPF	REEP2
S22A6	PPDPF	REEP2
GRIK2	PPDPF	REEP2
ACM3	PPDPF	REEP2
RYR1	PPDPF	REEP2
S23IP	PPDPF	REEP2
CRBN	PPDPF	REEP2
MUTA	PPDPF	REEP2
ARGI1	PPDPF	REEP2
AA3R	PPDPF	REEP2
GBRA5	PPDPF	REEP2
CAH6	PPDPF	REEP2
FAK1	PPDPF	REEP2
SCNND	PPDPF	REEP2
CASP8	PPDPF	REEP2
SYRC	PPDPF	REEP2
CP3A4	PPDPF	REEP2
A4	PPDPF	REEP2
MRP1	PPDPF	REEP2
KCNN4	PPDPF	REEP2
PDE7A	PPDPF	REEP2
SCN4A	PPDPF	REEP2
CACB1	PPDPF	REEP2
DHI1	PPDPF	REEP2
PDIA1	PPDPF	REEP2
LRP2	PPDPF	REEP2
ESR2	PPDPF	REEP2
SCNNB	PPDPF	REEP2
NMDE4	PPDPF	REEP2
TY3H	PPDPF	REEP2
SOAT1	PPDPF	REEP2
NMD3A	PPDPF	REEP2
ASM	PPDPF	REEP2
