source	destinations_disconnected_to
ACE	LRIT1
KAPCA	LRIT1
NTKL	LRIT1
CALM	LRIT1
ACHA4	LRIT1
ANXA2	LRIT1
AURKB	LRIT1
GNAT3	LRIT1
CA2D1	LRIT1
CAH4	LRIT1
AK1C1	LRIT1
ROCK1	LRIT1
CHLE	LRIT1
J3QK85	LRIT1
ZAP70	LRIT1
UD14	LRIT1
S12A2	LRIT1
EST1A	LRIT1
VKOR1	LRIT1
XDH	LRIT1
ACHB4	LRIT1
RLP24	LRIT1
EDN1	LRIT1
GBRB3	LRIT1
TKT	LRIT1
NEU2	LRIT1
3HAO	LRIT1
RL10L	LRIT1
ADA1D	LRIT1
CANB2	LRIT1
KAP3	LRIT1
PANX1	LRIT1
ST2A1	LRIT1
UPP2	LRIT1
AK1D1	LRIT1
CAC1A	LRIT1
CUBN	LRIT1
THA	LRIT1
TBB5	LRIT1
CATA	LRIT1
RL3	LRIT1
PA2GE	LRIT1
HRH2	LRIT1
ATTY	LRIT1
S29A2	LRIT1
GBRT	LRIT1
ACHA3	LRIT1
CDK6	LRIT1
5HT7R	LRIT1
ADRB1	LRIT1
CP11A	LRIT1
CSK	LRIT1
5HT3A	LRIT1
AT12A	LRIT1
IOD3	LRIT1
PGFRA	LRIT1
A1AG1	LRIT1
TNFA	LRIT1
NFAC2	LRIT1
NOS2	LRIT1
5HT2B	LRIT1
HS90A	LRIT1
LCK	LRIT1
ADCYA	LRIT1
HS90B	LRIT1
ADA2A	LRIT1
CACP	LRIT1
RARA	LRIT1
PYC	LRIT1
CATL1	LRIT1
ACHA9	LRIT1
NH2L1	LRIT1
AAKB2	LRIT1
DCXR	LRIT1
CXCL7	LRIT1
KCNE1	LRIT1
B3GT4	LRIT1
ACES	LRIT1
SCNNG	LRIT1
HASP	LRIT1
MMP3	LRIT1
MET	LRIT1
AA2BR	LRIT1
PDE8A	LRIT1
5HT2C	LRIT1
AK1C3	LRIT1
OSTCN	LRIT1
NMD3B	LRIT1
CDK5	LRIT1
PPARA	LRIT1
DRD2	LRIT1
VGFR2	LRIT1
CP1A2	LRIT1
NGF	LRIT1
GBRA6	LRIT1
ACHA7	LRIT1
CP2C9	LRIT1
TBA1A	LRIT1
IL2RA	LRIT1
PPB1	LRIT1
PD2R	LRIT1
Q71TU5	LRIT1
DCE1	LRIT1
GBRG1	LRIT1
FGFR2	LRIT1
IMPA1	LRIT1
ACM2	LRIT1
IL8	LRIT1
5HT6R	LRIT1
KPCT	LRIT1
AOC1	LRIT1
PCNA	LRIT1
KSYK	LRIT1
CAH9	LRIT1
RL11	LRIT1
CACB3	LRIT1
HMDH	LRIT1
GBRA4	LRIT1
KIT	LRIT1
AOFA	LRIT1
NEP	LRIT1
GLYC	LRIT1
NCOA2	LRIT1
5HT1E	LRIT1
TBA4A	LRIT1
METH	LRIT1
LDHA	LRIT1
MK08	LRIT1
IGHG4	LRIT1
CP2CJ	LRIT1
RXRA	LRIT1
PA2GA	LRIT1
CP131	LRIT1
ACACB	LRIT1
PTHY	LRIT1
IL10	LRIT1
CAH2	LRIT1
OPRD	LRIT1
AAPK1	LRIT1
PDPK1	LRIT1
ADRB3	LRIT1
C11B1	LRIT1
GBRP	LRIT1
ROCK2	LRIT1
RL8	LRIT1
ADCY2	LRIT1
PHOP2	LRIT1
CAH12	LRIT1
S10A4	LRIT1
GRIK1	LRIT1
CBG	LRIT1
PRGR	LRIT1
HCAR2	LRIT1
