source	destinations_disconnected_to
ACE	EFHD2
KAPCA	EFHD2
NTKL	EFHD2
CALM	EFHD2
ACHA4	EFHD2
ANXA2	EFHD2
AURKB	EFHD2
GNAT3	EFHD2
CA2D1	EFHD2
CAH4	EFHD2
AK1C1	EFHD2
ROCK1	EFHD2
CHLE	EFHD2
J3QK85	EFHD2
ZAP70	EFHD2
UD14	EFHD2
S12A2	EFHD2
EST1A	EFHD2
VKOR1	EFHD2
XDH	EFHD2
ACHB4	EFHD2
RLP24	EFHD2
EDN1	EFHD2
GBRB3	EFHD2
TKT	EFHD2
NEU2	EFHD2
3HAO	EFHD2
RL10L	EFHD2
ADA1D	EFHD2
CANB2	EFHD2
KAP3	EFHD2
PANX1	EFHD2
ST2A1	EFHD2
UPP2	EFHD2
AK1D1	EFHD2
CAC1A	EFHD2
CUBN	EFHD2
THA	EFHD2
TBB5	EFHD2
CATA	EFHD2
RL3	EFHD2
PA2GE	EFHD2
HRH2	EFHD2
ATTY	EFHD2
S29A2	EFHD2
GBRT	EFHD2
ACHA3	EFHD2
CDK6	EFHD2
5HT7R	EFHD2
ADRB1	EFHD2
CP11A	EFHD2
CSK	EFHD2
5HT3A	EFHD2
AT12A	EFHD2
IOD3	EFHD2
PGFRA	EFHD2
A1AG1	EFHD2
TNFA	EFHD2
NFAC2	EFHD2
NOS2	EFHD2
5HT2B	EFHD2
HS90A	EFHD2
LCK	EFHD2
ADCYA	EFHD2
HS90B	EFHD2
ADA2A	EFHD2
CACP	EFHD2
RARA	EFHD2
PYC	EFHD2
CATL1	EFHD2
ACHA9	EFHD2
NH2L1	EFHD2
AAKB2	EFHD2
DCXR	EFHD2
CXCL7	EFHD2
KCNE1	EFHD2
B3GT4	EFHD2
ACES	EFHD2
SCNNG	EFHD2
HASP	EFHD2
MMP3	EFHD2
MET	EFHD2
AA2BR	EFHD2
PDE8A	EFHD2
5HT2C	EFHD2
AK1C3	EFHD2
OSTCN	EFHD2
NMD3B	EFHD2
CDK5	EFHD2
PPARA	EFHD2
DRD2	EFHD2
VGFR2	EFHD2
CP1A2	EFHD2
NGF	EFHD2
GBRA6	EFHD2
ACHA7	EFHD2
CP2C9	EFHD2
TBA1A	EFHD2
IL2RA	EFHD2
PPB1	EFHD2
PD2R	EFHD2
Q71TU5	EFHD2
DCE1	EFHD2
GBRG1	EFHD2
FGFR2	EFHD2
IMPA1	EFHD2
ACM2	EFHD2
IL8	EFHD2
5HT6R	EFHD2
KPCT	EFHD2
AOC1	EFHD2
PCNA	EFHD2
KSYK	EFHD2
CAH9	EFHD2
RL11	EFHD2
CACB3	EFHD2
HMDH	EFHD2
GBRA4	EFHD2
KIT	EFHD2
AOFA	EFHD2
NEP	EFHD2
GLYC	EFHD2
NCOA2	EFHD2
5HT1E	EFHD2
TBA4A	EFHD2
METH	EFHD2
LDHA	EFHD2
MK08	EFHD2
IGHG4	EFHD2
CP2CJ	EFHD2
RXRA	EFHD2
PA2GA	EFHD2
CP131	EFHD2
ACACB	EFHD2
PTHY	EFHD2
IL10	EFHD2
CAH2	EFHD2
OPRD	EFHD2
AAPK1	EFHD2
PDPK1	EFHD2
ADRB3	EFHD2
C11B1	EFHD2
GBRP	EFHD2
ROCK2	EFHD2
RL8	EFHD2
ADCY2	EFHD2
PHOP2	EFHD2
CAH12	EFHD2
S10A4	EFHD2
GRIK1	EFHD2
CBG	EFHD2
PRGR	EFHD2
HCAR2	EFHD2
DNMT1	EFHD2
PGH2	EFHD2
CAC1F	EFHD2
ADA2C	EFHD2
S15A1	EFHD2
ADA1A	EFHD2
A1AG2	EFHD2
OX1R	EFHD2
KCMA1	EFHD2
NMDE3	EFHD2
HIBCH	EFHD2
IPKA	EFHD2
S22AI	EFHD2
S29A1	EFHD2
HDAC1	EFHD2
PNPH	EFHD2
ADA2B	EFHD2
TRFL	EFHD2
ALBU	EFHD2
FMO3	EFHD2
PLK1	EFHD2
SGMR1	EFHD2
GUAA	EFHD2
QOR	EFHD2
GCR	EFHD2
CATD	EFHD2
MIF	EFHD2
HPGDS	EFHD2
MKNK1	EFHD2
P2RY2	EFHD2
S12A4	EFHD2
EGFR	EFHD2
NFKB1	EFHD2
PGFRB	EFHD2
ANT3	EFHD2
GTR1	EFHD2
MK10	EFHD2
CAMLG	EFHD2
HEMH	EFHD2
MTRR	EFHD2
NQO1	EFHD2
ACH10	EFHD2
FMO4	EFHD2
DRD5	EFHD2
TRY1	EFHD2
SCNAA	EFHD2
GBRG3	EFHD2
PDE8B	EFHD2
KCNA2	EFHD2
IFNA2	EFHD2
AA1R	EFHD2
MAPK2	EFHD2
PK3CD	EFHD2
HRH4	EFHD2
GBRB1	EFHD2
HCN2	EFHD2
RL26L	EFHD2
DMTA2	EFHD2
6PGD	EFHD2
GRP78	EFHD2
PSIP1	EFHD2
AT1A4	EFHD2
GLR	EFHD2
OPRK	EFHD2
ATPB	EFHD2
STMN4	EFHD2
CACB2	EFHD2
NMDZ1	EFHD2
SC6A3	EFHD2
ST2B1	EFHD2
TBG1	EFHD2
ESR1	EFHD2
CREB1	EFHD2
5HT1B	EFHD2
ERBB2	EFHD2
HDAC7	EFHD2
KCC1B	EFHD2
TBD	EFHD2
TOP2B	EFHD2
3BHS1	EFHD2
ATP4A	EFHD2
LOX5	EFHD2
UD3A1	EFHD2
BDNF	EFHD2
GBRA1	EFHD2
FOS	EFHD2
SHBG	EFHD2
ODP2	EFHD2
ABCA1	EFHD2
DYR	EFHD2
P85A	EFHD2
SIR1	EFHD2
MTHR	EFHD2
ADCL2	EFHD2
IBP3	EFHD2
DDR1	EFHD2
CP46A	EFHD2
SCN2A	EFHD2
IL4	EFHD2
NPS	EFHD2
NMDE1	EFHD2
AOFB	EFHD2
RL13A	EFHD2
S22A2	EFHD2
CALY	EFHD2
S12A5	EFHD2
PK3CA	EFHD2
PDE4D	EFHD2
KIF11	EFHD2
NR1I2	EFHD2
NISCH	EFHD2
NFKB2	EFHD2
ITK	EFHD2
PPIA	EFHD2
MMAA	EFHD2
PA24A	EFHD2
HYES	EFHD2
CP2C8	EFHD2
CAC1D	EFHD2
SCNNA	EFHD2
DRD3	EFHD2
IOD1	EFHD2
AAKB1	EFHD2
ARY2	EFHD2
DOPO	EFHD2
PDE3A	EFHD2
TR10B	EFHD2
ADA1B	EFHD2
C9JK77	EFHD2
MYLK3	EFHD2
PDE1B	EFHD2
MYH9	EFHD2
TRI15	EFHD2
HPRT	EFHD2
ADRB2	EFHD2
LIPL	EFHD2
MDR1	EFHD2
5HT1A	EFHD2
CP19A	EFHD2
ARY1	EFHD2
5HT2A	EFHD2
G6PD	EFHD2
PYRD	EFHD2
GBRB2	EFHD2
IKBA	EFHD2
THRB	EFHD2
GPX1	EFHD2
TNNC2	EFHD2
S22AB	EFHD2
PDE5A	EFHD2
TGFB1	EFHD2
TOP2A	EFHD2
RL23	EFHD2
PDK3	EFHD2
EDNRA	EFHD2
TF65	EFHD2
KAP0	EFHD2
PPIF	EFHD2
RL15	EFHD2
KCNH2	EFHD2
PDE4C	EFHD2
ABCC8	EFHD2
J3KPA4	EFHD2
HDAC8	EFHD2
GBRD	EFHD2
CCKN	EFHD2
ADCY5	EFHD2
ATPA	EFHD2
ATPG	EFHD2
CAC1G	EFHD2
LDHB	EFHD2
JUN	EFHD2
CSF1R	EFHD2
UD19	EFHD2
ATF6A	EFHD2
RL19	EFHD2
ST17B	EFHD2
ABL1	EFHD2
PHOP1	EFHD2
SC6A4	EFHD2
S22A6	EFHD2
GRIK2	EFHD2
ACM3	EFHD2
RYR1	EFHD2
S23IP	EFHD2
CRBN	EFHD2
MUTA	EFHD2
ARGI1	EFHD2
AA3R	EFHD2
GBRA5	EFHD2
