source	destinations_disconnected_to
ACE	MYNN	GBX1
KAPCA	MYNN	GBX1
NTKL	MYNN	GBX1
CALM	MYNN	GBX1
ACHA4	MYNN	GBX1
ANXA2	MYNN	GBX1
AURKB	MYNN	GBX1
GNAT3	MYNN	GBX1
CA2D1	MYNN	GBX1
CAH4	MYNN	GBX1
AK1C1	MYNN	GBX1
ROCK1	MYNN	GBX1
CHLE	MYNN	GBX1
J3QK85	MYNN	GBX1
ZAP70	MYNN	GBX1
UD14	MYNN	GBX1
S12A2	MYNN	GBX1
EST1A	MYNN	GBX1
VKOR1	MYNN	GBX1
XDH	MYNN	GBX1
ACHB4	MYNN	GBX1
RLP24	MYNN	GBX1
EDN1	MYNN	GBX1
GBRB3	MYNN	GBX1
TKT	MYNN	GBX1
NEU2	MYNN	GBX1
3HAO	MYNN	GBX1
RL10L	MYNN	GBX1
ADA1D	MYNN	GBX1
CANB2	MYNN	GBX1
KAP3	MYNN	GBX1
PANX1	MYNN	GBX1
ST2A1	MYNN	GBX1
UPP2	MYNN	GBX1
AK1D1	MYNN	GBX1
CAC1A	MYNN	GBX1
CUBN	MYNN	GBX1
THA	MYNN	GBX1
TBB5	MYNN	GBX1
CATA	MYNN	GBX1
RL3	MYNN	GBX1
PA2GE	MYNN	GBX1
HRH2	MYNN	GBX1
ATTY	MYNN	GBX1
S29A2	MYNN	GBX1
GBRT	MYNN	GBX1
ACHA3	MYNN	GBX1
CDK6	MYNN	GBX1
5HT7R	MYNN	GBX1
ADRB1	MYNN	GBX1
CP11A	MYNN	GBX1
CSK	MYNN	GBX1
5HT3A	MYNN	GBX1
AT12A	MYNN	GBX1
IOD3	MYNN	GBX1
PGFRA	MYNN	GBX1
A1AG1	MYNN	GBX1
TNFA	MYNN	GBX1
NFAC2	MYNN	GBX1
NOS2	MYNN	GBX1
5HT2B	MYNN	GBX1
HS90A	MYNN	GBX1
LCK	MYNN	GBX1
ADCYA	MYNN	GBX1
HS90B	MYNN	GBX1
ADA2A	MYNN	GBX1
CACP	MYNN	GBX1
RARA	MYNN	GBX1
PYC	MYNN	GBX1
CATL1	MYNN	GBX1
ACHA9	MYNN	GBX1
NH2L1	MYNN	GBX1
AAKB2	MYNN	GBX1
DCXR	MYNN	GBX1
CXCL7	MYNN	GBX1
KCNE1	MYNN	GBX1
B3GT4	MYNN	GBX1
ACES	MYNN	GBX1
SCNNG	MYNN	GBX1
HASP	MYNN	GBX1
MMP3	MYNN	GBX1
MET	MYNN	GBX1
AA2BR	MYNN	GBX1
PDE8A	MYNN	GBX1
5HT2C	MYNN	GBX1
AK1C3	MYNN	GBX1
OSTCN	MYNN	GBX1
NMD3B	MYNN	GBX1
CDK5	MYNN	GBX1
PPARA	MYNN	GBX1
