source	dest	edges	cum_dist	avg_dist_per_edge
ACE	KIT	5	0.073	0.0146
ACE	RGN	3	0.595	0.198333333333333
ACE	NLK	4	0.905	0.22625
ACE	CLCN1	7	0.602	0.086
ACE	SBNO1	4	0.794	0.1985
ACE	PDK1	3	0.219	0.073
ACE	OR3A3	4	0.347	0.08675
ACE	RPP38	5	0.464	0.0928
ACE	FIS1	6	0.912	0.152
ACE	USP9Y	6	0.48	0.08
ACE	DAAM1	4	0.397	0.09925
ACE	PTMS	3	0.458	0.152666666666667
ACE	TRPC4	5	0.452	0.0904
ACE	KEAP1	5	0.569	0.1138
ACE	KIF17	4	0.615	0.15375
ACE	SCO2	3	0.274	0.0913333333333333
ACE	CHFR	4	0.724	0.181
ACE	MAK16	4	0.589	0.14725
ACE	DDX43	5	0.981	0.1962
KAPCA	KIT	3	0.059	0.0196666666666667
KAPCA	RGN	6	0.71	0.118333333333333
KAPCA	NLK	5	0.862	0.1724
KAPCA	CLCN1	7	0.599	0.0855714285714286
KAPCA	SBNO1	3	0.553	0.184333333333333
KAPCA	PDK1	4	0.23	0.0575
KAPCA	OR3A3	3	0.364	0.121333333333333
KAPCA	RPP38	2	0.301	0.1505
KAPCA	FIS1	6	0.462	0.077
KAPCA	USP9Y	6	0.465	0.0775
KAPCA	DAAM1	6	0.401	0.0668333333333333
KAPCA	PTMS	3	0.237	0.079
KAPCA	TRPC4	2	0.138	0.069
KAPCA	KEAP1	6	0.526	0.0876666666666667
KAPCA	KIF17	5	0.772	0.1544
KAPCA	SCO2	3	0.259	0.0863333333333333
KAPCA	CHFR	2	0.447	0.2235
KAPCA	MAK16	4	0.574	0.1435
KAPCA	DDX43	3	0.704	0.234666666666667
NTKL	KIT	4	0.204	0.051
NTKL	RGN	6	0.792	0.132
NTKL	NLK	4	0.732	0.183
NTKL	CLCN1	9	0.801	0.089
NTKL	SBNO1	6	0.732	0.122
NTKL	PDK1	5	0.303	0.0606
NTKL	OR3A3	5	0.551	0.1102
NTKL	RPP38	6	0.705	0.1175
NTKL	FIS1	7	0.596	0.0851428571428571
NTKL	USP9Y	6	0.944	0.157333333333333
NTKL	DAAM1	6	0.481	0.0801666666666667
NTKL	PTMS	6	0.444	0.074
NTKL	TRPC4	4	0.405	0.10125
NTKL	KEAP1	5	0.396	0.0792
NTKL	KIF17	7	0.799	0.114142857142857
NTKL	SCO2	4	0.371	0.09275
NTKL	CHFR	4	0.952	0.238
NTKL	MAK16	6	0.633	0.1055
NTKL	DDX43	6	0.883	0.147166666666667
CALM	KIT	5	0.063	0.0126
CALM	RGN	3	0.585	0.195
CALM	NLK	3	0.612	0.204
CALM	CLCN1	2	0.373	0.1865
CALM	SBNO1	5	0.509	0.1018
CALM	PDK1	3	0.184	0.0613333333333333
CALM	OR3A3	3	0.327	0.109
CALM	RPP38	2	0.559	0.2795
CALM	FIS1	5	0.438	0.0876
CALM	USP9Y	5	0.932	0.1864
CALM	DAAM1	2	0.355	0.1775
CALM	PTMS	3	0.238	0.0793333333333333
CALM	TRPC4	2	0.1	0.05
CALM	KEAP1	4	0.276	0.069
CALM	KIF17	2	0.276	0.138
CALM	SCO2	3	0.251	0.0836666666666667
CALM	CHFR	3	0.832	0.277333333333333
CALM	MAK16	5	0.513	0.1026
CALM	DDX43	5	0.66	0.132
ACHA4	KIT	2	0.158	0.079
ACHA4	RGN	6	0.77	0.128333333333333
ACHA4	NLK	4	0.766	0.1915
ACHA4	CLCN1	5	0.75	0.15
ACHA4	SBNO1	5	0.723	0.1446
ACHA4	PDK1	3	0.276	0.092
ACHA4	OR3A3	4	0.528	0.132
ACHA4	RPP38	6	0.683	0.113833333333333
ACHA4	FIS1	7	0.556	0.0794285714285714
ACHA4	USP9Y	6	0.435	0.0725
ACHA4	DAAM1	4	0.454	0.1135
ACHA4	PTMS	4	0.397	0.09925
ACHA4	TRPC4	4	0.439	0.10975
ACHA4	KEAP1	4	0.367	0.09175
ACHA4	KIF17	5	0.772	0.1544
ACHA4	SCO2	5	0.348	0.0696
ACHA4	CHFR	4	0.986	0.2465
ACHA4	MAK16	5	0.553	0.1106
ACHA4	DDX43	5	0.874	0.1748
ANXA2	KIT	4	0.081	0.02025
ANXA2	RGN	6	0.723	0.1205
ANXA2	NLK	4	0.822	0.2055
ANXA2	CLCN1	6	0.587	0.0978333333333333
ANXA2	SBNO1	5	0.694	0.1388
ANXA2	PDK1	4	0.306	0.0765
ANXA2	OR3A3	4	0.506	0.1265
ANXA2	RPP38	4	0.641	0.16025
ANXA2	FIS1	5	0.45	0.09
ANXA2	USP9Y	5	0.837	0.1674
ANXA2	DAAM1	2	0.321	0.1605
ANXA2	PTMS	3	0.517	0.172333333333333
ANXA2	TRPC4	3	0.337	0.112333333333333
ANXA2	KEAP1	4	0.485	0.12125
ANXA2	KIF17	5	0.841	0.1682
ANXA2	SCO2	2	0.308	0.154
ANXA2	CHFR	4	0.588	0.147
ANXA2	MAK16	4	0.489	0.12225
ANXA2	DDX43	5	0.845	0.169
AURKB	KIT	2	0.031	0.0155
AURKB	RGN	7	0.762	0.108857142857143
AURKB	NLK	7	0.821	0.117285714285714
AURKB	CLCN1	5	0.611	0.1222
AURKB	SBNO1	6	0.544	0.0906666666666667
AURKB	PDK1	7	0.303	0.0432857142857143
AURKB	OR3A3	6	0.544	0.0906666666666667
AURKB	RPP38	7	0.675	0.0964285714285714
AURKB	FIS1	7	0.493	0.0704285714285714
AURKB	USP9Y	6	0.989	0.164833333333333
AURKB	DAAM1	4	0.345	0.08625
AURKB	PTMS	5	0.304	0.0608
AURKB	TRPC4	4	0.426	0.1065
AURKB	KEAP1	8	0.485	0.060625
AURKB	KIF17	6	0.802	0.133666666666667
AURKB	SCO2	3	0.247	0.0823333333333333
AURKB	CHFR	5	0.438	0.0876
AURKB	MAK16	4	0.455	0.11375
AURKB	DDX43	6	0.695	0.115833333333333
GNAT3	KIT	4	0.169	0.04225
GNAT3	RGN	7	0.754	0.107714285714286
GNAT3	NLK	6	0.389	0.0648333333333333
GNAT3	CLCN1	5	0.666	0.1332
GNAT3	SBNO1	5	0.982	0.1964
GNAT3	PDK1	3	0.325	0.108333333333333
GNAT3	OR3A3	4	0.408	0.102
GNAT3	RPP38	5	0.525	0.105
GNAT3	FIS1	6	0.997	0.166166666666667
GNAT3	USP9Y	7	0.876	0.125142857142857
GNAT3	DAAM1	4	0.495	0.12375
GNAT3	PTMS	5	0.646	0.1292
GNAT3	TRPC4	2	0.096	0.048
GNAT3	KEAP1	6	0.839	0.139833333333333
GNAT3	KIF17	6	0.816	0.136
GNAT3	SCO2	5	0.462	0.0924
GNAT3	CHFR	6	0.751	0.125166666666667
GNAT3	MAK16	6	0.661	0.110166666666667
GNAT3	DDX43	6	1.39	0.231666666666667
CA2D1	KIT	5	0.191	0.0382
CA2D1	RGN	5	0.98	0.196
CA2D1	NLK	5	0.522	0.1044
CA2D1	CLCN1	3	0.7	0.233333333333333
CA2D1	SBNO1	7	0.875	0.125
CA2D1	PDK1	4	0.57	0.1425
CA2D1	OR3A3	6	0.736	0.122666666666667
CA2D1	RPP38	2	0.145	0.0725
CA2D1	FIS1	7	0.63	0.09
CA2D1	USP9Y	6	0.995	0.165833333333333
CA2D1	DAAM1	7	0.616	0.088
CA2D1	PTMS	4	0.779	0.19475
CA2D1	TRPC4	1	0.101	0.101
CA2D1	KEAP1	4	0.569	0.14225
CA2D1	KIF17	3	0.746	0.248666666666667
CA2D1	SCO2	4	0.595	0.14875
CA2D1	CHFR	5	0.884	0.1768
CA2D1	MAK16	4	0.589	0.14725
CA2D1	DDX43	7	1.5	0.214285714285714
CAH4	KIT	4	0.352	0.088
CAH4	RGN	6	0.838	0.139666666666667
CAH4	NLK	5	0.851	0.1702
CAH4	CLCN1	5	0.933	0.1866
CAH4	SBNO1	4	0.873	0.21825
CAH4	PDK1	6	0.959	0.159833333333333
CAH4	OR3A3	9	1.036	0.115111111111111
CAH4	RPP38	6	0.737	0.122833333333333
CAH4	FIS1	4	0.681	0.17025
CAH4	USP9Y	9	0.949	0.105444444444444
CAH4	DAAM1	5	0.722	0.1444
CAH4	PTMS	8	1.145	0.143125
CAH4	TRPC4	5	0.901	0.1802
CAH4	KEAP1	8	0.879	0.109875
CAH4	KIF17	5	0.753	0.1506
CAH4	SCO2	5	0.676	0.1352
CAH4	CHFR	4	0.387	0.09675
CAH4	MAK16	6	0.82	0.136666666666667
CAH4	DDX43	10	1.532	0.1532
AK1C1	KIT	6	0.243	0.0405
AK1C1	RGN	4	0.351	0.08775
AK1C1	NLK	6	0.734	0.122333333333333
AK1C1	CLCN1	6	0.707	0.117833333333333
AK1C1	SBNO1	8	0.893	0.111625
AK1C1	PDK1	4	0.597	0.14925
AK1C1	OR3A3	8	0.887	0.110875
AK1C1	RPP38	7	0.893	0.127571428571429
AK1C1	FIS1	5	0.57	0.114
AK1C1	USP9Y	8	0.933	0.116625
AK1C1	DAAM1	9	0.767	0.0852222222222222
AK1C1	PTMS	5	0.967	0.1934
AK1C1	TRPC4	4	0.782	0.1955
AK1C1	KEAP1	5	0.781	0.1562
AK1C1	KIF17	8	0.646	0.08075
AK1C1	SCO2	6	0.708	0.118
AK1C1	CHFR	6	0.844	0.140666666666667
AK1C1	MAK16	6	0.818	0.136333333333333
AK1C1	DDX43	7	1.437	0.205285714285714
ROCK1	KIT	5	0.139	0.0278
ROCK1	RGN	5	0.33	0.066
ROCK1	NLK	7	0.844	0.120571428571429
ROCK1	CLCN1	6	0.674	0.112333333333333
ROCK1	SBNO1	7	0.789	0.112714285714286
ROCK1	PDK1	5	0.52	0.104
ROCK1	OR3A3	6	0.896	0.149333333333333
ROCK1	RPP38	8	0.872	0.109
ROCK1	FIS1	3	0.866	0.288666666666667
ROCK1	USP9Y	5	0.948	0.1896
ROCK1	DAAM1	6	0.305	0.0508333333333333
ROCK1	PTMS	3	0.666	0.222
ROCK1	TRPC4	3	0.54	0.18
ROCK1	KEAP1	7	0.956	0.136571428571429
ROCK1	KIF17	6	0.922	0.153666666666667
ROCK1	SCO2	6	0.727	0.121166666666667
ROCK1	CHFR	4	0.643	0.16075
ROCK1	MAK16	5	0.703	0.1406
ROCK1	DDX43	8	1.417	0.177125
CHLE	KIT	4	0.108	0.027
CHLE	RGN	6	0.704	0.117333333333333
CHLE	NLK	7	0.984	0.140571428571429
CHLE	CLCN1	4	0.574	0.1435
CHLE	SBNO1	4	0.802	0.2005
CHLE	PDK1	4	0.287	0.07175
CHLE	OR3A3	4	0.524	0.131
CHLE	RPP38	5	0.757	0.1514
CHLE	FIS1	6	0.473	0.0788333333333333
CHLE	USP9Y	6	0.585	0.0975
CHLE	DAAM1	6	0.21	0.035
CHLE	PTMS	5	0.985	0.197
CHLE	TRPC4	5	0.745	0.149
CHLE	KEAP1	5	0.947	0.1894
CHLE	KIF17	6	0.298	0.0496666666666667
CHLE	SCO2	6	0.671	0.111833333333333
CHLE	CHFR	4	0.496	0.124
CHLE	MAK16	4	0.47	0.1175
CHLE	DDX43	8	1.34	0.1675
J3QK85	KIT	4	0.048	0.012
J3QK85	RGN	4	0.738	0.1845
J3QK85	NLK	4	0.691	0.17275
J3QK85	CLCN1	6	0.629	0.104833333333333
J3QK85	SBNO1	6	0.666	0.111
J3QK85	PDK1	2	0.197	0.0985
J3QK85	OR3A3	4	0.464	0.116
J3QK85	RPP38	5	0.653	0.1306
J3QK85	FIS1	5	0.417	0.0834
J3QK85	USP9Y	4	0.827	0.20675
J3QK85	DAAM1	5	0.353	0.0706
J3QK85	PTMS	4	0.388	0.097
J3QK85	TRPC4	4	0.362	0.0905
J3QK85	KEAP1	4	0.35	0.0875
J3QK85	KIF17	4	0.672	0.168
J3QK85	SCO2	3	0.303	0.101
J3QK85	CHFR	4	0.911	0.22775
J3QK85	MAK16	4	0.522	0.1305
J3QK85	DDX43	6	0.817	0.136166666666667
ZAP70	KIT	3	0.009	0.003
ZAP70	RGN	6	0.692	0.115333333333333
ZAP70	NLK	4	0.884	0.221
ZAP70	CLCN1	7	0.548	0.0782857142857143
ZAP70	SBNO1	5	0.787	0.1574
ZAP70	PDK1	3	0.13	0.0433333333333333
ZAP70	OR3A3	6	0.682	0.113666666666667
ZAP70	RPP38	6	0.869	0.144833333333333
ZAP70	FIS1	6	0.823	0.137166666666667
ZAP70	USP9Y	7	0.991	0.141571428571429
ZAP70	DAAM1	3	0.295	0.0983333333333333
ZAP70	PTMS	4	0.514	0.1285
ZAP70	TRPC4	5	0.363	0.0726
ZAP70	KEAP1	4	0.547	0.13675
ZAP70	KIF17	5	0.626	0.1252
ZAP70	SCO2	3	0.467	0.155666666666667
ZAP70	CHFR	5	0.778	0.1556
ZAP70	MAK16	5	0.455	0.091
ZAP70	DDX43	6	1.035	0.1725
UD14	KIT	4	0.148	0.037
UD14	RGN	5	0.901	0.1802
UD14	NLK	5	0.844	0.1688
UD14	CLCN1	5	0.613	0.1226
UD14	SBNO1	7	0.844	0.120571428571429
UD14	PDK1	6	0.415	0.0691666666666667
UD14	OR3A3	6	0.663	0.1105
UD14	RPP38	9	0.948	0.105333333333333
UD14	FIS1	5	0.503	0.1006
UD14	USP9Y	7	0.715	0.102142857142857
UD14	DAAM1	7	0.584	0.0834285714285714
UD14	PTMS	7	0.556	0.0794285714285714
UD14	TRPC4	5	0.517	0.1034
UD14	KEAP1	2	0.5	0.25
UD14	KIF17	5	0.781	0.1562
UD14	SCO2	4	0.47	0.1175
UD14	CHFR	6	0.738	0.123
UD14	MAK16	6	0.638	0.106333333333333
UD14	DDX43	7	0.995	0.142142857142857
S12A2	KIT	2	0.21	0.105
S12A2	RGN	6	0.822	0.137
S12A2	NLK	4	0.818	0.2045
S12A2	CLCN1	8	0.745	0.093125
S12A2	SBNO1	6	0.782	0.130333333333333
S12A2	PDK1	3	0.328	0.109333333333333
S12A2	OR3A3	4	0.58	0.145
S12A2	RPP38	6	0.824	0.137333333333333
S12A2	FIS1	7	0.608	0.0868571428571429
S12A2	USP9Y	6	0.487	0.0811666666666667
S12A2	DAAM1	4	0.506	0.1265
S12A2	PTMS	6	0.548	0.0913333333333333
S12A2	TRPC4	4	0.491	0.12275
S12A2	KEAP1	4	0.419	0.10475
S12A2	KIF17	5	0.824	0.1648
S12A2	SCO2	5	0.4	0.08
S12A2	CHFR	5	0.676	0.1352
S12A2	MAK16	5	0.605	0.121
S12A2	DDX43	6	0.933	0.1555
EST1A	KIT	6	0.086	0.0143333333333333
EST1A	RGN	5	0.825	0.165
EST1A	NLK	9	0.975	0.108333333333333
EST1A	CLCN1	5	0.641	0.1282
EST1A	SBNO1	4	0.998	0.2495
EST1A	PDK1	5	0.603	0.1206
EST1A	OR3A3	7	0.793	0.113285714285714
EST1A	RPP38	2	0.59	0.295
EST1A	FIS1	8	0.55	0.06875
EST1A	USP9Y	2	0.353	0.1765
EST1A	DAAM1	6	0.163	0.0271666666666667
EST1A	PTMS	5	0.828	0.1656
EST1A	TRPC4	5	0.702	0.1404
EST1A	KEAP1	5	0.695	0.139
EST1A	KIF17	5	0.381	0.0762
EST1A	SCO2	6	0.67	0.111666666666667
EST1A	CHFR	4	0.684	0.171
EST1A	MAK16	2	0.415	0.2075
EST1A	DDX43	10	1.417	0.1417
VKOR1	KIT	4	0.426	0.1065
VKOR1	RGN	5	0.605	0.121
VKOR1	NLK	6	0.703	0.117166666666667
VKOR1	CLCN1	5	0.95	0.19
VKOR1	SBNO1	5	1.063	0.2126
VKOR1	PDK1	6	0.665	0.110833333333333
VKOR1	OR3A3	6	0.913	0.152166666666667
VKOR1	RPP38	5	0.977	0.1954
VKOR1	FIS1	7	0.908	0.129714285714286
VKOR1	USP9Y	7	0.976	0.139428571428571
VKOR1	DAAM1	8	0.642	0.08025
VKOR1	PTMS	6	0.911	0.151833333333333
VKOR1	TRPC4	5	0.767	0.1534
VKOR1	KEAP1	6	0.758	0.126333333333333
VKOR1	KIF17	8	0.786	0.09825
VKOR1	SCO2	6	0.856	0.142666666666667
VKOR1	CHFR	6	0.981	0.1635
VKOR1	MAK16	6	0.955	0.159166666666667
VKOR1	DDX43	7	1.546	0.220857142857143
XDH	KIT	5	0.236	0.0472
XDH	RGN	3	0.539	0.179666666666667
XDH	NLK	5	0.676	0.1352
XDH	CLCN1	4	0.809	0.20225
XDH	SBNO1	7	0.887	0.126714285714286
XDH	PDK1	4	0.66	0.165
XDH	OR3A3	7	0.963	0.137571428571429
XDH	RPP38	5	0.767	0.1534
XDH	FIS1	6	0.861	0.1435
XDH	USP9Y	6	0.992	0.165333333333333
