source	destinations_disconnected_to
ACE	SNX24	GKN1
KAPCA	SNX24	GKN1
NTKL	SNX24	GKN1
CALM	SNX24	GKN1
ACHA4	SNX24	GKN1
ANXA2	SNX24	GKN1
AURKB	SNX24	GKN1
GNAT3	SNX24	GKN1
CA2D1	SNX24	GKN1
CAH4	SNX24	GKN1
AK1C1	SNX24	GKN1
ROCK1	SNX24	GKN1
CHLE	SNX24	GKN1
J3QK85	SNX24	GKN1
ZAP70	SNX24	GKN1
UD14	SNX24	GKN1
S12A2	SNX24	GKN1
EST1A	SNX24	GKN1
VKOR1	SNX24	GKN1
XDH	SNX24	GKN1
ACHB4	SNX24	GKN1
RLP24	SNX24	GKN1
EDN1	SNX24	GKN1
GBRB3	SNX24	GKN1
TKT	SNX24	GKN1
NEU2	SNX24	GKN1
3HAO	SNX24	GKN1
RL10L	SNX24	GKN1
ADA1D	SNX24	GKN1
CANB2	SNX24	GKN1
KAP3	SNX24	GKN1
PANX1	SNX24	GKN1
ST2A1	SNX24	GKN1
UPP2	SNX24	GKN1
AK1D1	SNX24	GKN1
CAC1A	SNX24	GKN1
CUBN	SNX24	GKN1
THA	SNX24	GKN1
TBB5	SNX24	GKN1
CATA	SNX24	GKN1
RL3	SNX24	GKN1
PA2GE	SNX24	GKN1
HRH2	SNX24	GKN1
ATTY	SNX24	GKN1
S29A2	SNX24	GKN1
GBRT	SNX24	GKN1
ACHA3	SNX24	GKN1
CDK6	SNX24	GKN1
5HT7R	SNX24	GKN1
ADRB1	SNX24	GKN1
CP11A	SNX24	GKN1
CSK	SNX24	GKN1
5HT3A	SNX24	GKN1
AT12A	SNX24	GKN1
IOD3	SNX24	GKN1
PGFRA	SNX24	GKN1
A1AG1	SNX24	GKN1
TNFA	SNX24	GKN1
NFAC2	SNX24	GKN1
NOS2	SNX24	GKN1
5HT2B	SNX24	GKN1
HS90A	SNX24	GKN1
LCK	SNX24	GKN1
ADCYA	SNX24	GKN1
HS90B	SNX24	GKN1
ADA2A	SNX24	GKN1
CACP	SNX24	GKN1
RARA	SNX24	GKN1
PYC	SNX24	GKN1
CATL1	SNX24	GKN1
ACHA9	SNX24	GKN1
NH2L1	SNX24	GKN1
AAKB2	SNX24	GKN1
DCXR	SNX24	GKN1
CXCL7	SNX24	GKN1
KCNE1	SNX24	GKN1
B3GT4	SNX24	GKN1
ACES	SNX24	GKN1
SCNNG	SNX24	GKN1
HASP	SNX24	GKN1
MMP3	SNX24	GKN1
MET	SNX24	GKN1
AA2BR	SNX24	GKN1
PDE8A	SNX24	GKN1
5HT2C	SNX24	GKN1
AK1C3	SNX24	GKN1
OSTCN	SNX24	GKN1
NMD3B	SNX24	GKN1
CDK5	SNX24	GKN1
PPARA	SNX24	GKN1
DRD2	SNX24	GKN1
VGFR2	SNX24	GKN1
CP1A2	SNX24	GKN1
NGF	SNX24	GKN1
GBRA6	SNX24	GKN1
ACHA7	SNX24	GKN1
CP2C9	SNX24	GKN1
TBA1A	SNX24	GKN1
IL2RA	SNX24	GKN1
PPB1	SNX24	GKN1
PD2R	SNX24	GKN1
Q71TU5	SNX24	GKN1
DCE1	SNX24	GKN1
GBRG1	SNX24	GKN1
FGFR2	SNX24	GKN1
IMPA1	SNX24	GKN1
ACM2	SNX24	GKN1
